变量名,skillName,skillName_tw,skillName_en,skillName_kr,_beizhu,skillTypeShow,skillTypeShow_tw,skillTypeShow_en,describe,describe1,describe_tw,describe_en,describe_kr,simDesc,simDesc_tw,simDesc_en,simDesc_kr,starEffect,starEffectDesc,starEffectDesc1,starEffectDesc_tw,starEffectDesc_en,starEffectDesc_kr,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeEffectDesc_tw,zawakeEffectDesc_en,zawakeEffectDesc_kr,zawakeSimpleType,zawakeSimpleDesc,zawakeSimpleDesc_tw,zawakeSimpleDesc_en,zawakeSimpleDesc_kr,upLvDesc,upLvDesc_tw,upLvDesc_en,upLvDesc_kr,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,targetTypeDesc_en,targetTypeDesc_kr,targetTypeDesc_tw,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc
31422,Tackle,撞擊,Tackle,?????,双首暴龙,,,,"Zweilous slams hard on a single enemy target using one of its head, dealing #C0x3D8A99#160%SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, and disregards the target's 20% SP.DEF for 2 rounds.",,雙首暴龍其中一個頭猛擊敵方單體目標，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身20%特防忽視2回合,"Zweilous slams hard on a single enemy target using one of its head, dealing #C0x3D8A99#160%SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, and disregards the target's 20% SP.DEF for 2 rounds.",???? ? ?? ??? ? ??? 1??? ??? #C0x3D8A99#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ?? ?? 20%? ????. ?? ??: 2?,Zweilous slams hard on a single enemy target using one of its heads,雙首暴龍其中一個頭猛擊敵方單體目標,Zweilous slams hard on a single enemy target using one of its heads,???? ? ?? ??? ? ??? 1??? ????.,,,,,,,<79002>,双首暴龙其中一个头猛击敌方单体目标，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身20%特防忽视和15%吸血率2回合,,,,,1,提升自身20%特防忽视2回合\n#F20# \n#F40##C0x5c9970#→提升自身20%特防忽视和15%吸血率2回合,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,15,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,self:specialDamage()*1.6+skillLevel*30,,,,<314221;314222;314223>,,,,,,,360,,,2,{x=-100;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/shuangsel_skill1.mp3;loop=0;delay=0},,,,,,
31423,Hyper Beam,破壞死光,Hyper Beam,????,双首暴龙,,,,"Zweilous releases beams continuously and deals damage to random enemy for six times(target can be repeated), deals #C0x3D8A99#90% Sp.ATK#C0x5B545B#+$(skillLevel*4*24)$ #C0xF13B54#Sp.DMG#C0x5B545B#. For each enemy on battle, damage of this Ultimate Skill increase by 10%",,雙首暴龍連續發射破壞光波，對隨機敵方精靈一共造成6段傷害（可攻擊重複目標），每段造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，每存在一個敵方目標，本次必殺技傷害提10%,"Zweilous releases beams continuously and deals damage to random enemy for six times(target can be repeated), deals #C0x3D8A99#90% Sp.ATK#C0x5B545B#+$(skillLevel*4*24)$ #C0xF13B54#Sp.DMG#C0x5B545B#. For each enemy on battle, damage of this Ultimate Skill increase by 10%","???? ???? ????? ??? ? ??? ????? 6? ??? ???(?? ?? ??), ???? #C0x3D8A99#90%?? ??? #C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???. ? ??? ? ?? ??? ??? ?? ??? ??? 10% ????.",Zweilous releases destructive light beams continuously to deal a total of 6 tiers of damage to random enemy targets,雙首暴龍連續發射破壞光波，對隨機敵方精靈一共造成6段傷害,Zweilous releases destructive light beams continuously to deal a total of 6 tiers of damage to random enemy targets,"???? ???? ????? ???, ? ??? ????? 6? ??? ???.",<11>,Effect boost: The DMG Ratio of each attack in Ultimate is increased to 110%,,效果強化：必殺技係數提升為每段傷害為110%特攻,Effect boost: The DMG Ratio of each attack in Ultimate is increased to 110%,?? ??: ??? ??? ???? ?? ?? 110%? ????,<79003>,双首暴龙连续发射破坏光波，对随机敌方精灵一共造成6段伤害（可攻击重复目标），每段造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，每存在一个敌方目标，本次必杀技伤害提10%,,,,,2,每段造成90%特攻+$(skillLevel*4*24)$的特殊伤害\n#F20# \n#F40##C0x5c9970#→每段造成100%特攻+$(skillLevel*4*24)$的特殊伤害,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,16,,,,,,,,,0,,,,,11,,,404,,404,??? ? ??,敵方隨機目標,特攻,"(self:specialDamage()*(0.9+(self:flagZ3() and 0.1 or 0)+0.2*to10(moreEqualThan(self:star(),11)))+(self:flag(99) and skillLevel or skillLevel*4)*24)*(1+0.1*getForceNum(target:force()))",self:specialDamage()*2.6+skillLevel*48,,31411,,<314231;314232;314233;314234;314235;314236;314237;314238>,,,,,1000,,,,,3,{x=0;y=0},,,,skill2,,,,5000,,5000,,<img_634_ssbl@>,,,,,{res=hero_sound/shuangsel_skill2.mp3;loop=0;delay=0},,,,,,
31426,Vertical and horizontal,合縱連橫,Vertical and horizontal,?? ? ??,双首暴龙,,,,"Before every attack, permanently steals 4% SP.ATK and P.ATK from the enemy (stacks up to $(40+skillLevel*0.4-0.4)$% of own base SP.ATK. When it faints, returns all stolen ATK)",,每段攻擊前永久偷取目標4%的雙攻（最高偷取量累計不可超過自身基礎特攻上限的#C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#，自身死亡後，將偷取的攻擊力全部返還）,"Before every attack, permanently steals 4% SP.ATK and P.ATK from the enemy (stacks up to $(40+skillLevel*0.4-0.4)$% of own base SP.ATK. When it faints, returns all stolen ATK)","???? ??? ??&?? ???? 4%? ????? ???(?? ?? ?? ??? ??? ?? ??? #C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#? ?? ? ???, ??? ???? ?? ? ???? ????)",,,,,<8>,Effect boost: Each tier of damage permanently absorbs 5% P.ATK and SP.ATK of the target (the highest amount of absorption will not exceed $(50+skillLevel*0.5-0.5)$% of its max ATK base stat),,效果強化：每段攻擊前永久偷取目標5%的雙攻（最高偷取量累計不可超過自身基礎特攻上限的$(50+skillLevel*0.5-0.5)$%）,Effect boost: Each tier of damage permanently absorbs 5% P.ATK and SP.ATK of the target (the highest amount of absorption will not exceed $(50+skillLevel*0.5-0.5)$% of its max ATK base stat),?? ??: ???? ?? ??? ??&?? ???? 5%? ???(?? ?? ?? ??? ??? ?? ?? ?? ??? $(50+skillLevel*0.5-0.5)$%? ?? ? ??),<79004>,每段攻击前永久偷取目标5%的双攻（最高偷取量累计不可超过自身基础特攻上限的#C0x5c9970#$(70+skillLevel*0.5-0.5)$%#C0x5B545B#，自身死亡后，将偷取的攻击力全部返还）,,,,,2,最高偷取量累计的上限提升20%,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<314261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31431,Cross Slash,十字斬,Cross Slash,??? ???,三首恶龙,,,,"Hydreigon releases a cross chop to a single enemy to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#, and increase own 15% SP.ATK for 2 rounds",,三首惡龍兩側的頭合力發射出十字斬攻擊敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身15%的特攻，持續2回合,"Hydreigon releases a cross chop to a single enemy to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#, and increase own 15% SP.ATK for 2 rounds",????? ??? ???? ??? ???? ????? ? ??? 1???? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ?? ???? 15% ????. ?? ??: 2?,Two of Hydreigon's heads gather strength to deal a Cross Slash on the single enemy target,三首惡龍兩側的頭合力發射出十字斬攻擊敵方單體目標,Two of Hydreigon's heads gather strength to deal a Cross Slash on the single enemy target,"????? ??? ???? ??? ???? ?????, ? ??? 1??? ????.",,,,,,,<79001>,三首恶龙两侧的头合力发射出十字斩攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身25%的特攻，持续2回合,,,,,2,提升自身15%的特攻，持续2回合\n#F20# \n#F40##C0x5c9970#→提升自身25%的特攻，持续2回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,16,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<314311;314312;314313>,,,,,,,240,,,1,{x=-300;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/sansel_attack.mp3;loop=0;delay=0},,,,,,
31432,Soul Tackle,靈魂撞擊,Soul Tackle,?? ??,三首恶龙,,,,"Hydreigon transforms into Spirit state and slams hard on a single enemy target, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, and disregards the target's 20% SP.DEF for 2 rounds.",,三首惡龍化身靈魂狀態撞擊敵方單體目標，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身20%特防忽視2回合,"Hydreigon transforms into Spirit state and slams hard on a single enemy target, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, and disregards the target's 20% SP.DEF for 2 rounds.",????? ?? ??? ?? ? ??? 1???? ?????? ?? #C0x3D8A99#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ?? ?? 20%? ????. ?? ??: 2?,Hydreigon transforms into Spirit state and slams hard on a single enemy target,三首惡龍化身靈魂狀態撞擊敵方單體目標,Hydreigon transforms into Spirit state and slams hard on a single enemy target,????? ?? ??? ?? ? ??? 1???? ?????? ???.,,,,,,,<79002>,三首恶龙化身灵魂状态撞击敌方单体目标，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身20%特防忽视和15%吸血率2回合,,,,,1,提升自身20%特防忽视2回合\n#F20# \n#F40##C0x5c9970#→提升自身20%特防忽视和15%吸血率2回合,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,15,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,self:specialDamage()*1.6+skillLevel*30,,,,<314321;314322;314323>,,,,,,,360,,,2,{x=-350;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/sansel_skill1.mp3;loop=0;delay=0},,,,,,
31433,Heaven Will-O-Wisp,天外鬼火,Heaven Will-O-Wisp,??? ??,三首恶龙,,,,"Hydreigon flies into the air and shoots purple flame to deal 6-section damage to a random enemy (target can be repeated), each one section dealing #C0x3D8A99#100%  SP.ATK#C0x5B545B# + $(skillLevel*4*24)$ #C0xF13B54# SP.DMG#C0x5B545B#. For each enemy on battle, damage of this Ultimate Skill increase by 10%",,三首惡龍飛向高空，噴射出紫色的鬼火燃燒，對隨機敵方精靈一共造成6段傷害（可攻擊重複目標），每段造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，每存在一個敵方目標，本次必殺技傷害提10%,"Hydreigon flies into the air and shoots purple flame to deal 6-section damage to a random enemy (target can be repeated), each one section dealing #C0x3D8A99#100%  SP.ATK#C0x5B545B# + $(skillLevel*4*24)$ #C0xF13B54# SP.DMG#C0x5B545B#. For each enemy on battle, damage of this Ultimate Skill increase by 10%","????? ??? ???? ??? ????? ??? ? ??? ????? 6? ??? ???(?? ?? ??), ???? #C0x3D8A99#100%?? ??? #C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???. ? ??? ? ?? ??? ??? ?? ??? ??? 10% ????.",Hydreigon flies high into the sky and releases purple Will-O-Wisps to deal a total of 6 tiers of damage to random enemy targets,三首惡龍飛向高空，噴射出紫色的鬼火，對隨機敵方精靈一共造成6段傷害,Hydreigon flies high into the sky and releases purple Will-O-Wisps to deal a total of 6 tiers of damage to random enemy targets,????? ??? ???? ??? ????? ??? ? ??? ????? 6? ??? ???.,<11>,Effect boost: The DMG Ratio of each attack in Ultimate is increased to 120%,,效果強化：必殺技係數提升為每段傷害為120%特攻,Effect boost: The DMG Ratio of each attack in Ultimate is increased to 120%,?? ??: ??? ??? ???? ?? ?? 120%? ????,<79003>,三首恶龙飞向高空，喷射出紫色的鬼火燃烧，对随机敌方精灵一共造成6段伤害（可攻击重复目标），每段造成#C0x3D8A99#110%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，每存在一个敌方目标，本次必杀技伤害提10%,,,,,2,每段造成100%特攻+$(skillLevel*4*24)$的特殊伤害\n#F20# \n#F40##C0x5c9970#→每段造成110%特攻+$(skillLevel*4*24)$的特殊伤害,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,16,,,,,,,,,0,,,,,11,,,404,,404,??? ? ??,敵方隨機目標,特攻,"(self:specialDamage()*(1.0+(self:flagZ3() and 0.1 or 0)+0.2*to10(moreEqualThan(self:star(),11)))+(self:flag(99) and skillLevel or skillLevel*4)*24)*(1+0.1*getForceNum(target:force()))",self:specialDamage()*2.6+skillLevel*48,,31411,,<314331;314332;314333;314334;314335;314336;314337;314338>,,,,,1000,,,,,3,{x=-200;y=0},,,,skill2,,,,9466.6,,9466.6,,<img_635_ssel@>,,,,,{res=hero_sound/sansel_skill2.mp3;loop=0;delay=0},,,,,,
31436,Vertical and horizontal,合縱連橫,Vertical and horizontal,?? ? ??,三首恶龙,,,,"Before every attack, permanently steals 4% SP.ATK and P.ATK from the enemy (stacks up to $(40+skillLevel*0.4-0.4)$% of own base SP.ATK. When it faints, returns all stolen ATK)",,每段攻擊前永久偷取目標4%的雙攻（最高偷取量累計不可超過自身基礎特攻上限的#C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#，自身死亡後，將偷取的攻擊力全部返還）,"Before every attack, permanently steals 4% SP.ATK and P.ATK from the enemy (stacks up to $(40+skillLevel*0.4-0.4)$% of own base SP.ATK. When it faints, returns all stolen ATK)","???? ??? ??&?? ???? 4%? ????? ???(?? ?? ?? ??? ??? ?? ??? #C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#? ?? ? ???, ??? ???? ?? ? ???? ????)",,,,,<8>,Effect boost: Each tier of damage permanently absorbs 5% P.ATK and SP.ATK of the target (the highest amount of absorption will not exceed $(50+skillLevel*0.5-0.5)$% of its max ATK base stat),,效果強化：每段攻擊前永久偷取目標5%的雙攻（最高偷取量累計不可超過自身基礎特攻上限的$(50+skillLevel*0.5-0.5)$%）,Effect boost: Each tier of damage permanently absorbs 5% P.ATK and SP.ATK of the target (the highest amount of absorption will not exceed $(50+skillLevel*0.5-0.5)$% of its max ATK base stat),?? ??: ???? ?? ??? ??&?? ???? 5%? ???(?? ?? ?? ??? ??? ?? ?? ?? ??? $(50+skillLevel*0.5-0.5)$%? ?? ? ??),<79004>,每段攻击前永久偷取目标5%的双攻（最高偷取量累计不可超过自身基础特攻上限的#C0x5c9970#$(70+skillLevel*0.5-0.5)$%#C0x5B545B#，自身死亡后，将偷取的攻击力全部返还）,,,,,2,最高偷取量累计的上限提升20%,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<314361>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31511,Bug Bite,蟲咬,Bug Bite,????,燃烧虫,,,,"Larvesta bites a single enemy with its big mouth, inflicting (#C0x3D8A99#100% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54# SP.DMG#C0x5B545B# and increasing own SP.ATK by 20% for 2 rounds",,燃燒蟲張開大嘴狠狠地咬擊敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身20%的特攻2回合,"Larvesta bites a single enemy with its big mouth, inflicting (#C0x3D8A99#100% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54# SP.DMG#C0x5B545B# and increasing own SP.ATK by 20% for 2 rounds",????? ?? ?? ??? ? ??? 1??? ?? ?? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 2? ? ??? ?? ???? 20% ????,,,,,,,,,,,<79001>,燃烧虫张开大嘴狠狠地咬击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身25%的特攻2回合,,,,,2,提升自身20%的特攻2回合\n#F20# \n#F40##C0x5c9970#→提升自身25%的特攻2回合,,,,DMG+96,固定傷害+96,DMG+96,,,,TRUE,TRUE,,,0,0,1,12,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<315111;315112>,,,,,,,240,,,,{x=-130;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/ranshaoc_attack.mp3;loop=0;delay=0},,,,,,
31512,Flare Blitz,閃焰衝鋒,Flare Blitz,???????,燃烧虫,,,,"Larvesta cloaks itself in fire and slams into a single enemy, inflicting (#C0x3D8A99#150% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54# SP.DMG#C0x5B545B#. Gives 【Sun Cloak】 to the front-line ally with the highest max HP for 3 rounds (Sun Cloak: Buff, when attacked, inflicts Fire damage equal to 120% of Volcarona's SP.ATK. Owning Sun Cloak removes the Coil effect)",,燃燒蟲身上燃起火焰，將身體蜷成團撞擊敵方單體目標，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，為友方前排生命上限最高的目標添加【太陽羽衣】3回合（太陽羽衣：增益效果，受到攻擊時對攻擊者造成火神蛾120%特攻的火屬性傷害，擁有太陽羽衣時會解除目標身上的纏繞效果）,"Larvesta cloaks itself in fire and slams into a single enemy, inflicting (#C0x3D8A99#150% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54# SP.DMG#C0x5B545B#. Gives 【Sun Cloak】 to the front-line ally with the highest max HP for 3 rounds (Sun Cloak: Buff, when attacked, inflicts Fire damage equal to 120% of Volcarona's SP.ATK. Owning Sun Cloak removes the Coil effect)","????? ?? ??? ?? ? ?? ??? ??? ? ??? 1???? ?????? ??? #C0x3D8A99#?? ???? 150%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ?? HP? ?? ?? ?? ?? ?? ???? 3? ? [??? ???]? ????(??? ???: ?? ??, ??? ?? ? ????? ???? ?? ??? 120%? ???? ?? ?? ??? ???. ??? ???? ???? ?? ? ???? ??? ??? ??? ????)",,,,,,,,,,,<79002>,燃烧虫身上燃起火焰，将身体蜷成团撞击敌方单体目标，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，为友方前排生命上限最高的目标添加【太阳羽衣】3回合，有50%概率给前排另一生命上限最高的目标添加太阳羽衣3回合（太阳羽衣：增益效果，受到攻击时对攻击者造成火神蛾120%特攻的火属性伤害，拥有太阳羽衣时会解除目标身上的缠绕效果）,,,,,1,#C0x5c9970#有50%概率给前排另一生命上限最高的目标添加太阳羽衣3回合,,,,DMG+96,固定傷害+96,DMG+96,,,,TRUE,TRUE,,,0,1,1,2,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,,<315121;315122;315123>,,,,,,,360,,,,{x=-230;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/ranshaoc_skill1.mp3;loop=0;delay=0},,,,,,
31513,Bug Flame,蟲蟲火焰,Bug Flame,?? ??,燃烧虫,,,,"Larvesta exhales a hot breath on the enemy, inflicting (#C0x3D8A99#240% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54# SP.DMG#C0x5B545B#. Applies 20% Vulnerability to the main enemy for 1 round. Increases the chance to [Invite] by 20%. Can invite up 3 allies to attack the enemy",,燃燒蟲深吸一口氣，隨後噴射出熊熊烈焰炙烤敵方後排目標，造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，對主目標附加20%易傷1回合，邀戰概率提升20%，可邀戰最多3個友方攻擊選中的目標,"Larvesta exhales a hot breath on the enemy, inflicting (#C0x3D8A99#240% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54# SP.DMG#C0x5B545B#. Applies 20% Vulnerability to the main enemy for 1 round. Increases the chance to [Invite] by 20%. Can invite up 3 allies to attack the enemy","????? ?? ?? ???? ? ??? ?? ??? ? ?? ?? ???? #C0x3D8A99#?? ???? 240%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???, ?? ??? 1? ? 20% ?? ??? ???. ?? ??? 20% ????, ?? ?? 3?? ??? ??? ??? ??? ? ??","Larvesta exhales a hot breath on the rear-line enemies, inflicting Vulnerability to the main target and increasing the [Invite] chance",燃燒蟲深吸一口氣，隨後噴射出熊熊烈焰炙烤敵方後排目標，對主目標附加易傷，邀戰概率提升,"Larvesta exhales a hot breath on the rear-line enemies, inflicting Vulnerability to the main target and increasing the [Invite] chance","????? ?? ?? ???? ? ??? ?? ??? ? ?? ?? ??? ????, ?? ??? ?? ??? ??? ?? ??? ????",<11>,Extra effect: Inflicts 15% Bug Vulnerability to targets for 2 rounds,,額外效果：對目標附帶15%蟲系易傷2回合,Extra effect: Inflicts 15% Bug Vulnerability to targets for 2 rounds,?? ??: 2? ? ?? ?? 15% ?? ??? ????,<79003>,燃烧虫深吸一口气，随后喷射出熊熊烈焰炙烤敌方后排目标，造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，对主目标附加20%易伤1回合，邀战概率提升20%，可邀战最多4个友方攻击选中的目标,,,,,2,可邀战最多3个友方攻击\n#F20# \n#F40##C0x5c9970#→可邀战最多4个友方攻击,,,,DMG+96,固定傷害+96,DMG+96,,,,TRUE,TRUE,,,0,2,1,12,,,,,,,,,0,,,,,3,,,Back row,"""row""",Back row,? ?? ??,敵方後排,特攻,self:specialDamage()*2.4+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,,<315131;315132;315133;315134;315135;315136>,,,,,1000,,,,,,{x=0;y=0},,,,skill2,,,,3400,,3400,,<img_636_rsc@>,,,,,{res=hero_sound/ranshaoc_skill2.mp3;loop=0;delay=0},,,,,,
