变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,award,vip,activeDays,jumpTo
,,,,,,,,,,
10121,抽饰品箱子送携带养成和紫色携带道具,10008,52,10,,抽饰品魔方10次,{gold=20000;2103=3;941=1},,,
10122,抽饰品箱子送携带养成和紫色携带道具,10008,52,30,,抽饰品魔方30次,{gold=30000;2103=5},,,
10123,抽饰品箱子送携带养成和紫色携带道具,10008,52,60,,抽饰品魔方60次,{gold=40000;2103=7;941=1},,,
10124,抽饰品箱子送携带养成和紫色携带道具,10008,52,100,,抽饰品魔方100次,{gold=50000;2103=10},,,
10125,抽饰品箱子送携带养成和紫色携带道具,10008,52,150,,抽饰品魔方150次,{gold=60000;2103=15;942=1},,,
10126,抽饰品箱子送携带养成和紫色携带道具,10008,52,200,,抽饰品魔方200次,{gold=80000;2103=20},,,
10127,抽饰品箱子送携带养成和紫色携带道具,10008,52,300,,抽饰品魔方300次,{gold=100000;2103=30;942=1},,,
,,,,,,,,,,
10131,新年登录,10009,17,1,,累计登录1天,{rmb=188;503=2;gold=188888;902=18},,,
10132,新年登录,10009,17,2,,累计登录2天,{rmb=188;520=2;gold=188888;902=18},,,
10133,新年登录,10009,17,3,,累计登录3天,{rmb=188;519=2;gold=188888;902=18},,,
,,,,,,,,,,
10141,充值送限定抽卡券,10010,22,60,,充值60钻石,{gold=60000;2102=10;rmb=60;14=10},,,
10142,充值送限定抽卡券,10010,22,300,,充值300钻石,{gold=60000;2102=10;5000=30;14=10},,,
10143,充值送限定抽卡券,10010,22,600,,充值600钻石,{gold=60000;2102=10;930=30;14=10},,,
10144,充值送限定抽卡券,10010,22,980,,充值980钻石,{gold=80000;902=10;2103=5;14=15},,,
10145,充值送限定抽卡券,10010,22,1980,,充值1980钻石,{gold=80000;527=10;2103=7;14=15},,,
10146,充值送限定抽卡券,10010,22,3280,,充值3280钻石,{gold=100000;902=20;2103=10;14=15},,,
10147,充值送限定抽卡券,10010,22,6480,,充值6480钻石,{gold=100000;527=10;6053=1;14=20},,,
10148,充值送限定抽卡券,10010,22,9680,,充值9680钻石,{gold=120000;502=15;6052=1;14=20},,,
10149,充值送限定抽卡券,10010,22,12000,,充值12000钻石,{gold=120000;527=15;6054=1;14=30},,,
10150,充值送限定抽卡券,10010,22,15000,,充值15000钻石,{gold=180000;502=30;6051=1;14=30},,,
10151,充值送限定抽卡券,10010,22,20000,,充值20000钻石,{gold=200000;902=50;942=1;14=50},,,
10152,充值送限定抽卡券,10010,22,25000,,充值25000钻石,{gold=300000;502=50;902=50;14=50},,,
,,,,,,,,,,
10161,抽卡送任选碎片,10011,51,10,,金币抽卡10次,{6203=2;gold=10000;13=10},,,
10162,抽卡送任选碎片,10011,51,20,,金币抽卡20次,{6203=2;gold=20000;13=10},,,
10163,抽卡送任选碎片,10011,95,2,,限定抽卡累计2次,{6203=2;gold=20000;13=10},,,
10164,抽卡送任选碎片,10011,95,10,,限定抽卡累计10次,{6203=4;gold=30000;12=10},,,
10165,抽卡送任选碎片,10011,95,20,,限定抽卡累计20次,{6203=4;gold=40000;12=10},,,
10166,抽卡送任选碎片,10011,95,30,,限定抽卡累计30次,{6203=6;gold=50000;12=10},,,
10167,抽卡送任选碎片,10011,95,40,,限定抽卡累计40次,{6203=6;gold=60000;13=10},,,
10168,抽卡送任选碎片,10011,95,60,,限定抽卡累计60次,{6203=8;gold=80000;13=10},,,
10169,抽卡送任选碎片,10011,95,80,,限定抽卡累计80次,{6203=10;gold=100000;13=10},,,
10170,抽卡送任选碎片,10011,95,100,,限定抽卡累计100次,{6203=15;gold=120000;13=10},,,
10171,抽卡送任选碎片,10011,95,120,,限定抽卡累计120次,{6203=20;gold=150000;14=10},,,
10172,抽卡送任选碎片,10011,95,150,,限定抽卡累计150次,{6203=25;gold=150000;14=10},,,
10173,抽卡送任选碎片,10011,95,200,,限定抽卡累计200次,{6203=25;gold=150000;14=10},,,
,,,,,,,,,,
10181,春节登录,10012,17,1,,累计登录1天,{rmb=188;520=2;gold=100000;13=10},,,
10182,春节登录,10012,17,2,,累计登录2天,{rmb=188;503=3;gold=100000;13=10},,,
10183,春节登录,10012,17,3,,累计登录3天,{rmb=188;519=2;gold=100000;13=15},,,
10184,春节登录,10012,17,4,,累计登录4天,{rmb=188;502=3;gold=100000;13=15},,,
10185,春节登录,10012,17,5,,累计登录5天,{rmb=188;19=5;gold=100000;13=20},,,
10186,春节登录,10012,17,6,,累计登录6天,{rmb=188;6050=1;gold=100000;13=20},,,
10187,春节登录,10012,17,7,,累计登录7天,{rmb=188;501=2;gold=100000;13=25},,,
10188,春节登录,10012,17,8,,累计登录8天,{card={id=9002};rmb=188;gold=100000;13=25},,,
10189,春节登录,10012,17,9,,累计登录9天,{rmb=188;502=10;gold=100000;13=30},,,
,,,,,,,,,,
10191,充值送橙色携带道具,10013,22,60,,充值60钻石,{gold=60000;2102=10;rmb=60;14=10},,,
10192,充值送橙色携带道具,10013,22,300,,充值300钻石,{gold=60000;2102=10;5000=30;14=10},,,
10193,充值送橙色携带道具,10013,22,600,,充值600钻石,{gold=60000;2102=10;930=30;14=10},,,
10194,充值送橙色携带道具,10013,22,980,,充值980钻石,{gold=80000;902=10;2103=5;14=15},,,
10195,充值送橙色携带道具,10013,22,1980,,充值1980钻石,{gold=80000;502=10;2103=7;14=15},,,
10196,充值送橙色携带道具,10013,22,3280,,充值3280钻石,{gold=100000;902=20;2103=10;14=15},,,
10197,充值送橙色携带道具,10013,22,6480,,充值6480钻石,{gold=100000;942=1;6053=1;14=20},,,
10198,充值送橙色携带道具,10013,22,9680,,充值9680钻石,{gold=120000;502=15;6052=1;14=20},,,
10199,充值送橙色携带道具,10013,22,12000,,充值12000钻石,{gold=120000;942=1;6054=1;14=30},,,
10200,充值送橙色携带道具,10013,22,15000,,充值15000钻石,{gold=180000;502=30;6051=1;14=30},,,
10201,充值送橙色携带道具,10013,22,20000,,充值20000钻石,{gold=200000;902=50;30407=1;14=50},,,
10202,充值送橙色携带道具,10013,22,25000,,充值25000钻石,{gold=300000;502=50;902=50;14=50},,,
,,,,,,,,,,
10211,消耗送水跃鱼碎片,10014,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10212,消耗送水跃鱼碎片,10014,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;21311=10},,,
10213,消耗送水跃鱼碎片,10014,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10214,消耗送水跃鱼碎片,10014,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;21311=20},,,
10215,消耗送水跃鱼碎片,10014,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10216,消耗送水跃鱼碎片,10014,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;21311=30},,,
10217,消耗送水跃鱼碎片,10014,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10218,消耗送水跃鱼碎片,10014,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;21311=40},,,
10219,消耗送水跃鱼碎片,10014,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10220,消耗送水跃鱼碎片,10014,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;21311=50},,,
,,,,,,,,,,
10221,充值送橙色携带道具,10015,22,60,,充值60钻石,{gold=60000;2102=10;rmb=60;14=10},,,
10222,充值送橙色携带道具,10015,22,300,,充值300钻石,{gold=60000;2102=10;5000=30;14=10},,,
10223,充值送橙色携带道具,10015,22,600,,充值600钻石,{gold=60000;2102=10;930=30;14=10},,,
10224,充值送橙色携带道具,10015,22,980,,充值980钻石,{gold=80000;902=10;2103=5;14=15},,,
10225,充值送橙色携带道具,10015,22,1980,,充值1980钻石,{gold=80000;502=10;2103=7;14=15},,,
10226,充值送橙色携带道具,10015,22,3280,,充值3280钻石,{gold=100000;902=20;2103=10;14=15},,,
10227,充值送橙色携带道具,10015,22,6480,,充值6480钻石,{gold=100000;942=1;6053=1;14=20},,,
10228,充值送橙色携带道具,10015,22,9680,,充值9680钻石,{gold=120000;502=15;6052=1;14=20},,,
10229,充值送橙色携带道具,10015,22,12000,,充值12000钻石,{gold=120000;942=1;6054=1;14=30},,,
10230,充值送橙色携带道具,10015,22,15000,,充值15000钻石,{gold=180000;502=30;6051=1;14=30},,,
10231,充值送橙色携带道具,10015,22,20000,,充值20000钻石,{gold=200000;902=50;30talent_point=1;14=50},,,
10232,充值送橙色携带道具,10015,22,25000,,充值25000钻石,{gold=300000;502=50;902=50;14=50},,,
,,,,,,,,,,
10241,消耗送风速狗碎片,10016,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10242,消耗送风速狗碎片,10016,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;20241=10},,,
10243,消耗送风速狗碎片,10016,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10244,消耗送风速狗碎片,10016,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;20241=20},,,
10245,消耗送风速狗碎片,10016,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10246,消耗送风速狗碎片,10016,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;20241=30},,,
10247,消耗送风速狗碎片,10016,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10248,消耗送风速狗碎片,10016,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;20241=40},,,
10249,消耗送风速狗碎片,10016,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10250,消耗送风速狗碎片,10016,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;20241=50},,,
,,,,,,,,,,
10251,抽卡送任选碎片,10017,51,10,,金币抽卡10次,{6204=2;gold=10000;13=10},,,
10252,抽卡送任选碎片,10017,51,20,,金币抽卡20次,{6204=2;gold=20000;13=10},,,
10253,抽卡送任选碎片,10017,95,2,,限定抽卡累计2次,{6204=2;gold=20000;13=10},,,
10254,抽卡送任选碎片,10017,95,10,,限定抽卡累计10次,{6204=4;gold=30000;12=10},,,
10255,抽卡送任选碎片,10017,95,20,,限定抽卡累计20次,{6204=4;gold=40000;12=10},,,
10256,抽卡送任选碎片,10017,95,30,,限定抽卡累计30次,{6204=6;gold=50000;12=10},,,
10257,抽卡送任选碎片,10017,95,40,,限定抽卡累计40次,{6204=6;gold=60000;13=10},,,
10258,抽卡送任选碎片,10017,95,60,,限定抽卡累计60次,{6204=8;gold=80000;13=10},,,
10259,抽卡送任选碎片,10017,95,80,,限定抽卡累计80次,{6204=10;gold=100000;13=10},,,
10260,抽卡送任选碎片,10017,95,100,,限定抽卡累计100次,{6204=15;gold=120000;13=10},,,
10261,抽卡送任选碎片,10017,95,120,,限定抽卡累计120次,{6204=20;gold=150000;14=10},,,
10262,抽卡送任选碎片,10017,95,150,,限定抽卡累计150次,{6204=25;gold=150000;14=10},,,
10263,抽卡送任选碎片,10017,95,200,,限定抽卡累计200次,{6204=25;gold=150000;14=10},,,
,,,,,,,,,,
10271,消耗送风速狗碎片,10018,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10272,消耗送风速狗碎片,10018,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;20241=10},,,
10273,消耗送风速狗碎片,10018,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10274,消耗送风速狗碎片,10018,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;20241=20},,,
10275,消耗送风速狗碎片,10018,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10276,消耗送风速狗碎片,10018,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;20241=30},,,
10277,消耗送风速狗碎片,10018,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10278,消耗送风速狗碎片,10018,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;20241=40},,,
10279,消耗送风速狗碎片,10018,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10280,消耗送风速狗碎片,10018,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;20241=50},,,
,,,,,,,,,,
10281,消耗送三首恶龙碎片,10019,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10282,消耗送三首恶龙碎片,10019,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;23141=10},,,
10283,消耗送三首恶龙碎片,10019,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10284,消耗送三首恶龙碎片,10019,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;23141=20},,,
10285,消耗送三首恶龙碎片,10019,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10286,消耗送三首恶龙碎片,10019,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;23141=30},,,
10287,消耗送三首恶龙碎片,10019,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10288,消耗送三首恶龙碎片,10019,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;23141=40},,,
10289,消耗送三首恶龙碎片,10019,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10290,消耗送三首恶龙碎片,10019,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;23141=50},,,
,,,,,,,,,,
10300,充值送橙色携带道具,10020,22,60,,充值60钻石,{gold=60000;2102=10;rmb=60;14=10},,,
10301,充值送橙色携带道具,10020,22,300,,充值300钻石,{gold=60000;2102=10;5000=30;14=10},,,
10302,充值送橙色携带道具,10020,22,600,,充值600钻石,{gold=60000;2102=10;930=30;14=10},,,
10303,充值送橙色携带道具,10020,22,980,,充值980钻石,{gold=80000;902=10;2103=5;14=15},,,
10304,充值送橙色携带道具,10020,22,1980,,充值1980钻石,{gold=80000;502=10;2103=7;14=15},,,
10305,充值送橙色携带道具,10020,22,3280,,充值3280钻石,{gold=100000;902=20;2103=10;14=15},,,
10306,充值送橙色携带道具,10020,22,6480,,充值6480钻石,{gold=100000;942=1;6053=1;14=20},,,
10307,充值送橙色携带道具,10020,22,9680,,充值9680钻石,{gold=120000;502=15;6052=1;14=20},,,
10308,充值送橙色携带道具,10020,22,12000,,充值12000钻石,{gold=120000;942=1;6054=1;14=30},,,
10309,充值送橙色携带道具,10020,22,15000,,充值15000钻石,{gold=180000;502=30;6051=1;14=30},,,
10310,充值送橙色携带道具,10020,22,20000,,充值20000钻石,{gold=200000;902=50;30408=1;14=50},,,
10311,充值送橙色携带道具,10020,22,25000,,充值25000钻石,{gold=300000;502=50;902=50;14=50},,,
,,,,,,,,,,
10320,消耗送急冻鸟碎片,10021,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10321,消耗送急冻鸟碎片,10021,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;20721=10},,,
10322,消耗送急冻鸟碎片,10021,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10323,消耗送急冻鸟碎片,10021,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;20721=20},,,
10324,消耗送急冻鸟碎片,10021,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10325,消耗送急冻鸟碎片,10021,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;20721=30},,,
10326,消耗送急冻鸟碎片,10021,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10327,消耗送急冻鸟碎片,10021,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;20721=40},,,
10328,消耗送急冻鸟碎片,10021,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10329,消耗送急冻鸟碎片,10021,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;20721=50},,,
,,,,,,,,,,
10330,消耗送雷公碎片,10022,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10331,消耗送雷公碎片,10022,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;21221=10},,,
10332,消耗送雷公碎片,10022,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10333,消耗送雷公碎片,10022,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;21221=20},,,
10334,消耗送雷公碎片,10022,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10335,消耗送雷公碎片,10022,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;21221=30},,,
10336,消耗送雷公碎片,10022,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10337,消耗送雷公碎片,10022,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;21221=40},,,
10338,消耗送雷公碎片,10022,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10339,消耗送雷公碎片,10022,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;21221=50},,,
,,,,,,,,,,
10340,清明登录,10023,17,1,,累计登录1天,{rmb=50;6341=2;gold=100000;503=1},,,
10341,清明登录,10023,17,2,,累计登录2天,{rmb=50;6341=2;gold=100000;520=1},,,
10342,清明登录,10023,17,3,,累计登录3天,{rmb=100;6341=3;gold=100000;519=1},,,
,,,,,,,,,,
10350,充值送改版,10024,22,60,,充值60钻石,{gold=60000;850=100;rmb=60;14=10},,,
10351,充值送改版,10024,22,300,,充值300钻石,{gold=60000;850=100;5000=30;14=10},,,
10352,充值送改版,10024,22,600,,充值600钻石,{gold=60000;851=50;930=30;14=10},,,
10353,充值送改版,10024,22,980,,充值980钻石,{gold=80000;902=20;2103=10;14=15},,,
10354,充值送改版,10024,22,1980,,充值1980钻石,{gold=80000;502=15;2103=10;14=15},,,
10355,充值送改版,10024,22,3280,,充值3280钻石,{gold=100000;902=30;2103=10;14=15},,,
10356,充值送改版,10024,22,6480,,充值6480钻石,{gold=100000;502=30;6053=1;14=20},,,
10357,充值送改版,10024,22,9680,,充值9680钻石,{gold=120000;501=5;6052=1;14=20},,,
10358,充值送改版,10024,22,12000,,充值12000钻石,{gold=120000;902=50;6054=1;14=30},,,
10359,充值送改版,10024,22,15000,,充值15000钻石,{gold=180000;502=30;6051=1;14=30},,,
10360,充值送改版,10024,22,20000,,充值20000钻石,{gold=200000;902=50;942=1;14=50},,,
10361,充值送改版,10024,22,25000,,充值25000钻石,{gold=300000;521=30;604=50;14=50},,,
,,,,,,,,,,
10370,消耗送烈咬陆鲨碎片,10025,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10371,消耗送烈咬陆鲨碎片,10025,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;22231=10},,,
10372,消耗送烈咬陆鲨碎片,10025,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10373,消耗送烈咬陆鲨碎片,10025,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;22231=20},,,
10374,消耗送烈咬陆鲨碎片,10025,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
10375,消耗送烈咬陆鲨碎片,10025,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;22231=30},,,
10376,消耗送烈咬陆鲨碎片,10025,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
10377,消耗送烈咬陆鲨碎片,10025,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;22231=40},,,
10378,消耗送烈咬陆鲨碎片,10025,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
10379,消耗送烈咬陆鲨碎片,10025,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;22231=50},,,
,,,,,,,,,,
10380,消耗送牙牙碎片,10026,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
10381,消耗送牙牙碎片,10026,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;23001=10},,,
10382,消耗送牙牙碎片,10026,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
10383,消耗送牙牙碎片,10026,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;23001=20},,,
10384,消耗送牙牙碎片,10026,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
