变量名,describes,quality,describeStage,triggerTimes,triggerCondition,keyWords,aidID
12618,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#320%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对3名友方添加【神速】2回合（优先飞行系）（触发后冷却3回合）;【神速】额外提升10%闪避;闪避成功时恢复10%生命上限的生命,8,闪避成功时恢复10%生命上限的生命,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【神速】>,1261
12619,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#320%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对3名友方添加【神速】2回合（优先飞行系）（触发后冷却3回合）;【神速】额外提升10%闪避;闪避成功时恢复10%生命上限的生命；神速效果额外获得5%伤害加成,9,神速效果额外获得5%伤害加成,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【神速】>,1261
12620,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#360%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对3名友方添加【神速】2回合（优先飞行系）（触发后冷却3回合）;【神速】额外提升10%闪避;闪避成功时恢复10%生命上限的生命；神速效果额外获得5%伤害加成,10,系数提升至360%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【神速】>,1261
12621,#L10#助战技能效果：#L0#对敌方列排造成#C0x3D8A99#360%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对3名友方添加【神速】2回合（优先飞行系）（触发后冷却3回合）;【神速】额外提升10%闪避;闪避成功时恢复10%生命上限的生命；神速效果额外获得10%伤害加成,11,神速效果额外获得10%伤害加成,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【神速】>,1261
12711,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对随机3个敌方添加【圣火灼烧】2回合（触发后冷却3回合）,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12712,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对随机3个敌方添加【圣火灼烧】2回合（触发后冷却3回合）,2,系数提升至150%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12713,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】2回合（触发后冷却3回合）,3,对敌方全体添加【圣火灼烧】2回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12714,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】2回合（触发后冷却3回合）,4,系数提升至180%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12715,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合（触发后冷却3回合）,5,【圣火灼烧】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12716,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合（触发后冷却3回合）,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12717,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合；【圣火灼烧】触发时为生命比例最低的友方恢复50%伤害量的生命（触发后冷却3回合）,7,【圣火灼烧】触发时为生命比例最低的友方恢复50%伤害量的生命,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12718,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合；【圣火灼烧】触发时为生命比例最低的友方恢复100%伤害量的生命（触发后冷却3回合）,8,【圣火灼烧】触发时为生命比例最低的友方恢复100%伤害量的生命,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12719,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合；【圣火灼烧】触发时为生命比例最低的友方恢复100%伤害量的生命（触发后冷却3回合）；【圣火灼烧】伤害提升10%,9,【圣火灼烧】伤害提升10%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12720,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#210%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合；【圣火灼烧】触发时为生命比例最低的友方恢复100%伤害量的生命（触发后冷却3回合）；【圣火灼烧】伤害提升10%,10,系数提升至210%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
12721,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#210%物攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对敌方全体添加【圣火灼烧】3回合；【圣火灼烧】触发时为生命比例最低的友方恢复100%伤害量的生命（触发后冷却3回合）；【圣火灼烧】伤害提升20%,11,【圣火灼烧】伤害提升20%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#火系精灵释放必杀技时触发,<【圣火灼烧】>,1271
13141,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#40%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】>,1314
13142,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#80%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】1回合,2,伤害系数提升至80%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】>,1314
13143,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#80%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合,3,【污泥鱼雷】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】>,1314
13144,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合,4,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】>,1314
13145,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合，并为1名敌方添加1枚【污泥炸弹Ⅱ】,5,为1名敌方添加1枚【污泥炸弹Ⅱ】,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】;【污泥炸弹Ⅱ】>,1314
13146,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合，并为1名敌方添加1枚【污泥炸弹Ⅱ】,6,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】;【污泥炸弹Ⅱ】>,1314
13147,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合，并为1名敌方添加1枚【污泥炸弹Ⅱ】；同时令目标命中率降低5%1回合,7,同时令目标命中率降低5%1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】;【污泥炸弹Ⅱ】>,1314
13148,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#200%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合，并为1名敌方添加1枚【污泥炸弹Ⅱ】；同时令目标命中率降低5%1回合,8,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】;【污泥炸弹Ⅱ】>,1314
13149,#L10#助战技能效果：#L0#对敌方全体造成#C0xE69900#200%物攻#C0x5B545B#+$(skillLevel*4*48*2)$的#C0xF13B54#物理伤害#C0x5B545B#，为2名敌方添加【污泥鱼雷】2回合，并为1名敌方添加1枚【污泥炸弹Ⅱ】；同时令目标命中率降低10%1回合,9,同时令目标命中率降低10%1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水/地系精灵释放必杀技时触发,<【污泥鱼雷】;【污泥炸弹Ⅱ】>,1314
13911,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，5%概率【魅惑】1个敌人1回合,,对敌方后排造成80%特攻加成的特殊伤害，5%概率【魅惑】1个敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13912,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，5%概率【魅惑】1个敌人1回合,2,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13913,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】1个敌人1回合,3,10%概率【魅惑】1个敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13914,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】1个敌人1回合,4,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13915,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】2个敌人1回合,5,10%概率【魅惑】2个敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13916,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】2个敌人1回合,6,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13917,"#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】2个敌人1回合,被【魅惑】目标攻击队友时提升10%伤害",7,被【魅惑】目标攻击队友时提升10%伤害,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13918,"#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】2个敌人1回合,被【魅惑】目标攻击队友时提升10%伤害",8,伤害系数提升至240%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13919,"#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】2个敌人1回合,被【魅惑】目标攻击队友时提升15%伤害",9,被【魅惑】目标攻击队友时提升15%伤害,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1391
13961,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】1个敌人1回合,,对敌方后排造成80%特攻加成的特殊伤害，10%概率【魅惑】1个敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13962,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，10%概率【魅惑】1个敌人1回合,2,伤害系数提升至120%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13963,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】1个敌人1回合,3,15%概率【魅惑】1个敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13964,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】1个敌人1回合,4,伤害系数提升至160%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13965,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】2个敌人1回合,5,15%概率【魅惑】2个敌人1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13966,#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】2个敌人1回合,6,伤害系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13967,"#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#200%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】2个敌人1回合,被【魅惑】目标攻击队友时提升10%伤害",7,被【魅惑】目标攻击队友时提升10%伤害,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13968,"#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】2个敌人1回合,被【魅惑】目标攻击队友时提升10%伤害",8,伤害系数提升至240%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
13969,"#L10#助战技能效果：#L0#对敌方后排造成#C0x3D8A99#240%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，15%概率【魅惑】2个敌人1回合,被【魅惑】目标攻击队友时提升15%伤害",9,被【魅惑】目标攻击队友时提升15%伤害,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#超/妖系必杀技时触发,<【魅惑】>,1396
21081,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对1名敌方放置【助·寒冰陷阱】1回合,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放冰系必杀技时触发,<【助·寒冰陷阱】;【冰冻Ⅰ】>,1081
21082,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#260%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，并对1名敌方放置【助·寒冰陷阱】1回合,2,伤害系数提升至260%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放冰系必杀技时触发,<【助·寒冰陷阱】;【冰冻Ⅰ】>,1081
