变量名,name,desc,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
默认值,"""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任务描述,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
435,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<70;74>,{gold=52500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<3;11;16>,50,3,{3=3},50
436,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<75;79>,{gold=23000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<7;13;5>,50,1,{6=1},50
437,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<75;79>,{gold=23000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<1;11;15>,50,2,{9=1},50
438,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<75;79>,{gold=23000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<5;7;17>,50,3,{2=1},50
439,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<75;79>,{gold=28750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<3;8;18>,50,1,{6=1},50
440,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<75;79>,{gold=28750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<10;13;17>,50,2,{9=1},50
441,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<75;79>,{gold=28750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<10;17;5>,50,3,{2=1},50
442,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<75;79>,{gold=34500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<13;17;5>,50,1,{6=2},50
443,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<75;79>,{gold=34500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<2;8;16>,50,2,{9=2},50
444,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<75;79>,{gold=34500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<2;11;17>,50,3,{3=2},50
445,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<75;79>,{gold=46000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<4;10;15>,50,1,{6=2},50
446,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<75;79>,{gold=46000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<13;5;11>,50,2,{9=2},50
447,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<75;79>,{gold=46000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<17;5;14>,50,3,{3=2},50
448,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<75;79>,{gold=57500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<17;11;6>,50,1,{6=3},50
449,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<75;79>,{gold=57500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<1;11;17>,50,2,{9=3},50
450,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<75;79>,{gold=57500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<6;11;16>,50,3,{3=3},50
451,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<80;84>,{gold=25000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<5;11;14>,45,1,{7=1},55
452,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<80;84>,{gold=25000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<5;14;12>,45,2,{10=1},55
453,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<80;84>,{gold=25000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<11;6;12>,45,3,{2=1},55
454,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<80;84>,{gold=31250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<5;7;13>,45,1,{7=1},55
455,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<80;84>,{gold=31250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<2;8;13>,45,2,{10=1},55
456,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<80;84>,{gold=31250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<11;12;16>,45,3,{2=1},55
457,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<80;84>,{gold=37500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<14;12;18>,45,1,{7=2},55
458,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<80;84>,{gold=37500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<14;16;18>,45,2,{10=2},55
459,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<80;84>,{gold=37500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<2;8;15>,45,3,{3=2},55
460,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<80;84>,{gold=50000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<6;12;16>,45,1,{7=2},55
461,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<80;84>,{gold=50000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<6;16;18>,45,2,{10=2},55
462,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<80;84>,{gold=50000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<12;16;18>,45,3,{3=2},55
463,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<80;84>,{gold=62500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<3;11;16>,45,1,{7=3},55
464,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<80;84>,{gold=62500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<7;13;5>,45,2,{10=3},55
465,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<80;84>,{gold=62500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<1;11;15>,45,3,{3=3},55
466,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<85;89>,{gold=27000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<5;7;17>,45,1,{7=1},55
467,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<85;89>,{gold=27000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<3;8;18>,45,2,{10=1},55
468,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<85;89>,{gold=27000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<10;13;17>,45,3,{2=1},55
469,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<85;89>,{gold=33750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<10;17;5>,45,1,{7=1},55
470,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<85;89>,{gold=33750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<13;17;5>,45,2,{10=1},55
471,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<85;89>,{gold=33750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<2;8;16>,45,3,{2=1},55
472,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<85;89>,{gold=40500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<2;11;17>,45,1,{7=2},55
473,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<85;89>,{gold=40500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<4;10;15>,45,2,{10=2},55
474,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<85;89>,{gold=40500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<13;5;11>,45,3,{3=2},55
475,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<85;89>,{gold=54000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<17;5;14>,45,1,{7=2},55
476,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<85;89>,{gold=54000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<17;11;6>,45,2,{10=2},55
477,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<85;89>,{gold=54000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<1;11;17>,45,3,{3=2},55
478,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<85;89>,{gold=67500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<6;11;16>,45,1,{7=3},55
479,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<85;89>,{gold=67500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<5;11;14>,45,2,{10=3},55
480,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<85;89>,{gold=67500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<5;14;12>,45,3,{3=3},55
481,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<90;94>,{gold=29000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<11;6;12>,45,1,{8=1},55
482,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<90;94>,{gold=29000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<5;7;13>,45,2,{11=1},55
483,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<90;94>,{gold=29000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<2;8;13>,45,3,{2=1},55
484,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<90;94>,{gold=36250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<11;12;16>,45,1,{8=1},55
485,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<90;94>,{gold=36250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<14;12;18>,45,2,{11=1},55
486,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<90;94>,{gold=36250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<14;16;18>,45,3,{2=1},55
487,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<90;94>,{gold=43500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<2;8;15>,45,1,{8=2},55
488,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<90;94>,{gold=43500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<6;12;16>,45,2,{11=2},55
489,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<90;94>,{gold=43500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<6;16;18>,45,3,{3=2},55
490,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<90;94>,{gold=58000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<12;16;18>,45,1,{8=2},55
491,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<90;94>,{gold=58000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<3;11;16>,45,2,{11=2},55
492,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<90;94>,{gold=58000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<7;13;5>,45,3,{3=2},55
493,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<90;94>,{gold=72500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<1;11;15>,45,1,{8=3},55
494,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<90;94>,{gold=72500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<5;7;17>,45,2,{11=3},55
495,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<90;94>,{gold=72500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<3;8;18>,45,3,{3=3},55
496,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<95;99>,{gold=31000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<10;13;17>,45,1,{8=1},55
497,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<95;99>,{gold=31000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<10;17;5>,45,2,{11=1},55
498,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<95;99>,{gold=31000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<13;17;5>,45,3,{2=1},55
499,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<95;99>,{gold=38750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<2;8;16>,45,1,{8=1},55
500,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<95;99>,{gold=38750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<2;11;17>,45,2,{11=1},55
501,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<95;99>,{gold=38750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<4;10;15>,45,3,{2=1},55
502,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<95;99>,{gold=46500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<13;5;11>,45,1,{8=2},55
503,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<95;99>,{gold=46500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<17;5;14>,45,2,{11=2},55
504,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<95;99>,{gold=46500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<17;11;6>,45,3,{3=2},55
505,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<95;99>,{gold=62000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<1;11;17>,45,1,{8=2},55
506,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<95;99>,{gold=62000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<6;11;16>,45,2,{11=2},55
507,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<95;99>,{gold=62000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<5;11;14>,45,3,{3=2},55
508,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<95;99>,{gold=77500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<5;14;12>,45,1,{8=3},55
509,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<95;99>,{gold=77500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<11;6;12>,45,2,{11=3},55
510,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<95;99>,{gold=77500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<5;7;13>,45,3,{3=3},55
511,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<100;104>,{gold=33000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<2;8;13>,40,1,{9=1},60
512,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<100;104>,{gold=33000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<11;12;16>,40,2,{12=1},60
513,Waste sorting,Let's sort the waste in order to protect our environment.,1,100,60,<100;104>,{gold=33000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<14;12;18>,40,3,{2=1},60
514,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,100,120,<100;104>,{gold=41250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<14;16;18>,40,1,{9=1},60
515,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,100,120,<100;104>,{gold=41250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<2;8;15>,40,2,{12=1},60
516,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,100,120,<100;104>,{gold=41250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<6;12;16>,40,3,{2=1},60
517,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,100,180,<100;104>,{gold=49500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<6;16;18>,40,1,{9=2},60
518,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,100,180,<100;104>,{gold=49500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<12;16;18>,40,2,{12=2},60
519,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,100,180,<100;104>,{gold=49500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<3;11;16>,40,3,{3=2},60
520,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,100,240,<100;104>,{gold=66000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<7;13;5>,40,1,{9=2},60
521,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,100,240,<100;104>,{gold=66000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<1;11;15>,40,2,{12=2},60
522,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,100,240,<100;104>,{gold=66000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<5;7;17>,40,3,{3=2},60
523,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,100,300,<100;104>,{gold=82500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<3;8;18>,40,1,{9=3},60
524,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,100,300,<100;104>,{gold=82500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<10;13;17>,40,2,{12=3},60
525,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,100,300,<100;104>,{gold=82500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<10;17;5>,40,3,{3=3},60
526,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,100,60,<105;109>,{gold=35000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<13;17;5>,40,1,{9=1},60
527,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,100,60,<105;109>,{gold=35000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<2;8;16>,40,2,{13=1},60
