变量名,name,easyEffectFunc,time,immuneType,overlayLimit,overlayType,combineArgs,groupPower,skillTimePos,equipBond,isShow,group,immuneBuff,dispelBuff,dispelType,specialVal,triggerBehaviors,specialEffect,specialTarget,triggerPriority
1000711,Trick,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=1000712;prob=1;value=0;holder={process=field;input=all|nodead};caster=2}>>;triggerPoint=5;effectFuncs=<castBuff>}},,,
1000712,Trick,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1000713;value=target:attack();holder=1;caster=1}>;<{prob=1;cfgId=1000714;value=target:hpMax();holder=1;caster=2}>;<{prob=1;cfgId=1000715;value=target:getBuff(1000714):getValue()-target:getBuff(1000713):getValue();holder=1;caster=1}>;<{prob=1;cfgId=1000716;value=target:getBuff(1000713):getValue()-target:getBuff(1000714):getValue();holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}},,,
1000713,Trick,,,,1,1,,,,,,,,,,,,,,
1000714,Trick,,,,1,1,,,,,,,,,,,,,,
1000715,Trick,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
1000716,Trick,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
1000811,Fade,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=1000812;prob=1;value=0;holder={process=field|left(1);input=selfForce|nodead};caster=2}>;<{cfgId=1000812;prob=1;value=0;holder={process=field|left(1);input=enemyForce|nodead};caster=2}>>;triggerPoint=5;effectFuncs=<castBuff;castBuff>}},,,
1000812,Fade,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1000911,Last Wish,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1000912;value=0;holder=3;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1000912,Last Wish,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1000913;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1000913,Last Wish,,,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<{caster=1;value=5;holder={process=field;input=selfForce|nodead};cfgId=1000914}>;<{caster=1;value=5;holder={process=field;input=selfForce|nodead};cfgId=1000915}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff;castBuff>}},,,
1000914,Last Wish,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
1000915,Last Wish,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
1001011,Iron Guard,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1001012;value=0;holder=3;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1001012,Iron Guard,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1001013;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1001013,Iron Guard,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{cfgId=1001014;prob=1;value=0;holder={process=field|right(1);input=selfForce|nodead};caster=2}>>;triggerPoint=20;effectFuncs=<castBuff>}},,,
1001111,Craving,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1001112;value=0;holder=3;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1001112,Craving,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1001113;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1001113,Craving,,,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<{caster=1;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=1001114}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
1001114,Craving,changeAttackTarget,,,1,,,,,,TRUE,<148;34;35>,,,,<40>,{0={triggerPoint=1};1={triggerPoint=32;delSelfWhenTriggered=1}},{0=1017},{process=field|excludeID(list(csvSelf:id()))|random(1);input=selfForce|nodead},
1001211,Chill,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1001212;value=0;holder=3;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1001212,Chill,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1001213;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1001213,Chill,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=100064;value=0;holder=9;caster=1}>>;triggerPoint=32;effectFuncs=<castBuff>}},,,
1001311,Current,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1001312;value=0;holder=3;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1001312,Current,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1001313;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1001313,Current,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=300001;value=0;holder=1;caster=1}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1100100,Lugia,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1100101}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder={process=field|random(1);input=selfForce|nodead};cfgId=1100105}>>;onSomeFlag=<target:inField()>;triggerPoint=7;effectFuncs=<castBuff>}},,,
1100101,Lugia,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1100102;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1100102,Lugia,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=1100103;value=self:star()*5;holder=1;caster=2}>;<{ignoreAura=1;cfgId=1100104;value=self:star()*5;holder=1;caster=2}>;<{caster=2;value=<2>;holder=2;cfgId=100040}>>;delSelfWhenTriggered=1;triggerPoint=22;effectFuncs=<castBuff;castBuff;castBuff>}},,,
1100103,Lugia,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
1100104,Lugia,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
1100105,Lugia,backToHand,,,1,1,,,,,,,,,,,,,,
1100200,Hoppa Unbound,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<2>;<{caster=2;value=0;holder={process=field|buffDifferExclude('group',{144})|random(1);input=enemyForce|nodead};cfgId=1100201}>;<{caster=2;value=0;holder={process=field|buffDiffer('group',{144})|random(csvSelf:star());input=selfForce|nodead};cfgId=1100202}>>;onSomeFlag=<target:inField()>;triggerPoint=10;effectFuncs=<playEffect;castBuff;castBuff>}}",,,
1100201,Hoppa Unbound,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1100202,Hoppa Unbound,,,,1,1,,,,,,,,<144>,<2;1>,,,,,
1100300,Jirachi,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1100301}>;<{caster=2;value=0;holder=1;cfgId=1100302}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
1100301,Jirachi,shieldEX,99,,1,1,TRUE,,,,TRUE,<132;34;36>,,,,,,{0=1016},,
1100302,Jirachi,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1100304;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1100304,Jirachi,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=1100305;value=self:star()*(target:hasBuffGroup(144) and 14 or 7);holder=5;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
1100305,Jirachi,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
1100306,Jirachi,,,,1,1,,,,,,,,<1100304>,,,,,,
1100400,Mewtwo,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1100401}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder={process=field|buffDiffer('group',{144})|random(1);input=all|nodead};cfgId=1100406}>>;triggerPoint=10;effectFuncs=<castBuff>}}",,,
1100401,Mewtwo,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1100403;value=0;holder=18;prob=1}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1100403,Mewtwo,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=1100404;value=math.floor(self:star()*target:attack()*0.5);holder=2;caster=2}>;<{ignoreAura=1;cfgId=1100405;prob=target:hasBuffGroup(144) and 1 or 0;value=math.floor(self:star()*target:hpMax()*0.5);holder=2;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff;castBuff>}},,,
1100404,Mewtwo,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
1100405,Mewtwo,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
1100406,Mewtwo,destroy,,,1,1,TRUE,,,,,<135>,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=<3>;holder=2;cfgId=100040}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1100407,Mewtwo,,,,1,1,,,,,,,,<1100403>,,,,,,
1100500,Mew,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<2>;<{cfgId=1100501;prob=moreE(target:star(),1) and 1 or 0;value=<14002;target:star();0;<1100502>>;holder=1;caster=2}>;<{cfgId=1100501;prob=moreE(target:star(),2) and 1 or 0;value=<14002;target:star();0;<1100502>>;holder=1;caster=2}>;<{cfgId=1100501;prob=moreE(target:star(),4) and 1 or 0;value=<14002;target:star();0;<1100502>>;holder=1;caster=2}>;<{cfgId=1100501;prob=moreE(target:star(),4) and 1 or 0;value=<14002;target:star();0;<1100502>>;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=10;effectFuncs=<playEffect;castBuff;castBuff;castBuff;castBuff>}}",,,
1100501,Mew,summon,,,1,1,,,,,,<112>,,,,,,,{process=field|random(1);input=all|nodead},
1100502,Mew,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1100600,Abra,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=2;value=<11006;target:star();0;<1100602;1100603>>;holder=1;cfgId=1100601}>>;onSomeFlag=<target:inField()>;triggerPoint=12;effectFuncs=<playEffect;castBuff>}},,,
1100601,Abra,summon,,,1,1,,,,,,<112>,,,,,,,,
1100602,Abra,protector,,,1,1,,,,,TRUE,<123;34;36>,,,,,,{0=1002},,
1100603,Abra,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1100700,Wynaut,,99,,1,1,,,,,,<145>,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=100050}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=1;cfgId=100050}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>};3={funcArgs=<<{caster=2;value=math.floor(target2:attack()*self:star()*0.5);holder=8;cfgId=1100701}>;<{caster=2;value=0;holder=1;cfgId=100051}>>;onSomeFlag=<target:hasBuff(100050)>;triggerPoint=212;effectFuncs=<castBuff;castBuff>}},,,
1100701,Wynaut,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
1100800,Cresselia,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1100801}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1100801,Cresselia,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1100802;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1100802,Cresselia,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=self:star()*(target:hasBuffGroup(144) and 6 or 3);holder=5;cfgId=1100803}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
1100803,Cresselia,heal,,,1,1,,,,,TRUE,<127>,,,,,,{0=1006},,
1100900,Gothita,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1100901}>;<{caster=2;value=0;holder=1;cfgId=1100903}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>};2={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1100903}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
1100901,Gothita,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1100902;value=0;holder=18;prob=(target2:team()==self:team()) and (not target2:hasBuff(1100900)) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1100902,Gothita,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=2;cfgId=1100904}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
1100903,Gothita,oneHitKill,99,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1100904,Gothita,,,,1,1,,,,,,,,<144>,<2;1>,,,,,
1101100,Starmie,,99,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<2>;<{prob=target2:isTrainer() and 0 or 1;cfgId=1101101;value=0;holder=10;caster=2}>;<{caster=2;value=1;holder={process=field|random(csvSelectObj:star());input=enemyForce|nodead};cfgId=1101102}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<playEffect;castBuff;castBuff>}},,,
1101101,Starmie,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1101102,Starmie,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
1101300,Gallade,,99,,1,,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1101301}>;<{caster=2;value=0;holder=1;cfgId=1101305}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
1101301,Gallade,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{prob=trigger.target:hasBuffGroup(144) and 1 or 0;cfgId=1101302;value=math.floor(target:star()*trigger.target:attack()*0.5);holder=1;caster=1}>;<{caster=1;value=target:attack();holder=9;cfgId=1101303}>>;onSomeFlag=<target:inField()>;triggerPoint=31;effectFuncs=<playEffect;castBuff;castBuff>}},,,
1101302,Gallade,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
1101303,Gallade,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=target:getBuff(1101303):getValue();holder=13;cfgId=1101304}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1101304,Gallade,broken,,,99,2,TRUE,,,,,<121>,,,,,,,,
1101305,Gallade,quickStrike,99,,1,1,TRUE,,,,,<129;34;36>,,,,<beAttacked:hasBuffGroup(144)>,,,,
1101400,Necrozma,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1101401}>;<{caster=2;value=0;holder=1;cfgId=1101402}>;<{caster=2;value=0;holder=1;cfgId=1101403}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>}},,,
1101401,Necrozma,changeAttackTarget,99,,1,1,TRUE,,,,,<122>,,,,<30>,,,"{process=field|buffDiffer('group',{144})|random(1);input=enemyForce|nodead}",
1101402,Necrozma,penetrate,99,,1,1,TRUE,,,,,<117>,,,,,,,,
1101403,Necrozma,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=1;value=math.floor(target:star()*trigger.target:hpMax()*0.5);holder=1;cfgId=1101404}>;<{caster=1;value=math.floor(target:star()*trigger.target:attack()*0.5);holder=1;cfgId=1101405}>>;onSomeFlag=<target:inField() and trigger.target:hasBuffGroup(144)>;triggerPoint=31;effectFuncs=<playEffect;castBuff;castBuff>}},,,
1101404,Necrozma,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
1101405,Necrozma,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
1101500,Exeggcute,,99,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<2>;<{caster=2;value=<randomChoose(c.allCards());target:star();0;<1101502>>;holder=1;cfgId=1101501}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<playEffect;castBuff>}},,,
1101501,Exeggcute,summon,,,1,1,,,,,,<112>,,,,,,,,
1101502,Exeggcute,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1101600,Slowpoke,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<2>;<{caster=2;value=<<>>;holder=2;cfgId=1101601}>;<{caster=2;value=trigger.damage;holder=2;cfgId=1101602}>>;onSomeFlag=<target:inField() and lessE(target:broken(),0)>;triggerPoint=35;effectFuncs=<playEffect;castBuff;castBuff>};2={funcArgs=<<{caster=2;value=9999;holder=2;cfgId=1101603}>>;onSomeFlag=<target:inField()>;triggerPoint=10;effectFuncs=<castBuff>}}",,,
1101601,Slowpoke,immuneDamage,,,1,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=99;delSelfWhenTriggered=1}},,,
1101602,Slowpoke,broken,,,1,1,TRUE,,,,,<121>,,,,,,,,
1101603,Slowpoke,removeBroken,,,,,,,,,,,,,,,,,,
1400100,Hoppa Confined,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1400101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1400101,Hoppa Confined,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1400102;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1400102,Hoppa Confined,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=2;value=<14002;self:star();0;<>>;holder={process=field|random(1);input=enemyForce|nodead};cfgId=1400103}>>;onSomeFlag=<target:inField()>;triggerPoint=10;effectFuncs=<playEffect;castBuff>}},,,
1400103,Hoppa Confined,summon,,,1,1,,,,,,<112>,,,,,,,,
1400200,Mischief Shadow,,99,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1400201}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<2>;<{caster=1;value=self:star()*7;holder={process=field|random(6);input=selfForce|nodead};cfgId=1400202}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<playEffect;castBuff>}},,,
1400201,Mischief Shadow,oneHitKill,99,,1,1,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
1400202,Mischief Shadow,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
1400300,Lunala,,99,,1,1,,,,,,<114>,,,,,"{1={funcArgs=<<2>;<{caster=2;value=0;holder={process=field|buffDifferExclude('id',{1400300})|attrDiffer(""natureType"", {14})|random(csvSelectObj:star());input=selfForce|nodead};cfgId=1400304}>>;onSomeFlag=<target:inField()>;triggerPoint=205;effectFuncs=<playEffect;castBuff>};2={funcArgs=<<2>;<{caster=2;value=0;holder={process=field|buffDifferExclude('id',{1400300})|attrDiffer(""natureType"", {14})|random(csvSelectObj:star());input=selfForce|nodead};cfgId=1400304}>>;onSomeFlag=<target:inField()>;triggerPoint=13;effectFuncs=<playEffect;castBuff>};3={funcArgs=<<2>;<{caster=2;value=<14003;self:star();0;<>>;holder=1;cfgId=1400302}>>;onSomeFlag=<target:inField() and more(countObj(""group"",self:team(),list(124)),0)>;triggerPoint=204;effectFuncs=<playEffect;castBuff>}}",,,
1400301,Lunala,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
1400302,Lunala,summon,,,1,1,,,,,,<112>,,,,,,,,
1400303,Lunala,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
1400304,Lunala,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1400301}>;<{caster=2;value=self:star()*3;holder=1;cfgId=1400303}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
1400400,Misdreavus,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1400401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1400401,Misdreavus,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1400402;value=0;holder=18;prob=(target2:team()~=self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1400402,Misdreavus,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=1400403;value=<2;1>;holder=13;caster=2}>>;onSomeFlag=<target:unitID()~=14003>;triggerPoint=4;effectFuncs=<castBuff>}},,,
1400403,Misdreavus,stun,,,1,1,TRUE,,,,TRUE,<119;34;35>,,,,,,{0=1003},,
1400500,Duskull,,99,,1,1,,,,,,<114>,,,,,"{1={funcArgs=<<{caster=2;value=0;holder=2;cfgId=1400501}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder={process=field|attrFilter(""attack"",""less"",(1+csvSelf:getBuffOverlayCount(1400503))*5*csvSelf:star())|random(csvSelf:star());input=enemyForce|nodead};cfgId=1400504}>>;triggerPoint=204;effectFuncs=<castBuff>}}",,,
1400501,Duskull,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1400502;value=0;holder=18;prob=(target2:team()~=self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1400502,Duskull,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=1400503;value=0;holder=2;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
1400503,Duskull,,,,99,2,,,,,,,,,,,,,,
1400504,Duskull,destroy,,,1,1,TRUE,,,,,<135>,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=<2>;holder=2;cfgId=100040}>;<{caster=2;value=<3>;holder=1;cfgId=100040}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
1400600,Litwick,,99,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<{caster=2;value=0;holder={process=field;input=enemyForce|nodead};cfgId=1400601}>>;triggerPoint=204;effectFuncs=<castBuff>}},,,
1400601,Litwick,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=-self:star()*4;holder=1;cfgId=1400602}>;<{caster=2;value=-self:star()*4;holder=1;cfgId=1400603}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
1400602,Litwick,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
1400603,Litwick,hpMax,,,99,2,TRUE,,,,,<24;27>,,,,,,,,
1400700,Gastly,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1400701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1400701,Gastly,auraEffect,99,,1,1,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=1400702;value=self:star();holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
1400702,Gastly,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<2>;<{caster=1;value=0;holder=9;cfgId=1400703}>;<{caster=1;value=0;holder=9;cfgId=1400706}>>;onSomeFlag=<target:inField() and target:hasBuffGroup(124)>;triggerPoint=31;effectFuncs=<playEffect;castBuff;castBuff>}},,,
1400703,Gastly,,,,1,1,,,,,,<31>,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=1400704;prob=1;value=min(target:attack(),self:getBuff(1400702):getValue()*3);holder=2;caster=2}>;<{ignoreAura=1;cfgId=1400705;prob=1;value=self:star()*(self:getBuff(1400702):getValue()*3)*-1;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
1400704,Gastly,attack,,,99,2,TRUE,,,,,<31;21>,,,,,,,,
1400705,Gastly,attack,,,99,2,TRUE,,,,,<31;25>,,,,,,,,
1400706,Gastly,,,,1,1,,,,,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=1400708;value=min(target:hp(),self:getBuff(1400702):getValue()*3);holder=2;caster=2}>;<{ignoreAura=1;cfgId=1400707;value=-self:getBuff(1400702):getValue()*3;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
1400707,Gastly,hpMax,,,99,2,TRUE,,,,,<24;27>,,,,,,,,
1400708,Gastly,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
1400800,Mimikyu,,99,,1,1,,,,,,,,,,,{1={funcArgs=<<{prob=1;cfgId=1400801;value=0;holder=1;caster=2}>>;triggerPoint=5;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=1;cfgId=1400803}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
1400801,Mimikyu,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
1400802,Mimikyu,divineShield,,,1,,TRUE,,,,TRUE,<126;34;36>,,,,,,{0=1005},,
1400803,Mimikyu,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<2>;<{caster=2;value=0;holder=1;cfgId=1400802}>>;onSomeFlag=<hasIntersection(trigger:group(),list(124)) and target:inField()>;triggerPoint=16;effectFuncs=<playEffect;castBuff>}}",,,
1400900,Shuppet,,99,,1,1,,,,,,,,,,,"{1={funcArgs=<<{prob=1;cfgId=1400901;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{prob=1;cfgId=1400901;value=0;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>};3={funcArgs=<<2>;<{caster=2;value=0;holder={process=field|random(csvSelf:star());input=enemyForce|nodead};cfgId=1400902}>>;onSomeFlag=<trigger.name==""stealth"" and target:inField() and (trigger.overType==2 or trigger.overType==0)>;triggerPoint=34;effectFuncs=<playEffect;castBuff>}}",,,
1400901,Shuppet,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
