变量名,layer,x,z1,flipX,z,y,anchorY,anchorX,scale,res,scene
410013,panelBg,-2274,,,,-1639,,,3,caodi/img_cd07.png,4
410014,panelBg,540,,,,1835,,,3,caodi/img_cd07.png,4
410015,panelBg,1819,,,,2503,,,3,caodi/img_cd07.png,4
410016,panelBg,-1254,,,,-2582,,,2.8,caodi/img_cd06.png,4
410017,panelBg,2812,,,,-2039,,,3.4,caodi/img_cd07.png,4
410018,panelBg,2219,,,,1091,,,2.4,caodi/img_cd06.png,4
410019,panelCenter,-1037,,,,1114,,,,img_lz01.png,4
410020,panelCenter,1031,,1,,1111,,,,img_lz01.png,4
410021,panelCenter,1154,,,,1309,,,0.9,img_shu04.png,4
410022,panelCenter,-600,,,,767,,,0.9,img_shu05.png,4
410023,panelCenter,-1715,,,,212,,,0.9,img_shu05.png,4
410024,panelCenter,-1835,,,,417,,,0.9,img_shu04.png,4
410025,panelCenter,-1983,,,,258,,,,img_lth1.png,4
410026,panelCenter,1423,,,,-122,,,,img_ltl1.png,4
410027,panelCenter,1486,,,,-190,,,,img_ltl1.png,4
410028,panelCenter,1867,,,,-536,,,,img_lth1.png,4
410029,panelCenter,1912,,,,-334,,,0.9,img_shu04.png,4
410030,panelCenter,814,,,,-802,,,,img_ltl1.png,4
410031,panelCenter,-735,,,,-802,,,,img_ltl1.png,4
410032,panelCenter,-1390,,,,-819,,,,img_lth1.png,4
410033,panelCenter,-1482,,,,-820,,,,img_lth1.png,4
410034,panelCenter,-2217,,,,-551,,,,img_lth1.png,4
410035,panelCenter,-1284,,,,-616,,,,img_qz1.png,4
410036,panelCenter,-838,,,,-1296,,,0.9,img_shu04.png,4
410037,panelCenter,-929,,,,-1489,,,,img_zt.png,4
410038,panelCenter,1235,,,,-1170,,,0.9,img_shu05.png,4
410039,panelCenter,-1037,,1,,-1124,,,,img_lz01.png,4
410040,panelCenter,1037,,,,-1131,,,,img_lz01.png,4
410041,panelCenter,-1534,,1,,774,,,0.6,img_rongyan.png,4
410042,panelCenter,2493,,,,155,,,0.9,img_shu05.png,4
410043,panelOuter,1768,,,,2033,,,1.6,img_shu06.png,4
410044,panelOuter,2013,,,,1942,,,1.2,img_shu04.png,4
410045,panelOuter,3992,,1,,525,,,0.8,img_st05.png,4
410046,panelOuter,3392,,1,,788,,,,img_rongyan.png,4
410047,panelOuter,-2200,,,,1904,,,1.5,img_rongyan.png,4
410048,panelOuter,10,,,,1797,,,1.1,img_ssq03.png,4
410049,panelOuter,2946,,,,-770,,,,img_skth1.png,4
410050,panelOuter,-2369,,,,1399,,,,img_shu05.png,4
410051,panelOuter,-2279,,,,1471,,,1.1,img_shu06.png,4
410052,panelOuter,433,,,,2509,,,1.6,img_rongyan.png,4
410053,panelOuter,-2825,,,,884,,,,img_sktl1.png,4
410054,panelOuter,-3813,,,0,-69,,,,img_shu06.png,4
410055,panelOuter,-1190,,,,-2363,,,,img_shu06.png,4
410056,panelOuter,-3119,,,,686,,,1.1,img_shu04.png,4
410057,panelOuter,-3082,,,,-417,,,1.1,img_shu04.png,4
410058,panelOuter,-2153,,,0,-2163,,,,img_shu05.png,4
410059,panelOuter,-4015,,,,-623,,,,img_shu06.png,4
410060,panelOuter,-2741,,,,534,,,,img_zt.png,4
410061,panelOuter,-2373,,,,-847,,,,img_zt.png,4
410062,panelOuter,-1463,,,,1824,,,,img_zt.png,4
410063,panelOuter,286,,,,1490,,,,img_zt.png,4
410064,panelOuter,1812,,,,1472,,,,img_zt.png,4
410065,panelOuter,23,,,,-1759,,,,img_gsp1.png,4
410066,panelOuter,2760,,,,525,,,,img_zt.png,4
410067,panelOuter,2427,,,,-834,,,,img_zt.png,4
410068,panelOuter,2843,,,,-392,,,,img_zt.png,4
410069,panelOuter,3468,,,,-749,,,,img_shu05.png,4
410070,panelOuter,3942,,,,-80,,,,img_shu05.png,4
410071,panelOuter,2615,,,,-973,,,,img_shu03.png,4
410072,panelOuter,1768,,,,-2243,,,1.1,img_shu03.png,4
410073,panelOuter,1855,,,,-1678,,,,img_shu04.png,4
410074,panelOuter,-3286,,,,1219,,,1.2,img_st06.png,4
410075,panelOuter,-3602,,,1,1162,,,,img_shu04.png,4
410076,panelOuter,-3761,,,0,1031,0,,,img_shu05.png,4
410077,panelOuter,-3675,,,,1320,,,,img_shu03.png,4
410078,panelOuter,-4064,,,,171,,,,img_shu04.png,4
410079,panelOuter,-3960,,,1,19,,,,img_shu04.png,4
410080,panelOuter,-4105,,,,-168,,,1.2,img_shu04.png,4
410081,panelOuter,-3914,,,,-1337,,,,img_st06.png,4
410082,panelOuter,-4021,,,,-1475,,,1.2,img_shu04.png,4
410083,panelOuter,-3677,,,,-1057,,,,img_shu04.png,4
410084,panelOuter,-3629,,,,-1344,,,0.9,img_shu05.png,4
410085,panelOuter,-3399,,,0,-1031,,,0.9,img_shu05.png,4
410086,panelOuter,-1834,,,1,-2358,,,,img_shu04.png,4
410087,panelOuter,-1914,,,0,-2431,,,0.8,img_shu05.png,4
410088,panelOuter,818,,,,-2169,,,0.8,img_shu06.png,4
410089,panelOuter,-1351,,,,-2099,,,1.1,img_shu04.png,4
410090,panelOuter,-1225,,,0,-2161,,,0.7,img_shu05.png,4
410091,panelOuter,-2713,,,,-1979,,,0.8,img_shu04.png,4
410092,panelOuter,-2002,,,,1869,,,0.9,img_shu04.png,4
410093,panelOuter,-3358,,,,1586,,,0.9,img_shu04.png,4
410094,panelOuter,-2216,,,0,-1533,,,0.8,img_shu06.png,4
410095,panelOuter,-2745,,,1,-1576,,,0.8,img_shu05.png,4
410096,panelOuter,2051,,,,-2155,,,1.4,img_rongyan.png,4
410097,panelOuter,2643,,,,-2380,,,0.9,img_shu04.png,4
410098,panelOuter,2822,,,0,-2479,,,0.7,img_shu06.png,4
410099,panelOuter,2730,,1,,-1716,,,0.5,img_rongyan.png,4
410100,panelOuter,3632,,,,-1503,,,,img_shu04.png,4
410101,panelOuter,3537,,1,0,-1642,,,0.9,img_shu05.png,4
410102,panelOuter,2787,,,,-1078,,,,img_shu04.png,4
410103,panelOuter,2319,,,,-1937,,,0.9,img_shu06.png,4
410104,panelOuter,3376,,,,-461,,,,img_shu04.png,4
410105,panelOuter,3306,,,,-688,,,0.9,img_shu06.png,4
410106,panelOuter,2848,,,,-500,,,0.9,img_shu05.png,4
410107,panelOuter,4028,,,,134,,,,img_shu04.png,4
410108,panelOuter,-2895,,1,0,-1612,,,0.8,img_rongyan.png,4
410109,panelOuter,-4091,,1,,770,,,1.4,img_rongyan.png,4
410110,panelOuter,2105,,1,,1785,,,,img_st05.png,4
410111,panelOuter,3607,,,,765,,,,img_shu04.png,4
410112,panelOuter,3483,,,,582,,,,img_shu06.png,4
410113,panelOuter,3615,,,,1296,,,,img_shu04.png,4
410114,panelOuter,2152,,,,1490,,,,img_shu04.png,4
410115,panelOuter,2305,,,,1632,,,,img_shu04.png,4
410116,panelOuter,2733,,,,1189,,,0.9,img_shu05.png,4
410117,panelOuter,2840,,,,767,,,,img_shu04.png,4
410118,panelOuter,1873,,,,2623,,,,img_shu04.png,4
410119,panelOuter,1428,,,,2128,,,,img_shu04.png,4
410120,panelOuter,2465,,,,1763,,,0.9,img_shu06.png,4
410121,panelOuter,17,,,,2520,,,,img_shu03.png,4
410122,panelOuter,-1932,,,,1729,,,,img_sktl1.png,4
410123,panelOuter,-2452,,,,1684,,,1.1,img_shu04.png,4
410124,panelOuter,-2365,,,,926,,,,img_lth1.png,4
410125,panelOuter,-1817,,,,1438,,,,img_ltl1.png,4
410126,panelOuter,-1903,,,,1365,,,,img_ltl1.png,4
410127,panelOuter,-2722,,,,-523,,,,img_ltl1.png,4
410128,panelOuter,-2654,,,,-609,,,,img_ltl1.png,4
410129,panelOuter,-1753,,,,-1445,,,,img_lth1.png,4
410130,panelOuter,-2,,,,-1212,,,,img_zt.png,4
410131,panelOuter,2225,,,,-1583,,,,img_skth1.png,4
410132,panelOuter,1446,,,,-1822,,,,img_ltl1.png,4
410133,panelOuter,1525,,,,-1771,,,,img_lth1.png,4
410134,panelOuter,2551,,,,761,,,,img_lth1.png,4
410135,panelOuter,2453,,,,829,,,,img_lth1.png,4
410136,panelOuter,1480,,,,1826,,,,img_ltl1.png,4
410137,panelOuter,3971,,,,-563,,,0.9,img_shu05.png,4
410138,panelOuter,3900,,,,-987,,,,img_shu04.png,4
410139,panelOuter,3041,,,,-1284,,,0.8,img_st05.png,4
410140,panelOuter,2753,,,,-1336,,,,img_shu04.png,4
410141,panelOuter,2817,,,,-1588,,,0.9,img_shu06.png,4
410142,panelOuter,2503,,,0,-1356,,,0.9,img_shu05.png,4
410143,panelOuter,3241,,,,-1444,,,,img_shu05.png,4
410144,panelOuter,4025,,,,-1215,,,0.9,img_shu06.png,4
410145,panelOuter,-2779,,,0,-1248,,,1.1,img_shu04.png,4
410146,panelOuter,-2698,,,0,-1074,,,1.1,img_shu04.png,4
410147,panelOuter,-2112,,,,-1425,,,,img_shu04.png,4
410148,panelOuter,-3844,,,,-1037,,,,img_shu03.png,4
410149,panelOuter,-2940,,,0,-1261,,,,img_shu03.png,4
410150,panelOuter,-2566,,,,1913,,,,waiwei/img_wwss18.png,4
410151,panelOuter,-3039,,,,-2105,,,,waiwei/img_wwss19.png,4
410152,panelOuter,3497,,,,-2094,,,1.1,waiwei/img_wwss16.png,4
410153,panelOuter,3018,,,,1765,,,,waiwei/img_wwss15.png,4
410154,panelOuter,195,,,,-2362,,,,waiwei/img_wwss17.png,4
410155,panelOuter,-1341,,,,1960,,,,img_shu06.png,4
510001,panelBg,-2889,,,,-2644,,,4,caodi/img_cd09.png,5
510002,panelBg,-3404,,,,-2047,,,,caodi/img_cd09.png,5
510003,panelBg,-3853,,,,1068,,,2.3,caodi/img_cd09.png,5
510004,panelBg,4181,,,,425,,,3.6,caodi/img_cd09.png,5
510005,panelBg,2659,,,,1287,,,,caodi/img_cd08.png,5
510006,panelBg,-1036,,,,1925,,,0.6,caodi/img_cd08.png,5
510007,panelCenter,-526,,,,551,,,1.3,img_xr.png,5
510008,panelCenter,227,,,,272,,,1.4,img_xr1.png,5
510009,panelCenter,1109,,,,181,,,1.4,img_xr2.png,5
510010,panelCenter,-393,,,,-1079,,,1.4,img_xr2.png,5
510011,panelCenter,-241,,1,,802,,,,img_qz2.png,5
510012,panelCenter,-419,,,,-313,,,,img_zt1.png,5
510013,panelCenter,419,,,,-313,,,,img_zt1.png,5
510014,panelCenter,1093,,,,-778,,,1.4,img_xr1.png,5
510015,panelCenter,-364,,,,-630,,,1.2,img_shu07.png,5
510016,panelCenter,-262,,,,-502,,,,img_shu07.png,5
510017,panelCenter,-235,,,,-623,,,0.9,img_shu08.png,5
510018,panelCenter,-1477,,,,-735,,,0.8,img_sg1.png,5
510019,panelCenter,221,,,,-1002,,,,img_shu07.png,5
510020,panelCenter,-2438,,,,-130,,,,img_lz05.png,5
510021,panelCenter,922,,,,651,,,,img_shu09.png,5
510022,panelCenter,-2141,,,,239,,,0.9,img_st09.png,5
510023,panelCenter,1100,,,,1103,,,,img_zt1.png,5
510024,panelCenter,2020,,,,133,,,,img_lz05.png,5
510025,panelCenter,2456,,,,177,,,1.5,img_st10.png,5
510026,panelOuter,-3379,,,,1944,,,,waiwei/img_wwss20.png,5
510027,panelOuter,-3737,,,,-2182,,,,waiwei/img_wwss33.png,5
510028,panelOuter,1440,,,,-2405,,,1.2,waiwei/img_wwss30.png,5
510029,panelOuter,-1311,,,,-2476,,,1.2,waiwei/img_wwss32.png,5
510030,panelOuter,-19,,,,-2436,,,1.3,waiwei/img_wwss31.png,5
510031,panelOuter,2838,,,,-2424,,,,waiwei/img_wwss29.png,5
510032,panelOuter,3764,,,,-2274,,,,waiwei/img_wwss28.png,5
510033,panelOuter,3894,,,,-1475,,,,waiwei/img_wwss27.png,5
510034,panelOuter,3861,,,,1264,,,,waiwei/img_wwss26.png,5
510035,panelOuter,3801,,,,2302,,,,waiwei/img_wwss25.png,5
510036,panelOuter,2672,,,,2259,,,,waiwei/img_wwss24.png,5
510037,panelOuter,1507,,,,2382,,,1.2,waiwei/img_wwss23.png,5
510038,panelOuter,-231,,,,2410,,,,waiwei/img_wwss22.png,5
510039,panelOuter,-1478,,,,2372,,,,waiwei/img_wwss21.png,5
510040,panelOuter,-3113,,,,1567,,,,img_shu07.png,5
510041,panelOuter,-3016,,,,1469,,,,img_shu07.png,5
510042,panelOuter,-3178,,,,1381,,,1.2,img_shu09.png,5
510043,panelOuter,-2898,,,,1366,,,1.2,img_shu08.png,5
510044,panelOuter,-3048,,,,1319,,,1.1,img_shu07.png,5
510045,panelOuter,-2622,,,,1753,,,1.2,img_shu08.png,5
510046,panelOuter,-2020,,,,2259,,,0.9,img_sg1.png,5
510047,panelOuter,-2331,,,,1890,,,,img_shu09.png,5
510048,panelOuter,-2194,,,,1862,,,,img_shu07.png,5
510049,panelOuter,-2507,,,,1571,,,,img_cc03.png,5
510050,panelOuter,-2399,,,,1961,,,,img_shu09.png,5
510051,panelOuter,-2435,,,,1781,,,0.9,img_shu08.png,5
510052,panelOuter,-2310,,,,1747,,,1.2,img_shu09.png,5
510053,panelOuter,-2547,,,,989,,,,img_shu07.png,5
510054,panelOuter,-2148,,,,1654,,,,img_shu07.png,5
510055,panelOuter,-3114,,,,612,,,,img_shu07.png,5
510056,panelOuter,-2827,,,,1225,,,0.8,img_shu08.png,5
510057,panelOuter,-2896,,,,874,,,,img_sktl2.png,5
510058,panelOuter,-2291,,,,1512,,,,img_shu09.png,5
510059,panelOuter,-2198,,,,1421,,,,img_shu09.png,5
510060,panelOuter,-2325,,,,1349,,,,img_shu09.png,5
510061,panelOuter,-2157,,,,1323,,,0.8,img_shu08.png,5
510062,panelOuter,-2243,,,,1244,,,,img_shu09.png,5
510063,panelOuter,-2571,,,,1379,,,,img_st07.png,5
510064,panelOuter,-2401,,,,1600,,,,img_xr2.png,5
510065,panelOuter,-1917,,,,1189,,,,img_lz06.png,5
510066,panelOuter,-1685,,,,1585,,,,img_sktl2.png,5
510067,panelOuter,-2806,,,,1624,,,,img_shu10.png,5
510068,panelOuter,-2533,,,,1268,,,,img_shu09.png,5
510069,panelOuter,-2394,,,,1211,,,,img_shu09.png,5
510070,panelOuter,-3058,,,,1771,,,0.8,img_sg1.png,5
510071,panelOuter,-3096,,,,1163,,,,img_shu08.png,5
510072,panelOuter,-2584,,,,1459,,,,img_xr1.png,5
510073,panelOuter,-2612,,1,,1575,,,,img_xr2.png,5
510074,panelOuter,-2056,,,,2076,,,1.5,img_st10.png,5
510075,panelOuter,-1837,,,,2317,,,,img_shu11.png,5
510076,panelOuter,-1887,,,,2147,,,,img_shu09.png,5
510077,panelOuter,-1785,,,,2150,,,0.8,img_shu08.png,5
510078,panelOuter,-1666,,,,2159,,,,img_shu07.png,5
510079,panelOuter,-1921,,,,2052,,,0.7,img_shu10.png,5
510080,panelOuter,-1705,,,,1840,,,1.1,img_shu09.png,5
510081,panelOuter,-873,,,,1767,,,,img_xr1.png,5
510082,panelOuter,-1203,,,,2289,,,,img_shu09.png,5
510083,panelOuter,-370,,,,2231,,,0.9,img_shu08.png,5
510084,panelOuter,-1387,,,,2076,,,,img_shu09.png,5
510085,panelOuter,-1247,,,,2019,,,,img_shu09.png,5
510086,panelOuter,-1341,,,,1928,,,,img_shu09.png,5
510087,panelOuter,-1161,,,,1917,,,0.8,img_shu08.png,5
510088,panelOuter,-1358,,,,1801,,,0.6,img_shu10.png,5
510089,panelOuter,-1174,,,,1777,,,,img_shu11.png,5
510090,panelOuter,-1525,,,,2250,,,0.8,img_ks1.png,5
510091,panelOuter,-1339,,,,1610,,,0.9,img_sg1.png,5
510092,panelOuter,-701,,,,2099,,,,img_st08.png,5
510093,panelOuter,-760,,,,1920,,,,img_shu07.png,5
510094,panelOuter,-589,,,,1957,,,,img_shu09.png,5
510095,panelOuter,-715,,,,1840,,,0.8,img_shu08.png,5
510096,panelOuter,-615,,,,1829,,,,img_shu07.png,5
510097,panelOuter,-1134,,,,2188,,,0.8,img_cc03.png,5
510098,panelOuter,-860,,,,2133,,,0.8,img_cc03.png,5
510099,panelOuter,2,,,,2364,,,,img_st09.png,5
510100,panelOuter,-234,,,,2125,,,,img_shu11.png,5
510101,panelOuter,321,,,,2266,,,,img_shu11.png,5
510102,panelOuter,473,,,,2140,,,0.8,img_shu10.png,5
510103,panelOuter,-4000,,,,580,,,,img_shu11.png,5
510104,panelOuter,-3896,,,,407,,,0.8,img_sg1.png,5
510105,panelOuter,-3489,,,,769,,,0.8,img_cc03.png,5
510106,panelOuter,-3361,,,,573,,,,img_shu07.png,5
510107,panelOuter,-3250,,,,507,,,,img_shu07.png,5
510108,panelOuter,-3308,,,,389,,,0.9,img_shu08.png,5
510109,panelOuter,-3107,,,,463,,,,img_shu09.png,5
510110,panelOuter,-3602,,,,274,,,,img_shu07.png,5
510111,panelOuter,-3550,,,,651,,,,img_st08.png,5
510112,panelOuter,-3878,,,,53,,,,img_shu09.png,5
510113,panelOuter,-2500,,,,-890,,,,img_shu09.png,5
510114,panelOuter,-3569,,,,-210,,,,img_shu09.png,5
510115,panelOuter,-3777,,,,-225,,,0.8,img_shu08.png,5
510116,panelOuter,-3633,,,,-312,,,0.8,img_shu08.png,5
510117,panelOuter,-3982,,,,-8,,,0.8,img_shu08.png,5
510118,panelOuter,-3869,,,,-283,,,,img_shu09.png,5
510119,panelOuter,-3729,,,,-459,,,,img_shu09.png,5
510120,panelOuter,-3523,,,,-374,,,,img_shu09.png,5
510121,panelOuter,-3558,,,,-534,,,,img_shu09.png,5
510122,panelOuter,-3604,,,,-598,,,0.8,img_shu10.png,5
510123,panelOuter,-3130,,,,-519,,,0.8,img_shu10.png,5
510124,panelOuter,-3874,,,,-1301,,,0.8,img_st09.png,5
510125,panelOuter,-3929,,,,-733,,,,waiwei/img_wwss34.png,5
510126,panelOuter,-3884,,,,-899,,,,img_shu11.png,5
510127,panelOuter,-3621,,,,-1115,,,,img_shu09.png,5
510128,panelOuter,-3500,,,,-1081,,,,img_shu09.png,5
510129,panelOuter,-3582,,,,-1198,,,0.8,img_shu08.png,5
510130,panelOuter,-3386,,,,-696,,,,img_ys1.png,5
510131,panelOuter,-3372,,,,-1448,,,,img_shu11.png,5
510132,panelOuter,-3184,,,,-1496,,,,img_shu09.png,5
510133,panelOuter,-3306,,,,-1086,,,0.7,img_sg1.png,5
510134,panelOuter,-3117,,,,-1626,,,0.8,img_shu08.png,5
510135,panelOuter,-2969,,,,-1669,,,0.8,img_shu10.png,5
510136,panelOuter,-3026,,,,-724,,,,img_st07.png,5
510137,panelOuter,-3093,,,,-860,,,,img_shu07.png,5
510138,panelOuter,-2879,,,,-859,,,,img_shu07.png,5
510139,panelOuter,-3007,,,,-966,,,,img_shu07.png,5
510140,panelOuter,-2896,,,,-945,,,0.8,img_shu08.png,5
510141,panelOuter,-2765,,,,-955,,,,img_shu07.png,5
510142,panelOuter,-3020,,,,-1097,,,,img_shu07.png,5
510143,panelOuter,-2842,,,,-1077,,,,img_shu07.png,5
510144,panelOuter,-3315,,,,-968,,,,img_shu07.png,5
510145,panelOuter,-3198,,,,-1030,,,,img_shu07.png,5
510146,panelOuter,-2631,,,,-658,,,1.4,img_xr1.png,5
510147,panelOuter,-2731,,,,-611,,,0.8,img_cc03.png,5
510148,panelOuter,-2918,,,,-1151,,,0.8,img_shu10.png,5
510149,panelOuter,-2621,,,,-1410,,,,img_shu11.png,5
510150,panelOuter,-2868,,,,-1783,,,0.9,img_sg1.png,5
510151,panelOuter,-2067,,,,-1447,,,,img_shu07.png,5
510152,panelOuter,-2061,,,,-1555,,,0.8,img_shu08.png,5
510153,panelOuter,-1955,,,,-1529,,,,img_shu09.png,5
510154,panelOuter,-1365,,,,-1653,,,,img_shu07.png,5
510155,panelOuter,-1298,,,0,-1899,,,,img_shu07.png,5
510156,panelOuter,-1159,,,0,-1575,,,,img_shu07.png,5
510157,panelOuter,-1220,,,,-1892,,,,img_gsp2.png,5
510158,panelOuter,-1588,,,,-2063,,,1.2,img_shu08.png,5
510159,panelOuter,-1503,,,,-2141,,,0.9,img_shu07.png,5
510160,panelOuter,-2603,,,,-1926,,,1.2,img_shu08.png,5
510161,panelOuter,-2447,,,,-1896,,,1.1,img_shu09.png,5
510162,panelOuter,-2328,,,,-1586,,,1.1,img_shu09.png,5
510163,panelOuter,-2000,,,,-1896,,,1.1,img_shu09.png,5
510164,panelOuter,-1928,,,,-2014,,,1.1,img_shu09.png,5
510165,panelOuter,-2086,,,,-1970,,,1.2,img_shu08.png,5
510166,panelOuter,-2373,,,,-1128,,,0.9,img_shu07.png,5
510167,panelOuter,-2268,,,,-1164,,,0.9,img_shu07.png,5
510168,panelOuter,-2354,,,,-1249,,,0.6,img_ks1.png,5
510169,panelOuter,-2157,,,,-1536,,,0.9,img_sg1.png,5
510170,panelOuter,-1687,,1,,-1420,,,1.4,img_xr.png,5
510171,panelOuter,-1662,,,,-1686,,,1.5,img_st10.png,5
510172,panelOuter,-713,,,,-1668,,,,img_zt1.png,5
510173,panelOuter,-857,,,,-2160,,,0.8,img_shu10.png,5
510174,panelOuter,-685,,,,-2254,,,0.8,img_shu10.png,5
510175,panelOuter,-2604,,,,-1172,,,0.9,img_shu07.png,5
510176,panelOuter,-2489,,,,-1145,,,1.2,img_shu08.png,5
510177,panelOuter,-2851,,,,-1494,,,0.7,img_cc03.png,5
510178,panelOuter,-475,,,,-1891,,,0.8,img_shu10.png,5
510179,panelOuter,-433,,,,-2019,,,1.1,img_shu09.png,5
510180,panelOuter,-285,,,,-1920,,,1.2,img_shu08.png,5
510181,panelOuter,-225,,,,-2088,,,,img_shu11.png,5
510182,panelOuter,-2049,,,,-2121,,,1.1,img_shu09.png,5
510183,panelOuter,-1802,,,,-2057,,,0.9,img_shu09.png,5
510184,panelOuter,-1760,,,,-1761,,,1.1,img_shu09.png,5
510185,panelOuter,1097,,,,2409,,,1.1,img_shu09.png,5
510186,panelOuter,727,,,,2379,,,1.1,img_shu09.png,5
510187,panelOuter,759,,,,1741,,,1.2,img_shu07.png,5
510188,panelOuter,1034,,,,1873,,,0.9,img_sg1.png,5
510189,panelOuter,1132,,,,1872,,,,img_shu08.png,5
510190,panelOuter,1232,,,,2275,,,1.1,img_shu09.png,5
510191,panelOuter,1152,,,,2168,,,1.1,img_shu09.png,5
510192,panelOuter,1057,,,,2267,,,1.1,img_shu09.png,5
510193,panelOuter,1362,,,,2267,,,0.8,img_cc03.png,5
510194,panelOuter,1781,,,,1990,,,,img_shu08.png,5
510195,panelOuter,1601,,,,1956,,,1.2,img_shu07.png,5
510196,panelOuter,1693,,,,1892,,,1.1,img_shu09.png,5
510197,panelOuter,1402,,,,1816,,,,img_shu08.png,5
510198,panelOuter,1580,,,,1752,,,,img_shu08.png,5
510199,panelOuter,1795,,,,1804,,,,img_shu10.png,5
510200,panelOuter,1689,,,,1666,,,1.1,img_shu09.png,5
510201,panelOuter,1568,,,,1617,,,1.1,img_shu09.png,5
510202,panelOuter,1500,,,,1874,,,0.9,img_shu09.png,5
510203,panelOuter,2033,,,,1748,,,0.9,img_shu09.png,5
510204,panelOuter,1871,,,,1681,,,0.7,img_st08.png,5
510205,panelOuter,1984,,,,1570,,,,img_shu08.png,5
510206,panelOuter,1862,,,,1534,,,0.8,img_sg1.png,5
510207,panelOuter,1996,,,,2235,,,,img_shu11.png,5
510208,panelOuter,2110,,,,2098,,,0.8,img_shu10.png,5
510209,panelOuter,2299,,,,2146,,,,img_shu11.png,5
510210,panelOuter,2594,,1,,1369,,,1.4,img_xr2.png,5
510211,panelOuter,2900,,,,1045,,,1.4,img_xr1.png,5
510212,panelOuter,2183,,,,1873,,,1.2,img_shu07.png,5
510213,panelOuter,2313,,,,1767,,,1.2,img_shu08.png,5
510214,panelOuter,2256,,,,1553,,,1.2,img_shu08.png,5
510215,panelOuter,2175,,,,1406,,,1.2,img_shu08.png,5
510216,panelOuter,2282,,,,1395,,,1.2,img_shu08.png,5
510217,panelOuter,2356,,,,1300,,,0.9,img_shu09.png,5
510218,panelOuter,2227,,,,1291,,,1.2,img_shu07.png,5
510219,panelOuter,2456,,,,1747,,,1.2,img_shu07.png,5
510220,panelOuter,2608,,,,1757,,,,img_shu07.png,5
510221,panelOuter,2773,,,,1762,,,1.2,img_shu08.png,5
510222,panelOuter,2896,,,,1678,,,0.9,img_shu09.png,5
510223,panelOuter,2992,,,,1567,,,1.2,img_shu07.png,5
510224,panelOuter,3996,,,,1993,,,,img_shu11.png,5
510225,panelOuter,3780,,,,1961,,,,img_shu11.png,5
510226,panelOuter,3900,,,,1817,,,0.8,img_shu10.png,5
510227,panelOuter,2785,,,,1979,,,,img_shu11.png,5
510228,panelOuter,3138,,,,2000,,,0.9,img_shu09.png,5
510229,panelOuter,3236,,,,1925,,,0.9,img_shu09.png,5
510230,panelOuter,3356,,,,1951,,,0.9,img_shu09.png,5
510231,panelOuter,3099,,,,1909,,,1.2,img_shu08.png,5
510232,panelOuter,3370,,,,1794,,,1.2,img_shu07.png,5
510233,panelOuter,3199,,,,1840,,,1.2,img_shu07.png,5
510234,panelOuter,3092,,,,1779,,,0.9,img_shu09.png,5
510235,panelOuter,3227,,,,1583,,,0.9,img_shu09.png,5
510236,panelOuter,3351,,,,1525,,,0.9,img_shu09.png,5
510237,panelOuter,3210,,,,1475,,,0.8,img_shu10.png,5
510238,panelOuter,3067,,,,1390,,,,img_sg1.png,5
510239,panelOuter,2981,,,,1357,,,0.9,img_shu09.png,5
510240,panelOuter,3137,,,,1334,,,1.2,img_shu07.png,5
510241,panelOuter,3828,,,,1100,,,0.9,img_ks1.png,5
510242,panelOuter,2840,,,,1992,,,,img_ks1.png,5
510243,panelOuter,3331,,,,1158,,,1.5,img_st10.png,5
510244,panelOuter,3072,,,,1129,,,0.9,img_shu09.png,5
510245,panelOuter,3255,,,,1017,,,1.1,img_shu09.png,5
510246,panelOuter,3082,,,,1017,,,0.9,img_shu09.png,5
510247,panelOuter,3178,,,,892,,,1.2,img_shu08.png,5
510248,panelOuter,3001,,,,920,,,1.2,img_shu07.png,5
510249,panelOuter,2599,,,,1060,,,0.8,img_st07.png,5
510250,panelOuter,2564,,,,978,,,1.2,img_shu08.png,5
510251,panelOuter,2692,,,,917,,,1.2,img_shu07.png,5
510252,panelOuter,3452,,,,1027,,,1.2,img_shu07.png,5
510253,panelOuter,3367,,,,935,,,1.2,img_shu08.png,5
510254,panelOuter,2879,,,,804,,,0.8,img_cc03.png,5
510255,panelOuter,3035,,,,680,,,,img_shu11.png,5
510256,panelOuter,3287,,,,756,,,,img_shu11.png,5
510257,panelOuter,3235,,,,617,,,0.8,img_shu10.png,5
510258,panelOuter,3334,,,,531,,,1.2,img_shu07.png,5
510259,panelOuter,3529,,,,644,,,0.8,img_shu10.png,5
510260,panelOuter,3122,,,,509,,,,img_shu11.png,5
510261,panelOuter,846,,,,-1885,,,0.9,img_shu09.png,5
510262,panelOuter,1170,,,,-1642,,,0.9,img_shu09.png,5
510263,panelOuter,349,,,,-2193,,,0.9,img_shu09.png,5
510264,panelOuter,1220,,,,-1892,,,,img_gsp2.png,5
510265,panelOuter,671,,,,-2034,,,,img_shu11.png,5
510266,panelOuter,817,,,,-2115,,,,img_shu11.png,5
510267,panelOuter,635,,,,-2229,,,,img_shu10.png,5
510268,panelOuter,465,,,,-2083,,,0.8,img_st08.png,5
510269,panelOuter,-860,,,,-2335,,,0.9,img_st09.png,5
510270,panelOuter,1215,,,,-2077,,,1.4,img_xr1.png,5
510271,panelOuter,1967,,,,-1533,,,,img_skth2.png,5
510272,panelOuter,3047,,,,-702,,,,img_skth2.png,5
510273,panelOuter,3374,,,,-990,,,,img_shu10.png,5
