变量名,name,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,location,aidID,contractPlan,emeraPlanID,__version,chipsMod,contractMod,gemMod
971,梦妖,,,971,,<8>,,,,,,,,971,50971,,,,<6;7;18;19>,,<60;85;60;60;85;85;435>,,3,11,3,<621;622;623;602;603>,,,3,971,,,9713,<9711;9712;9713;9716;61101;61102>,971,,<11022;11122;11222;11322>,20971,3,3,{drawcard=huang_effect_loop},971,3,3,3,3,<9711;9712;9713;9714>,1042,15,0.6,梦妖，尖叫宝可梦。喜欢恶作剧，会在夜里尖叫惊吓所有人。,迷幻干扰,,440,2,,,<<118;204>;<119;204>>,
972,梦妖魔,,,971,,<8>,2,,,,,,,971,50971,,,,<6;7;18;19>,,<60;105;60;60;105;105;495>,,3,11,3,<621;622;623;602;603>,,,3,972,,,9723,<9721;9722;9723;9726;61101;61102>,971,,<11022;11122;11222;11322>,20971,3,3,{drawcard=huang_effect_loop},971,3,3,3,3,<9711;9712;9713;9714>,1042,15,0.6,因为四处作祟，播撒诅咒而被人们所恐惧。也会随性地使用帮助人类的咒文。,迷幻干扰,,440,2,,,<<118;204>;<119;204>>,
991,小果然,<cn;kr;tw;en;en_us;en_eu>,,991,,<8>,,,,,,,,991,50991,,,,<24;23;14;16>,,<95;23;23;48;23;48;260>,,3,11,3,<606;607;608;602;603>,,,3,991,,,9913,<9911;9912;9913;9916;61151;61152>,991,,<11013;11113;11213;11313>,20991,3,3,{drawcard=huang_effect_loop},991,2,3,3,3,<9911;9912;9913;9914>,1172,15,1.9,小果然总是一脸笑眯眯的。生气的时候，注意看尾巴，会啪嗒啪嗒地敲击地面。,双倍奉还,,420,4,,,<<113;206>;<114;206>;<115;204>>,
992,果然翁,<cn;kr;tw;en;en_us;en_eu>,,991,,<8>,2,,,,,,,991,50991,,,,<24;23;14;16>,,<190;33;33;58;33;58;405>,,3,11,3,<606;607;608;602;603>,,,3,992,,{150=<9931;9932;9933;9936;61151;61152>},9923,<9921;9922;9923;9926;61151;61152>,991,,<11013;11113;11213;11313>,20991,3,3,{drawcard=huang_effect_loop},991,2,3,3,3,<9911;9912;9913;9914>,1172,15,1.9,果然翁，忍耐宝可梦。据说这种宝可梦，为了遮掩黑色的尾巴，选择在黑暗中偷偷生活。,双倍奉还,,420,4,,,<<113;206>;<114;206>;<115;204>>,
1031,天蝎,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,1031,,<7>,,,,,,,,1031,51031,,,,<6;8;14;16>,,<65;85;75;105;35;65;430>,,3,11,3,<609;610;611;602;603>,,,3,1031,,,10313,<10311;10312;10313;10316;61151;61152>,1031,,<11003;11103;11203;11303>,21031,3,3,{drawcard=huang_effect_loop},1031,2,3,3,3,<10311;10312;10313;10314>,1112,15,0.75,天蝎，飞蝎宝可梦，利用手脚的薄膜乘着风，由上空发动攻击，会瞄准猎物的脸部。,负面干扰,1031,410,,,,<<110;204>;<111;206>;<112;204>>,
1032,天蝎王,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,1031,,<7>,2,,,,,,,1031,51031,,,,<15;16;11;12>,,<75;95;95;125;45;75;510>,,3,11,3,<609;610;611;602;603>,,,3,1032,,,10323,<10321;10322;10323;10326;61151;61152>,1031,,<11003;11103;11203;11303>,21031,3,3,{drawcard=huang_effect_loop},1031,2,3,3,3,<10311;10312;10313;10314>,1112,15,0.75,可以不发出振翅声而在空中飞行。用长长的尾巴捕捉猎物，再用牙齿一击刺中要害。,负面干扰,1031,410,,,,<<110;204>;<111;206>;<112;204>>,
1071,赫拉克罗斯,,,1071,,<7>,,,,,,,,1071,51071,,,,<24;25;11;12>,,<80;85;125;75;40;95;500>,,3,11,3,<609;610;611;602;603>,,,3,1071,,,10713,<10711;10712;10713;10716;61101;61102>,1071,,<11003;11103;11203;11303>,21071,3,3,{drawcard=huang_effect_loop},1071,,3,3,3,<10711;10712;10713;10714>,1512,15,0.8,赫拉克罗斯，独角宝可梦。个性温和，力气大。擅长让角钻进敌人的下腹，然后把敌人挑起来。喜欢的食物是树木流出来的甜树汁。,看脸输出：多段攻击,,410,,,,<<110;204>;<111;206>;<112;204>>,
1072,超级赫拉克罗斯,<cn;kr;tw;en;en_us;en_eu>,,1071,,<7>,2,,,10710,,,,1072,51071,,,,<11;12;15;16>,2,<80;75;185;115;40;105;600>,,3,11,3,<609;610;611;602;603>,,,3,1072,,,10723,<10721;10722;10723;10726;61101;61102>,1071,,<11003;11103;11203;11303>,21071,3,3,{drawcard=huang_effect_loop},1071,,3,3,3,<10711;10712;10713;10714>,1062,15,0.8,会用２只角夹住并举起对方。甚至能举起比自己体重重５００倍的东西。,看脸输出：多段攻击,,410,,,,<<110;204>;<111;206>;<112;204>>,
1081,狃拉,,,1081,,<7>,,,,,,,,1081,51081,,,,<8;9;13;12>,,<55;115;95;55;35;75;430>,,3,11,3,<606;607;608;602;603>,,,2,1081,,,10813,<10811;10812;10813;10816;61101;61102>,1081,,<11013;11113;11213;11313>,21081,3,3,{drawcard=huang_effect_loop},1081,,3,3,3,<10811;10812;10813;10814>,1122,15,0.7,手指中藏有锋利的爪子。会突然伸出那利爪，让袭击过来的对手心生怯意。,暴力输出：冰冻增伤,1081,410,,,,<<110;204>;<111;206>;<112;204>>,
1082,玛狃拉,,,1081,,<7>,2,,,,,,,1081,51081,,,,<8;9;13;12>,,<70;125;120;65;45;85;510>,,3,11,3,<606;607;608;602;603>,,,2,1082,,,10823,<10821;10822;10823;10826;61101;61102>,1081,,<11013;11113;11213;11313>,21081,3,3,{drawcard=huang_effect_loop},1081,,3,3,3,<10811;10812;10813;10814>,1122,15,0.7,生活在寒冷地方的宝可梦。４到５只组成一个团队，以出色的合作来追捕猎物。,暴力输出：冰冻增伤,1081,410,,,,<<110;204>;<111;206>;<112;204>>,
1111,小山猪,,,1111,,,,,,,,,,1111,51111,,,,<7;8;9;12>,,<50;50;50;40;30;30;250>,,3,11,3,<615;616;617;602;603>,,,3,1111,,,11113,<11111;11112;11113;11116;61151;61152>,1111,,<11043;11143;11243;11343>,21111,3,3,{drawcard=huang_effect_loop},1111,,3,3,3,<11111;11112;11113;11114>,1512,15,1.1,小山猪，猪宝可梦，最喜欢隐藏在枯草下的香菇，在凭藉气味寻找香菇的同时可以发现温泉。,脂肪抵御&冰牙冲撞,,420,,,,,
1112,长毛猪,,,1111,,,2,,,,,,,1111,51111,,,,<11;12;15;16>,,<100;50;100;80;60;60;450>,,3,11,3,<615;616;617;602;603>,,,3,1112,,,11123,<11121;11122;11123;11126;61151;61152>,1111,,<11043;11143;11243;11343>,21111,3,3,{drawcard=huang_effect_loop},1111,,3,3,3,<11111;11112;11113;11114>,1512,15,1.1,由于被长长的体毛所覆盖，所以看不清眼前的情况，只会一个劲地来回猛撞。,脂肪抵御&冰牙冲撞,,420,,,,,
1113,象牙猪,,,1111,,,3,,,,,,,1111,51111,,,,<11;12;15;16>,,<110;80;130;80;70;60;530>,,3,11,3,<615;616;617;602;603>,,,3,1113,,,11133,<11131;11132;11133;11136;61151;61152>,1111,,<11043;11143;11243;11343>,21111,3,3,{drawcard=huang_effect_loop},1111,,3,3,3,<11111;11112;11113;11114>,1512,15,1.1,象牙猪在名为冰河期的时代盛极一时，它的力量就如外表那样强大。天气越是寒冷，它的冰牙就会长得越粗、越长、越结实。,脂肪抵御&冰牙冲撞,,420,,,,,
1141,信使鸟,,,1141,,,,,,,,,,1141,51141,,,,<6;7;18;19>,,<45;75;55;45;65;45;330>,,3,11,3,<615;616;617;602;603>,,,3,1141,,,11413,<11411;11412;11413;11416;61101;61102>,1141,,<11043;11143;11243;11343>,21141,3,3,{drawcard=huang_effect_loop},1141,,3,3,3,<11411;11412;11413;11414>,1122,15,0.7,信使鸟，搬运宝可梦。擅长的绝招是叫做礼物的特殊绝招。,趋吉避凶&应急礼物,,440,,,,,
1171,戴鲁比,,,1171,,<8>,,,,,,,,1171,51171,,,,<6;7;18;19>,,<45;65;60;30;80;50;330>,,3,11,3,<606;607;608;602;603>,,,3,1171,,,11713,<11711;11712;11713;11716;61151;61152>,1171,,<11013;11113;11213;11313>,21171,3,3,{drawcard=huang_effect_loop},1171,4,3,3,3,<11711;11712;11713;11714>,1552,15,0.75,戴鲁比，黑暗宝可梦。用叫声确认彼此的位置，追捕猎物的宝可梦。,增益辅助：群体增伤,1171,430,2,,,<<116;204>;<117;206>>,
1172,黑鲁加,,,1171,,<8>,2,,,,,,,1171,51171,,,,<6;7;18;19>,,<75;95;90;50;110;80;500>,,3,11,3,<606;607;608;602;603>,,,3,1172,,,11723,<11721;11722;11723;11726;61151;61152>,1171,,<11013;11113;11213;11313>,21171,3,3,{drawcard=huang_effect_loop},1171,4,3,3,3,<11711;11712;11713;11714>,1552,15,0.75,黑鲁加，黑暗宝可梦，是戴鲁比的进化形。据说听到他那恐怖叫声的人都会毛骨悚然。,增益辅助：群体增伤,1171,430,2,,,<<116;204>;<117;206>>,
1173,超级黑鲁加,<cn;kr;tw;en;en_us;en_eu>,,1171,,<8>,3,,,11710,,,,1172,51171,,,,<6;7;18;19>,2,<75;115;90;90;140;90;600>,,3,11,3,<606;607;608;602;603>,,,3,1173,,,11733,<11731;11732;11733;11736;61151;61152>,1171,,<11013;11113;11213;11313>,21171,3,3,{drawcard=huang_effect_loop},1171,4,3,3,3,<11711;11712;11713;11714>,1072,15,0.75,全身会因超级进化而发热。能喷出烈焰吐息，将对手烧成焦炭。,地狱恶犬&群体增伤,1173,430,2,,,<<116;204>;<117;206>>,
1221,雷公,,,1221,,<8>,,,,,,,,1221,51221,,0,,<6;7;18;19>,2,<90;115;85;75;115;100;580>,,3,11,3,<612;613;614;602;603>,,,3,1221,,,12213,<12211;12212;12213;12216;61101;61102>,1221,,<11053;11153;11253;11353>,21221,3,3,{drawcard=huang_effect_loop},1221,2,3,3,3,<12211;12212;12213;12214>,1142,15,0.9,会一边以雷击的形式释放体内激荡的力量，一边在大地上四处奔跑的凶猛宝可梦。,雷之使者,1221,420,4,,,<<113;206>;<114;206>;<115;204>>,
1231,炎帝,,,1231,,<7>,,,,,,,,1231,51231,,0,,<7;8;9;12>,2,<115;100;115;85;90;75;580>,,3,11,3,<618;619;620;602;603>,,,3,1231,,,12313,<12311;12312;12313;12316;61151;61152>,1231,,<11033;11133;11233;11333>,21231,3,3,{drawcard=huang_effect_loop},1231,2,3,3,3,<12311;12312;12313;12314>,1202,15,1.15,吹出比火山的熔岩更炽热的火焰，同时在大地上奔跑的健壮的宝可梦。,火之使者&火系前排,1231,420,4,,,<<113;206>;<114;206>;<115;204>>,
1241,水君,,,1241,,<8>,,,,,,,,1241,51241,,0,,<24;23;14;16>,2,<100;85;75;115;90;115;580>,,3,11,3,<621;622;623;602;603>,,,3,1241,,,12413,<12411;12412;12413;12416;61151;61152>,1241,,<11023;11123;11223;11323>,21241,3,3,{drawcard=huang_effect_loop},1241,4,3,3,3,<12411;12412;12413;12414>,1102,15,,追寻着流淌着清澈水流的地方，在大地上四处奔跑的庄严的宝可梦。,水之使者&水系核心,1241,430,2,,,<<116;204>;<117;206>>,
1251,幼基拉斯,,,1251,,<7>,,,,,,,,1251,51251,,,,<11;12;15;16>,,<50;41;64;50;45;50;300>,,3,11,3,<615;616;617;602;603>,,,3,1251,,,12513,<12511;12512;12513;12516;61151;61152>,1251,,<11043;11143;11243;11343>,21251,3,3,{drawcard=huang_effect_loop},1251,2,3,3,3,<12511;12512;12513;12514>,1062,15,,幼基拉斯，岩石肤宝可梦。平时是出生在很深的土里，经过很长时间以后才会钻出来。,爆发输出：绝地反杀,,420,4,,,<<113;206>;<114;206>;<115;204>>,
1252,沙基拉斯,,,1251,,<7>,2,,,,,,,1251,51251,,,,<11;12;15;16>,,<70;51;84;70;65;70;410>,,3,11,3,<615;616;617;602;603>,,,3,1252,,,12523,<12521;12522;12523;12526;61151;61152>,1251,,<11043;11143;11243;11343>,21251,3,3,{drawcard=huang_effect_loop},1251,2,3,3,3,<12511;12512;12513;12514>,1062,15,,沙基拉斯，子弹宝可梦。身体被岩石般坚硬的外壳所包覆。力量很大，动作出人意料的快。,爆发输出：绝地反杀,,420,4,,,<<113;206>;<114;206>;<115;204>>,
1253,班基拉斯,,,1251,,<7>,3,,,,,,,1251,51251,,,,<11;12;15;16>,2,<100;61;134;110;95;100;600>,,3,11,3,<615;616;617;602;603>,,,3,1253,,,12533,<12531;12532;12533;12536;61151;61152>,1251,,<11043;11143;11243;11343>,21251,3,3,{drawcard=huang_effect_loop},1251,2,3,3,3,<12511;12512;12513;12514>,1062,15,,班基拉斯，铠甲宝可梦。拥有不怕任何攻击的坚硬身体，以及一只手就能粉碎山岩的力量。,爆发输出：绝地反杀,,420,4,,,<<113;206>;<114;206>;<115;204>>,
1254,超级班基拉斯,<cn>,,1251,,<7>,4,,,12510,,,,1252,51251,,,,<11;12;15;16>,2,<100;71;164;150;95;120;700>,,3,11,3,<615;616;617;602;603>,,,3,1254,,,12543,<12541;12542;12543;12546;61151;61152>,1251,,<11043;11143;11243;11343>,21251,3,3,{drawcard=huang_effect_loop},1251,2,3,3,3,<12511;12512;12513;12514>,1082,15,,因超级进化的影响，它变得更加粗暴了。不清楚它是否还会听从训练家的命令。,狂暴毁灭者,,420,4,,,<<113;206>;<114;206>;<115;204>>,
1261,洛奇亚,,,1261,,<8>,,,,,,,,1261,51261,,0,,<24;23;14;16>,3,<106;110;90;130;90;154;680>,,4,21,4,<606;607;608;604;605>,,,4,1261,,,12613,<12611;12612;12613;12616;61151;61152>,1261,,<11014;11114;11214;11314>,21261,4,4,{drawcard=hong_effect_loop},1261,7,4,4,4,<12611;12612;12613;12614>,1153,20,1.06,被传为海神的宝可梦，拥有能够镇压波涛汹涌的大海的惊人力量，流传着在暴风雨之夜见过其身影的传说,深海守护者&自我再生,1261,520,4,,<2011>,<<122;202>;<123;204>>,<2012>
1271,凤王,,,1271,,<7>,,,,,,,,1271,51271,,0,,<24;25;11;12>,3,<106;90;130;90;110;154;680>,,4,21,4,<618;619;620;604;605>,,,4,1271,,,12713,<12711;12712;12713;12716;61151;61152>,1271,,<11034;11134;11234;11334>,21271,4,4,{drawcard=hong_effect_loop},1271,9,4,4,4,<12711;12712;12713;12714>,1543,20,1.06,记载于神话中的宝可梦，身体闪耀着七彩光芒，飞过的地方会形成彩虹，传说看到凤王的人会获得永远的幸福,天空守护者&浴火重生,1271,530,2,,<2012>,<<124;204>;<125;202>>,<2013>
1281,时拉比,<cn;kr;en;en_us;en_eu;tw>,,1281,,<8>,,,,,,,,1281,51281,,0,,<24;23;14;16>,3,<100;100;100;100;100;100;600>,,4,21,4,<606;607;608;604;605>,,,4,1281,,{110=<12821;12822;12823;12826;61151;61152>},12813,<12811;12812;12813;12816;61151;61152>,1281,,<11014;11114;11214;11314>,21281,4,4,{drawcard=huang_effect_loop},1281,7,4,4,4,<12811;12812;12813;12814>,1563,20,,从未来穿越时光而来的宝可梦，凡是时拉比到过的地方，树木茂盛，繁花盛开，因此也被称为森林守护神。一般认为只要时拉比出现，就会有光明的未来在等着我们,时空穿越&回溯守护,1281,530,2,,<2013>,<<124;204>;<125;202>>,<2014>
1291,木守宫,,,1291,,<8>,,,,,,,,1291,51291,,,,<6;7;18;19>,,<40;70;45;35;65;55;310>,,3,11,3,<609;610;611;602;603>,,,3,1291,,,12913,<12911;12912;12913;12916;61101;61102>,1291,,<11003;11103;11203;11303>,21291,3,3,{drawcard=huang_effect_loop},1291,,3,3,3,<12911;12912;12913;12914>,1092,15,0.7,能够用脚底的小刺钩住垂直的墙壁攀爬。会甩动粗粗的尾巴进行摔打。,潜行刺客：秒杀后排,,410,,,,<<110;204>;<111;206>;<112;204>>,<1067;1068>
1292,森林蜥蜴,,,1291,,<8>,2,,,,,,,1291,51291,,,,<6;7;18;19>,,<50;95;65;45;85;65;405>,,3,11,3,<609;610;611;602;603>,,,3,1292,,,12923,<12921;12922;12923;12926;61101;61102>,1291,,<11003;11103;11203;11303>,21291,3,3,{drawcard=huang_effect_loop},1291,,3,3,3,<12911;12912;12913;12914>,1092,15,0.7,靠着体内长出的叶子，可以方便地在森林里隐藏身形躲避敌人。是生活在密林里的爬树高手。,潜行刺客：秒杀后排,,410,,,,<<110;204>;<111;206>;<112;204>>,<1067;1068>
1293,蜥蜴王,,,1291,,<8>,3,,,,,,,1291,51291,,,,<6;7;18;19>,,<70;120;85;65;105;85;530>,,3,11,3,<609;610;611;602;603>,,,3,1293,,,12933,<12931;12932;12933;12936;61101;61102>,1291,,<11003;11103;11203;11303>,21291,3,3,{drawcard=huang_effect_loop},1291,,3,3,3,<12911;12912;12913;12914>,1092,15,0.7,体内长出的叶子非常锋利。会用敏捷的动作在树枝间跳来跳去，从敌人的头上或背后猛扑过去。,潜行刺客：秒杀后排,,410,,,,<<110;204>;<111;206>;<112;204>>,<1067;1068>
1294,超级蜥蜴王,<cn;kr;tw>,,1291,,<8>,4,,,12910,,,,1292,51291,,,,<6;7;18;19>,2,<70;145;110;75;145;85;630>,,3,11,3,<609;610;611;602;603>,,,3,1294,,,12943,<12941;12942;12943;12946;61101;61102>,1291,,<11003;11103;11203;11303>,21291,3,3,{drawcard=huang_effect_loop},1291,,3,3,3,<12911;12912;12913;12914>,1022,15,0.7,据说背上的种子里贮存了许多能让树木生机盎然的营养。是会小心培育森林里树木的宝可梦。,丛林追猎者,,410,,,,<<110;204>;<111;206>;<112;204>>,<1067;1068>
1301,火稚鸡,,,1301,,<7>,,,,,,,,1301,51301,,,,<10;11;13;9>,,<45;45;60;40;70;50;310>,,3,11,3,<618;619;620;602;603>,,,3,1301,,,13013,<13011;13012;13013;13016;61101;61102>,1301,,<11033;11133;11233;11333>,21301,3,3,{drawcard=huang_effect_loop},1301,,3,3,3,<13011;13012;13013;13014>,1192,15,0.8,体内有着让火焰燃烧的地方，因此抱在怀里暖烘烘的非常温暖。全身覆盖着蓬松的羽毛。,暴力输出：强力单体,,410,,,,<<110;204>;<111;206>;<112;204>>,<1065>
1302,力壮鸡,,,1301,,<7>,2,,,,,,,1301,51301,,,,<10;11;13;9>,,<60;55;85;60;85;60;405>,,3,11,3,<618;619;620;602;603>,,,3,1302,,,13023,<13021;13022;13023;13026;61101;61102>,1301,,<11033;11133;11233;11333>,21301,3,3,{drawcard=huang_effect_loop},1301,,3,3,3,<13011;13012;13013;13014>,1192,15,0.8,会用鸟嘴里吐出的灼热火焰和极具破坏力的腿技战斗。因为叫声很大，所以非常吵。,暴力输出：强力单体,,410,,,,<<110;204>;<111;206>;<112;204>>,<1065>
1303,火焰鸡,,,1301,,<7>,3,,,,,,,1301,51301,,,,<10;11;13;9>,,<80;80;120;70;110;70;530>,,3,11,3,<618;619;620;602;603>,,,3,1303,,,13033,<13031;13032;13033;13036;61101;61102>,1301,,<11033;11133;11233;11333>,21301,3,3,{drawcard=huang_effect_loop},1301,,3,3,3,<13011;13012;13013;13014>,1192,15,0.8,战斗时会从手腕喷出灼热的火焰，勇敢地迎战对手。对手越强，火焰就会烧得越旺。,暴力输出：强力单体,,410,,,,<<110;204>;<111;206>;<112;204>>,<1065>
1304,超级火焰鸡,<cn;kr;en;en_us;en_eu;tw>,,1301,,<7>,4,,,13010,,,,1302,51301,,,,<10;11;13;9>,2,<80;100;160;80;130;80;630>,,3,11,3,<618;619;620;602;603>,,,3,1304,,,13043,<13041;13042;13043;13046;61101;61102>,1301,,<11033;11133;11233;11333>,21301,3,3,{drawcard=huang_effect_loop},1301,,3,3,3,<13011;13012;13013;13014>,1082,15,0.8,有着强韧的腰腿，连30层大楼都能轻松跃过。会用火焰拳把对手烧焦。,红莲格斗王,,410,,,,<<110;204>;<111;206>;<112;204>>,<1065>
1311,水跃鱼,,,1311,,<7>,,,,,,,,1311,51311,,,,<11;12;15;16>,,<50;40;70;50;50;50;310>,,3,11,3,<621;622;623;602;603>,,,3,1311,,,13113,<13111;13112;13113;13116;61151;61152>,1311,,<11023;11123;11223;11323>,21311,3,3,{drawcard=huang_effect_loop},1311,2,3,3,3,<13111;13112;13113;13114>,1542,15,,头上的鳍是非常灵敏的雷达。可以不靠眼睛，从水或空气的流动中探测周围的情况。,水系前排坦克,1311,420,4,,,<<113;206>;<114;206>;<115;204>>,
1312,沼跃鱼,,,1311,,<7>,2,,,,,,,1311,51311,,,,<11;12;15;16>,,<70;50;85;70;60;70;405>,,3,11,3,<621;622;623;602;603>,,,3,1312,,,13123,<13121;13122;13123;13126;61151;61152>,1311,,<11023;11123;11223;11323>,21311,3,3,{drawcard=huang_effect_loop},1311,2,3,3,3,<13111;13112;13113;13114>,1542,15,,为了能在地面上也可以生存，它的身体表面覆盖着一层薄薄的粘膜。会在退潮后的海岸边玩泥巴。,水系前排坦克,1311,420,4,,,<<113;206>;<114;206>;<115;204>>,
1313,巨沼怪,,,1311,,<7>,3,,,,,,,1311,51311,,,,<11;12;15;16>,,<100;60;110;90;85;90;535>,,3,11,3,<621;622;623;602;603>,,,3,1313,,,13133,<13131;13132;13133;13136;61151;61152>,1311,,<11023;11123;11223;11323>,21311,3,3,{drawcard=huang_effect_loop},1311,2,3,3,3,<13111;13112;13113;13114>,1542,15,,该宝可梦有着能轻松拖动１吨以上岩石块的力量。视力很好，在浑浊的水中也能看清。,水系前排坦克,1311,420,4,,,<<113;206>;<114;206>;<115;204>>,
1314,超级巨沼怪,<cn;kr;en;en_us;en_eu;tw>,,1311,,<7>,4,,,13110,,,,1312,51311,,,,<11;12;15;16>,2,<100;70;150;110;95;110;635>,,3,11,3,<621;622;623;602;603>,,,3,1314,,,13143,<13141;13142;13143;13146;61151;61152>,1311,,<11023;11123;11223;11323>,21311,3,3,{drawcard=huang_effect_loop},1311,2,3,3,3,<13111;13112;13113;13114>,1162,15,,巨沼怪能通过用鳍感知波涛声和海风的细微变化来预测暴风雨。发生暴风雨时，会堆积岩石保护巢穴。,浊流防卫者,1314,420,4,,,<<113;206>;<114;206>;<115;204>>,
1351,莲叶童子,,,1351,,<8>,,,,,,,,,51351,,,,<22;24;18;20>,,<40;30;30;30;40;50;220>,,,,,<621;622;623;602;603>,,,,1351,,,13513,<13511;13512;13513;13516;61151;61152>,1351,,<11021;11121;11221;11321>,21351,,2,,1351,15,,,,<13511;13512;13513>,,,,浮在池塘或湖泊的水面上生活。虽然叶子枯萎了就会变弱，但为了寻找清水，偶尔也会在陆地上移动。,群体治疗,,230,2,,,<<107;209>;<108;209>;<109;208>>,
1352,莲帽小童,,,1351,,<8>,2,,,,,,,,51351,,,,<22;24;18;20>,,<60;50;50;50;60;70;340>,,,,,<621;622;623;602;603>,,,,1352,,,13523,<13521;13522;13523;13526;61151;61152>,1351,,<11021;11121;11221;11321>,21351,,2,,1351,15,,,,<13511;13512;13513>,,,,夜行性，太阳下山后就会开始活动。如果看到垂钓者，就会从水中扯线捣乱并引以为乐。,群体治疗,,230,2,,,<<107;209>;<108;209>;<109;208>>,
1353,乐天河童,,,1351,,<8>,3,,,,,,,,51351,,,,<22;24;18;20>,,<80;70;70;70;90;100;480>,,,,,<621;622;623;602;603>,,,,1353,,,13533,<13531;13532;13533;13536;61151;61152>,1351,,<11021;11121;11221;11321>,21351,,2,,1351,15,,,,<13511;13512;13513>,,,,如果听到欢快的音乐就会开始跳舞。据说会被郊游的孩子们的合唱吸引从而现身。,群体治疗,,230,2,,,<<107;209>;<108;209>;<109;208>>,
1391,拉鲁拉丝,,,1391,,<8>,,,,,,,,1391,51391,,,,<6;7;18;19>,,<28;40;25;25;45;35;198>,,3,11,3,<606;607;608;602;603>,,,3,1391,,,13913,<13911;13912;13913;13916;61101;61102>,1391,,<11013;11113;11213;11313>,21391,3,3,{drawcard=huang_effect_loop},1391,3,3,3,3,<13911;13912;13913;13914>,1012,15,0.68,能用头上的角感知人的情绪。虽然几乎不会出现在人的面前，但感受到积极向上的情绪后就会靠过来。,后排控制：魅惑之力,1391,440,2,,,<<118;204>;<119;204>>,
1392,奇鲁莉安,,,1391,,<8>,2,,,,,,,1391,51391,,,,<22;24;18;20>,,<38;50;35;35;65;55;278>,,3,11,3,<606;607;608;602;603>,,,3,1392,,,13923,<13921;13922;13923;13926;61101;61102>,1391,,<11013;11113;11213;11313>,21391,3,3,{drawcard=huang_effect_loop},1391,3,3,3,3,<13911;13912;13913;13914>,1012,15,0.68,据说经常接触训练家开朗情绪的奇鲁莉安会成长得十分美丽。会用发达的头脑来操纵精神力量。,后排控制：魅惑之力,1391,440,2,,,<<118;204>;<119;204>>,
1393,沙奈朵,,,1391,,<8>,3,1,,,,,,1391,51391,,,,<22;24;18;20>,,<68;80;65;65;125;115;518>,,3,11,3,<606;607;608;602;603>,,,3,1393,,{106=<13951;13952;13953;13956;61101;61102>},13933,<13931;13932;13933;13936;61101;61102>,1391,,<11013;11113;11213;11313>,21391,3,3,{drawcard=huang_effect_loop},1391,3,3,3,3,<13911;13912;13913;13914>,1012,15,0.68,据说在使用预知未来的能力察觉到训练家有危险时，就会使出最强的精神能量。,后排控制：魅惑之力,1391,440,2,,,<<118;204>;<119;204>>,
1394,艾路雷朵,,,1391,,<7>,3,2,,,,,,1391,51391,,1,,<24;25;11;12>,,<68;80;125;65;65;115;518>,,3,11,3,<606;607;608;602;603>,,,3,1394,,{118=<13991;13992;13993;13996;61101;61102>},13943,<13941;13942;13943;13946;61101;61102>,1391,,<11013;11113;11213;11313>,21391,3,3,{drawcard=huang_effect_loop},1391,3,3,3,3,<13911;13912;13913;13914>,1012,15,0.68,用伸缩自如的肘刀战斗。是居合术高手。是非常重视礼仪的宝可梦。,强力单控输出,,440,2,,,<<118;204>;<119;204>>,
