变量名,skillName,_beizhu,skillTypeShow,describe,describe1,simDesc,starEffect,starEffectDesc,starEffectDesc1,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeStarEffectDesc1,zawakeSimpleType,zawakeSimpleDesc,upLvDesc,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc,specialRatio,skillFlag,summonInherit,blockEffect,__version
2733,百万吨重拳,,,,<攻击敌方单体目标，造成#C0xE69900#800%物攻#C0x5B545B#+$(skillLevel*4*60)$的#C0xF13B54#物理伤害#C0x5B545B#，然后舍弃自身全部防御能力（双防、抵御、抗暴、伤害减免），持续2回合>,怪力将敌方单体目标击飞至空中，并蓄力挥出百万吨力量的重拳，并舍弃自身全部防御能力,<11>,,<额外效果：使敌人无法闪避我方攻击1回合>,<79003>,,{1=攻击敌方单体目标，造成#C0xE69900#800%物攻#C0x5B545B#+$(skillLevel*4*60)$的#C0xF13B54#物理伤害#C0x5B545B#，然后舍弃自身全部防御能力（双防、抵御、抗暴、伤害减免），持续1回合},<额外效果：使敌人无法闪避我方攻击1回合>,,舍弃防御效果持续2回合\n#F20#\n#F40##C0x5c9970#→舍弃防御效果持续1回合,固定伤害+240,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,7,,,,,,,,,,,,,,,,,敌方单体,single,,self:damage()*8+(self:flag(99) and skillLevel or skillLevel*4)*60,,,,,<27331;27332;27333;27334;27335;27336>,,,,,1000,,,,,3,{x=-100;y=0},,,,skill2,,,,6500,,6500,,<img_68_gl@>,,,,,{loop=0;delay=0;res=hero_sound/guaili_skill2.mp3},,,,,,,,,,,
2736,不屈之心,,,,<{title=不屈之心};自身攻击和被攻击时，都无法闪避，必然命中；\n光环技：提升友方格斗系精灵#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#物攻与物防>,,<8>,,<<>;效果强化：并额外为友方格斗系提升10%物攻与15%物防>,<79004>,,{1={title=不屈之心};2=自身攻击和被攻击时，都无法闪避，必然命中；\n光环技：提升友方格斗系精灵#C0x5c9970#$(5+skillLevel*0.05-0.05)$%#C0x5B545B#物攻与物防；自身攻击后，有50%概率使目标获得10%格斗易伤1回合},<<>;效果强化：并额外为友方格斗系提升10%物攻与15%物防>,,#C0x5c9970#自身攻击后，有50%概率使目标获得10%格斗易伤1回合,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,200,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<27361;27362>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,连环种子,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,喇叭芽连续吐出种子攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提高自身5%吸血率2回合},,,#C0x5c9970#提高自身5%吸血率2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,200,,0,,4,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<28111;28112>,,,,,,,240,,,,{x=-600;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/labaya_attack.mp3},,,,,,,,,,,
2812,毒液,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，降低敌人10%的物防（上限5层）>,喇叭芽吐出毒液攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，降低敌人10%的物防（上限5层），有50%概率直接添加两层降防效果},,,#C0x5c9970#有50%概率直接添加两层降防效果,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,200,,1,,8,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<28121;28122;28123>,,,,,,,360,,,2,{x=-550;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/labaya_skill1.mp3},,,,,,,,,,,
2813,鞭打,,,,<攻击敌方列排目标，造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，偷取敌方列排20%物攻占为己用（单次偷取最多不超过自身属性的40%），持续2回合>,喇叭芽用根部鞭打敌方列排目标，偷取目标部分物攻,<11>,,<额外效果：自身血量越低，本次伤害越高，最大不超过30%>,<79003;1>,,{1=攻击敌方列排目标，造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，偷取敌方列排20%物攻占为己用（单次偷取最多不超过自身属性的40%），持续2回合},<额外效果：自身血量越低，本次伤害越高，最大不超过60%>,,自身血量越低，本次伤害越高，最大不超过30%\n#F20#\n#F40##C0x5c9970#→自身血量越低，本次伤害越高，最大不超过60%,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,200,,2,,4,,,,,,,,,4,,,,,,,,敌方列排,column,,self:damage()*2.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<28131;28132;28133;28134;28135;28136>,,,,,1000,,,,,3,{x=-500;y=0},,,,skill2,,,,3433.3,,3433.3,,<img_69_lby@>,,,,,{loop=0;delay=0;res=hero_sound/labaya_skill2.mp3},,,,,,,2,<4>,,,
2816,贪吃鬼,,,,<{title=贪吃鬼};每次攻击附带#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#的吸血>,,<8>,,<<>;效果强化：每次攻击附带吸血量额外提升10%>,<79004;1>,,{1={title=贪吃鬼};2=每次攻击附带#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#的吸血},<<>;效果强化：每次攻击附带吸血量额外提升，且自身生命比例越低提升量越高，最高可达30%>,,每次攻击附带吸血量额外提升10%\n#F20#\n#F40##C0x5c9970#→每次攻击附带吸血量额外提升，且自身生命比例越低提升量越高，最高可达30%,,,,TRUE,TRUE,,,3,3,,,,,,,,,23,,5,,,,,,,,,,,,,,,,<28161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,种子攻击,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,口呆花吐出种子攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提高自身5%吸血率2回合},,,#C0x5c9970#提高自身5%吸血率2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,4,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<28211;28212>,,,,,,,240,,,,{x=-900;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/koudaihua_attack.mp3},,,,,,,,,,,
2822,毒液,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，降低敌人10%的物防（上限5层）>,口呆花吐出毒液攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，降低敌人10%的物防（上限5层），有50%概率直接添加两层降防效果},,,#C0x5c9970#有50%概率直接添加两层降防效果,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,8,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<28221;28222;28223>,,,,,,,360,,,2,{x=-350;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/koudaihua_skill1.mp3},,,,,,,,,,,
2823,荧光叶刃,,,,<攻击敌方列排目标，造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，偷取敌方列排20%物攻占为己用（单次偷取最多不超过自身属性的40%），持续2回合>,口呆花连续使出叶子光刃攻击敌方列排目标，偷取目标部分物攻,<11>,,<额外效果：自身血量越低，本次伤害越高，最大不超过30%>,<79003;1>,,{1=攻击敌方列排目标，造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，偷取敌方列排20%物攻占为己用（单次偷取最多不超过自身属性的40%），持续2回合},<额外效果：自身血量越低，本次伤害越高，最大不超过60%>,,自身血量越低，本次伤害越高，最大不超过30%\n#F20#\n#F40##C0x5c9970#→自身血量越低，本次伤害越高，最大不超过60%,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,4,,,,,,,,,4,,,,,,,,敌方列排,column,,self:damage()*2.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<28231;28232;28233;28234;28235;28236>,,,,,1000,,,,,3,{x=-500;y=0},,,,skill2,,,,,,,,<img_70_kdh@>,,,,,{loop=0;delay=0;res=hero_sound/koudaihua_skill2.mp3},,,,,,,2,<4>,,,
2826,贪吃鬼,,,,<{title=贪吃鬼};每次攻击附带#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#的吸血>,,<8>,,<<>;效果强化：每次攻击附带吸血量额外提升10%>,<79004;1>,,{1={title=贪吃鬼};2=每次攻击附带#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#的吸血},<<>;效果强化：每次攻击附带吸血量额外提升，且自身生命比例越低提升量越高，最高可达30%>,,每次攻击附带吸血量额外提升10%\n#F20#\n#F40##C0x5c9970#→每次攻击附带吸血量额外提升，且自身生命比例越低提升量越高，最高可达30%,,,,TRUE,TRUE,,,3,3,,,,,,,,,23,,5,,,,,,,,,,,,,,,,<28261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,飞叶快刀,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,大食花用锋利的叶子攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提高自身5%吸血率2回合},,,#C0x5c9970#提高自身5%吸血率2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,4,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<28311;28312>,,,,,,,240,,,,{x=-650;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/dashihua_attack.mp3},,,,,,,,,,,
2832,毒鞭,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，降低敌人10%的物防（上限5层）>,大食花用带毒液的鞭子攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，降低敌人10%的物防（上限5层），有50%概率直接添加两层降防效果},,,#C0x5c9970#有50%概率直接添加两层降防效果,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,8,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<28321;28322;28323>,,,,,,,360,,,2,{x=-400;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/dashihua_skill1.mp3},,,,,,,,,,,
2833,贪食,,,,<攻击敌方列排目标，造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，偷取敌方列排20%物攻占为己用（单次偷取最多不超过自身属性的40%），持续2回合>,大食花将敌方列排目标吞进肚子，然后附带毒液吐出，偷取目标部分物攻,<11>,,<额外效果：自身血量越低，本次伤害越高，最大不超过30%>,<79003;1>,,{1=攻击敌方列排目标，造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，偷取敌方列排20%物攻占为己用（单次偷取最多不超过自身属性的40%），持续2回合},<额外效果：自身血量越低，本次伤害越高，最大不超过60%>,,自身血量越低，本次伤害越高，最大不超过30%\n#F20#\n#F40##C0x5c9970#→自身血量越低，本次伤害越高，最大不超过60%,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,4,,,,,,,,,4,,,,,,,,敌方列排,column,,self:damage()*2.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<28331;28332;28333;28334;28335;28336;28337>,,,,,1000,,,,,3,{x=-300;y=0},,,,skill2,,,,7000,,7000,,<img_71_dsh@>,,,,,{loop=0;delay=0;res=hero_sound/dashihua_skill2.mp3},,,,,,,2,<4>,,,
2836,贪吃鬼,,,,<{title=贪吃鬼};每次攻击附带#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#的吸血>,,<8>,,<<>;效果强化：每次攻击附带吸血量额外提升10%>,<79004;1>,,{1={title=贪吃鬼};2=每次攻击附带#C0x5c9970#$(10+skillLevel*0.1-0.1)$%#C0x5B545B#的吸血},<<>;效果强化：每次攻击附带吸血量额外提升，且自身生命比例越低提升量越高，最高可达30%>,,每次攻击附带吸血量额外提升10%\n#F20#\n#F40##C0x5c9970#→每次攻击附带吸血量额外提升，且自身生命比例越低提升量越高，最高可达30%,,,,TRUE,TRUE,,,3,3,,,,,,,,,23,,5,,,,,,,,,,,,,,,,<28361>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,投石,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,小拳石用岩石投掷敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，并提高自身10%物攻2回合},,,#C0x5c9970#提高自身10%物攻2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,13,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<30111;30112>,,,,,,,240,,,,{x=-350;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/xiaoquanshi_attack.mp3},,,,,,,,,,,
3012,地裂拳,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身15%物攻和物防2回合>,小拳石使用双拳快速攻击敌方单体目标，并在收拳时予以出其不意的重重一击,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身15%物攻和物防2回合，并提升自身40%怒气回复速率2回合},,,#C0x5c9970#提升自身40%怒气回复速率2回合,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,9,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<30121;30122;30123;30124>,,,,,,,360,,,2,{x=-300;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/xiaoquanshi_skill1.mp3},,,,,,,,,,,
3013,旋转连拳,,,,<攻击敌方全体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*30)$的#C0xF13B54#物理伤害#C0x5B545B#，20%概率【挑衅】目标1回合>,小拳石拼命地撞向敌方全体目标，有几率挑衅目标,<11>,,<效果强化：挑衅概率提升至30%>,<79003>,,{1=攻击敌方全体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*30)$的#C0xF13B54#物理伤害#C0x5B545B#，20%概率【挑衅】目标1回合，挑衅成功时额外提升自身30%抵御率1回合},<效果强化：挑衅概率提升至30%>,,#C0x5c9970#挑衅成功时额外提升自身30%抵御率1回合,固定伤害+120,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,13,,,,,,,,,,,,,,11,,,敌方全体,all,,self:damage()*1.2+(self:flag(99) and skillLevel or skillLevel*4)*30,,,,,<30131;30132>,,,,,1000,,,,,3,{x=-100;y=0},,,,skill2,,,,4500,{delayLast=4500;endLast=50;scale=1;startLast=50},4500,{delayLast=4500;endLast=50;scale=1;startLast=50},<img_74_xqs@>,,,,,{loop=0;delay=0;res=hero_sound/xiaoquanshi_skill2.mp3},,,<【挑衅】>,<【挑衅】>,,,5,<11>,,,
3016,岩崩,,,,<{title=岩崩};自身阵亡时会对敌方全体造成自身物攻#C0x5c9970#$(80+skillLevel*0.4-0.4)$%#C0x5B545B#的伤害，并有20%概率使其【眩晕】1回合>,,<8>,,<<>;效果强化：眩晕概率提升至30%>,<79004;1>,,{1={title=岩崩};2=自身阵亡时会对敌方全体造成自身物攻#C0x5c9970#$(80+skillLevel*0.4-0.4)$%#C0x5B545B#的伤害，并有20%概率使其【眩晕】1回合},<<>;效果强化：眩晕概率提升至40%>,,眩晕概率提升至30%\n#F20#\n#F40##C0x5c9970#→眩晕概率提升至40%,,,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<30161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【眩晕】>,<【眩晕】>,,,,,,,
3017,castSkill_眩晕,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,0,,5,,,,,,,,,,,,,,,,<30171>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,崩山掌,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,隆隆石给予敌方单体目标致命一击,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，并提高自身10%物攻2回合},,,#C0x5c9970#提高自身10%物攻2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,13,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<30211;30212>,,,,,,,240,,,,{x=-100;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/lls_atk.mp3},,,,,,,,,,,
3022,陀螺拳,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身15%物攻和物防2回合>,隆隆石旋转自身挥舞拳头攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身15%物攻和物防2回合，并提升自身40%怒气回复速率2回合},,,#C0x5c9970#提升自身40%怒气回复速率2回合,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,9,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<30221;30222;30223;30224>,,,,,,,360,,,2,{x=-250;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/lls_sk1.mp3},,,,,,,,,,,
3023,滚石突袭,,,,<攻击敌方全体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*30)$的#C0xF13B54#物理伤害#C0x5B545B#，20%概率【挑衅】目标1回合>,隆隆石化身落岩连续滚动攻击敌方全体目标，有几率挑衅目标,<11>,,<效果强化：挑衅概率提升至30%>,<79003>,,{1=攻击敌方全体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*30)$的#C0xF13B54#物理伤害#C0x5B545B#，20%概率【挑衅】目标1回合，挑衅成功时额外提升自身30%抵御率1回合},<效果强化：挑衅概率提升至30%>,,#C0x5c9970#挑衅成功时额外提升自身30%抵御率1回合,固定伤害+120,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,13,,,,,,,,,,,,,,11,,,敌方全体,all,,self:damage()*1.2+(self:flag(99) and skillLevel or skillLevel*4)*30,,,,,<30231;30232>,,,,,1000,,,,,3,{x=-50;y=0},,,,skill2,,,,5234,{delayLast=5234;endLast=50;scale=1;startLast=50},5234,{delayLast=5234;endLast=50;scale=1;startLast=50},<img_75_lls@>,,,,,{loop=0;delay=0;res=hero_sound/lls_sk2.mp3},,,<【挑衅】>,<【挑衅】>,,,5,<11>,,,
3026,岩崩,,,,<{title=岩崩};自身阵亡时会对敌方全体造成自身物攻#C0x5c9970#$(80+skillLevel*0.4-0.4)$%#C0x5B545B#的伤害，并有20%概率使其【眩晕】1回合>,,<8>,,<<>;效果强化：眩晕概率提升至30%>,<79004;1>,,{1={title=岩崩};2=自身阵亡时会对敌方全体造成自身物攻#C0x5c9970#$(80+skillLevel*0.4-0.4)$%#C0x5B545B#的伤害，并有20%概率使其【眩晕】1回合},<<>;效果强化：眩晕概率提升至40%>,,眩晕概率提升至30%\n#F20#\n#F40##C0x5c9970#→眩晕概率提升至40%,,,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<30261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<【眩晕】>,<【眩晕】>,,,,,,,
3031,吸石掌,,,,<攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#>,隆隆岩吸取一部分岩石攻击敌方单体目标,,,,<79001>,,{1=攻击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，并提高自身10%物攻2回合},,,#C0x5c9970#提高自身10%物攻2回合,固定伤害+96,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,0,,13,,,,,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<30311;30312>,,,,,,,240,,,,{x=-300;y=0},,,,attack,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/lly_atk.mp3},,,,,,,,,,,
3032,地震,,,,<攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身15%物攻和物防2回合>,隆隆岩变身成球体撞击地面，用余波攻击敌方单体目标,,,,<79002>,,{1=攻击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身15%物攻和物防2回合，并提升自身40%怒气回复速率2回合},,,#C0x5c9970#提升自身40%怒气回复速率2回合,固定伤害+144,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,1,,9,,,,2,,,,,1,,,,,,,,敌方单体,single,,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,,,,,<30321;30322;30323;30324>,,,,,,,360,,,2,{x=-250;y=0},,,,skill1,,,,,,,,,,,,,{loop=0;delay=0;res=hero_sound/lly_sk1.mp3},,,,,,,,,,,
3033,岩石炸弹,,,,<攻击敌方全体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*30)$的#C0xF13B54#物理伤害#C0x5B545B#，20%概率【挑衅】目标1回合>,变身成一颗岩石炸弹滚到敌方全体中间然后爆炸，有几率挑衅目标,<11>,,<效果强化：挑衅概率提升至30%>,<79003>,,{1=攻击敌方全体目标，造成#C0xE69900#120%物攻#C0x5B545B#+$(skillLevel*4*30)$的#C0xF13B54#物理伤害#C0x5B545B#，20%概率【挑衅】目标1回合，挑衅成功时额外提升自身30%抵御率1回合},<效果强化：挑衅概率提升至30%>,,#C0x5c9970#挑衅成功时额外提升自身30%抵御率1回合,固定伤害+120,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,,2,,13,,,,,,,,,,,,,,11,,,敌方全体,all,,self:damage()*1.2+(self:flag(99) and skillLevel or skillLevel*4)*30,,,,,<30331;30332;30333>,,,,,1000,,,,,3,{x=-50;y=130},,,,skill2,,,,7133.3,{delayLast=7133.3;endLast=50;scale=1;startLast=50},7133.3,{delayLast=7133.3;endLast=50;scale=1;startLast=50},<img_76_lly@>,,TRUE,,,{loop=0;delay=0;res=hero_sound/lly_sk2.mp3},,,<【挑衅】>,<【挑衅】>,,,5,<11>,,,
