变量名,_comment,weightList,cardWeightMap,specialWeightMap
10031,10031-新年礼包随机库,<<502;500;1>;<13;50;1>;<14;30;1>;<gold;300;50000>;<451;60;30>;<606;5;1>;<607;5;1>;<609;5;1>;<610;5;1>;<612;5;1>;<613;5;1>;<615;5;1>;<616;5;1>;<618;5;1>;<619;5;1>;<621;5;1>;<622;5;1>>,,
10032,10032-新年礼包随机库,<<502;1000;1>;<13;50;1>;<14;30;1>;<gold;300;50000>;<451;60;30>;<606;5;1>;<607;5;1>;<609;5;1>;<610;5;1>;<612;5;1>;<613;5;1>;<615;5;1>;<616;5;1>;<618;5;1>;<619;5;1>;<621;5;1>;<622;5;1>;<521;165;1>>,,
10041,10041-粽子基础钻石库,<<rmb;50;10>;<rmb;50;15>;<rmb;50;20>;<rmb;30;25>;<rmb;20;30>;<rmb;10;50>>,,
10042,10042-粽子基础金币库,<<gold;50;80000>;<gold;50;100000>;<gold;50;120000>;<gold;30;150000>;<gold;20;200000>;<gold;10;300000>>,,
10043,10043-粽子基础体力库,<<stamina;50;8>;<stamina;50;10>;<stamina;50;12>;<stamina;30;15>;<stamina;20;18>;<stamina;10;25>>,,
10051,10051-鲍鱼随机库,<<502;100;1>;<521;50;1>;<501;20;1>;<503;50;1>;<519;50;1>;<520;50;1>;<527;50;1>;<522;100;2>>,,
10052,10052-礼物随机库,<<606;100;5>;<607;80;3>;<608;60;2>;<609;100;5>;<610;80;3>;<611;60;2>;<612;100;5>;<613;80;3>;<614;60;2>;<615;100;5>;<616;80;3>;<617;60;2>;<618;100;5>;<619;80;3>;<620;60;2>;<621;100;5>;<622;80;3>;<623;60;2>>,,
10053,10053-携带随机库,<<2101;0;0>;<2102;115;5>;<2103;75;3>;<30101;0;1>;<30102;0;1>;<30103;0;1>;<30104;0;1>;<30105;0;1>;<30106;0;1>;<30201;3;1>;<30202;3;1>;<30203;3;1>;<30204;3;1>;<30205;3;1>;<30206;3;1>;<30207;3;1>;<30208;3;1>;<30209;3;1>>,,
10054,10054-努力币随机库,<<451;100;10>;<451;100;20>;<451;100;30>;<452;100;6>;<452;100;12>;<452;100;18>>,,
10055,10055-潜能随机库,<<850;100;15>;<850;100;30>;<850;100;50>;<851;100;10>;<851;100;20>;<851;100;30>>,,
10056,10056-进阶随机库,<<5000;100;10>;<5000;100;20>;<5000;100;30>;<930;100;10>;<930;100;20>;<930;100;30>;<100;100;1>;<100;100;2>;<100;100;3>>,,
10061,10061-粽子材料随机库,<<6352;20;1>;<6353;50;1>;<6354;80;1>;<6355;50;1>;<6356;50;1>;<6357;50;1>>,,
10071,10071-红包钻石库,<<rmb;81;18>;<rmb;16;28>;<rmb;3;58>>,,
10072,10072-红包金币库,<<gold;68;68000>;<gold;20;108000>;<gold;10;180000>;<gold;2;580000>>,,
10073,10073-红包资源库,<<452;18;18>;<452;5;28>;<452;2;58>;<4000;18;38>;<4000;5;58>;<4000;2;108>;<902;18;3>;<902;5;6>;<902;2;9>;<930;18;8>;<930;5;18>;<930;2;38>;<850;18;38>;<850;5;58>;<850;2;108>>,,
10081,10081-鬼系碎片库,<<20391;100;1>;<21811;100;0>;<22991;100;0>>,,
10082,10082-南瓜宝箱随机库,<<2102;100;2>;<902;100;2>;<14;100;5>;<930;100;5>;<5000;100;5>;<451;100;20>;<529;100;100>>,,
10083,10083-糖果随机库,<<6385;60;1>;<6386;80;1>;<6387;80;1>;<6388;80;1>;<6389;100;1>;<6390;100;1>>,,
10084,10084-货币库,<<gold;100;38000>;<gold;100;58000>;<gold;100;88000>;<coin1;100;100>;<coin2;100;100>;<coin3;100;100>;<coin6;60;100>>,,
10091,10091-红包钻石库,<<rmb;81;3>;<rmb;16;5>;<rmb;3;8>>,,
10092,10092-红包金币库,<<gold;68;18000>;<gold;20;38000>;<gold;10;58000>;<gold;2;88000>>,,
10093,10093-红包资源库,<<452;18;3>;<452;5;5>;<452;2;8>;<4000;18;6>;<4000;5;10>;<4000;2;16>;<902;18;1>;<902;5;2>;<902;2;3>;<930;18;1>;<930;5;2>;<930;2;3>;<850;18;6>;<850;5;10>;<850;2;16>>,,
10101,10101-新年礼包雪花库,<<502;10;1>;<521;5;1>;<13;100;3>;<14;50;1>;<gold;100;10000>;<gold;50;30000>;<gold;50;50000>;<451;100;10>;<452;50;10>;<606;10;3>;<607;5;2>;<608;5;1>;<609;10;3>;<610;5;2>;<611;5;1>;<612;10;3>;<613;5;2>;<614;5;1>;<615;10;3>;<616;5;2>;<617;5;1>;<618;10;3>;<619;5;2>;<620;5;1>;<621;10;3>;<622;5;2>;<623;5;1>;<5000;50;3>;<930;50;3>;<100;50;1>;<4000;50;20>;<850;50;10>;<851;30;10>>,,
10111,10111-走格子礼券库,<<6393;25;1>;<6393;25;2>;<6393;25;3>;<6393;15;4>;<6393;10;5>>,,
10112,10112-走格子皮丘碎片库,<<27001;20;1>;<27001;20;2>;<27001;10;3>>,,
10113,10113-走格子金币库,<<gold;18;38000>;<gold;5;58000>;<gold;2;88000>;<gold;18;128000>>,,
10114,10114-走格子普通资源库,<<13;60;20>;<14;60;10>;<5000;60;5>;<930;60;5>;<4000;60;20>;<850;60;20>;<451;60;30>;<100;60;2>;<606;10;5>;<607;5;3>;<608;0;0>;<609;10;5>;<610;5;3>;<611;0;0>;<612;10;5>;<613;5;3>;<614;0;0>;<615;10;5>;<616;5;3>;<617;0;0>;<618;10;5>;<619;5;3>;<620;0;0>;<621;10;5>;<622;5;3>;<623;0;0>>,,
10115,10115-走格子高级资源库,<<502;30;1>;<521;15;1>;<15;100;3>;<452;100;15>;<608;25;3>;<611;15;3>;<614;15;3>;<617;15;3>;<620;15;3>;<623;15;3>;<851;100;30>;<501;15;1>;<503;15;1>;<519;15;1>;<520;15;1>;<527;15;1>;<522;15;1>;<none;400;0>>,,
10121,10121-祈福普通金币库,<<gold;30;38000>;<gold;20;58000>;<gold;15;88000>;<gold;15;108000>>,,
10122,10122-中秋普通资源库,<<13;60;20>;<14;60;10>;<15;10;5>;<930;0;5>;<4000;0;20>;<850;0;20>;<451;0;30>;<100;60;2>;<606;10;5>;<607;5;3>;<608;2;1>;<609;10;5>;<610;5;3>;<611;2;1>;<612;10;5>;<613;5;3>;<614;2;1>;<615;10;5>;<616;5;3>;<617;2;1>;<618;10;5>;<619;5;3>;<620;2;1>;<621;10;5>;<622;5;3>;<623;2;1>>,,
10123,10122-中秋普通养成资源库,<<452;18;8>;<452;5;18>;<452;2;28>;<4000;18;18>;<4000;5;38>;<4000;2;58>;<902;18;2>;<902;5;4>;<902;2;6>;<930;18;3>;<930;5;6>;<930;2;9>;<850;18;18>;<850;5;38>;<850;2;58>;<5000;18;3>;<5000;5;6>;<5000;2;9>;<851;18;18>;<851;5;38>;<851;2;58>>,,
10124,10124-祈福普通月饼库,<<6376;15;1>;<6376;5;2>;<none;90;0>>,,
10131,10132-祈福高级钻石库,<<rmb;81;38>;<rmb;16;58>;<rmb;3;108>>,,
10132,10132-祈福高级金币库,<<gold;30;188000>;<gold;20;288000>;<gold;15;388000>;<gold;15;588000>>,,
10133,10133-走格子高级资源库,<<6376;45;2>;<6376;45;3>;<6376;4;5>;<6376;0;6>;<6376;0;8>>,,
10134,10134-祈福高级月饼库,<<6395;10;1>;<6396;10;1>;<6397;10;1>>,,
10141,10141-月饼1碎片资源库1,<<502;30;2>;<502;30;3>;<502;5;5>;<521;10;1>;<521;5;2>>,,
10142,10142-月饼1碎片抽卡资源库,<<503;30;1>;<519;30;1>;<520;30;1>;<527;30;1>;<522;30;1>;<531;30;1>;<503;10;2>;<519;10;2>;<520;10;2>;<527;10;2>;<522;10;2>;<531;10;2>>,,
10143,10143-月饼3碎片礼物库1,<<608;30;8>;<611;30;8>;<614;30;8>;<617;30;8>;<620;30;8>;<623;30;8>;<608;10;15>;<611;10;15>;<614;10;15>;<617;10;15>;<620;10;15>;<623;10;15>>,,
10144,10144-特殊月饼通用资源库,<<coin1;30;600>;<coin2;30;600>;<coin3;30;600>;<coin5;30;200>;<coin6;30;600>;<talent_point;30;2>;<coin1;10;300>;<coin2;10;300>;<coin3;10;300>;<coin5;10;100>;<coin6;10;300>;<talent_point;10;1>>,,
10931,10931-随机等级箱子材料库,<<5061;100;1>;<5062;100;1>;<5063;100;1>>,,
10932,10932-随机等级箱子材料库,<<5064;100;1>;<5064;100;1>;<5065;100;1>>,,
11391,11391-跨服金色随机等级箱子材料库,<<5061;100;25>;<5062;100;25>;<5063;100;25>;<5061;100;20>;<5062;100;20>;<5063;100;20>>,,
11392,11392-跨服金色随机等级箱子材料库,<<5064;100;25>;<5065;100;25>;<5066;100;25>;<5064;100;20>;<5065;100;20>;<5066;100;20>>,,
20001,充值转盘道具库,<<rmb;100;500>;<rmb;100;100>;<rmb;100;50>;<951;100;30>;<gold;100;100000>;<941;100;1>;<19;100;5>>,,
20002,充值转盘卡牌,,,
20010,扭蛋测试库,<<yycoin;100;1>;<yycoin;100;10>;<yycoin;100;50>;<yycoin;100;100>>,,
20011,活跃转盘道具库,<<rmb;100;500>;<5000;100;10>;<2103;100;30>;<951;100;30>;<2103;100;30>;<gold;100;100000>;<941;100;1>;<19;100;5>;<rmb;100;200>;<rmb;100;100>>,,
20012,活跃转盘卡牌,,,
21001,精灵问答奖励库,<<19;100;1>;<100;50;1>;<rmb;50;50>;<talent_point;50;2>;<452;200;20>;<501;25;1>;<502;50;1>;<2102;200;3>;<2103;100;1>;<850;200;50>;<851;200;20>;<coin3;100;100>;<151;50;50>>,,
22001,绿色芯片-测试,<<60121;100;1>;<60122;100;1>;<60123;100;1>;<60124;100;1>;<60125;100;1>;<60126;100;1>;<60221;100;1>;<60222;100;1>;<60223;100;1>;<60224;100;1>;<60225;100;1>;<60226;100;1>;<60321;100;1>;<60322;100;1>;<60323;100;1>;<60324;100;1>;<60325;100;1>;<60326;100;1>;<60421;100;1>;<60422;100;1>;<60423;100;1>;<60424;100;1>;<60425;100;1>;<60426;100;1>;<60521;100;1>;<60522;100;1>;<60523;100;1>;<60524;100;1>;<60525;100;1>;<60526;100;1>;<60621;100;1>;<60622;100;1>;<60623;100;1>;<60624;100;1>;<60625;100;1>;<60626;100;1>;<60721;100;1>;<60722;100;1>;<60723;100;1>;<60724;100;1>;<60725;100;1>;<60726;100;1>;<60821;100;1>;<60822;100;1>;<60823;100;1>;<60824;100;1>;<60825;100;1>;<60826;100;1>;<60921;100;1>;<60922;100;1>;<60923;100;1>;<60924;100;1>;<60925;100;1>;<60926;100;1>;>,,
22002,蓝色芯片-测试,<<60131;100;1>;<60132;100;1>;<60133;100;1>;<60134;100;1>;<60135;100;1>;<60136;100;1>;<60231;100;1>;<60232;100;1>;<60233;100;1>;<60234;100;1>;<60235;100;1>;<60236;100;1>;<60331;100;1>;<60332;100;1>;<60333;100;1>;<60334;100;1>;<60335;100;1>;<60336;100;1>;<60431;100;1>;<60432;100;1>;<60433;100;1>;<60434;100;1>;<60435;100;1>;<60436;100;1>;<60531;100;1>;<60532;100;1>;<60533;100;1>;<60534;100;1>;<60535;100;1>;<60536;100;1>;<60631;100;1>;<60632;100;1>;<60633;100;1>;<60634;100;1>;<60635;100;1>;<60636;100;1>;<60731;100;1>;<60732;100;1>;<60733;100;1>;<60734;100;1>;<60735;100;1>;<60736;100;1>;<60831;100;1>;<60832;100;1>;<60833;100;1>;<60834;100;1>;<60835;100;1>;<60836;100;1>;<60931;100;1>;<60932;100;1>;<60933;100;1>;<60934;100;1>;<60935;100;1>;<60936;100;1>;>,,
22003,紫色芯片-测试,<<60141;100;1>;<60142;100;1>;<60143;100;1>;<60144;100;1>;<60145;100;1>;<60146;100;1>;<60241;100;1>;<60242;100;1>;<60243;100;1>;<60244;100;1>;<60245;100;1>;<60246;100;1>;<60341;100;1>;<60342;100;1>;<60343;100;1>;<60344;100;1>;<60345;100;1>;<60346;100;1>;<60441;100;1>;<60442;100;1>;<60443;100;1>;<60444;100;1>;<60445;100;1>;<60446;100;1>;<60541;100;1>;<60542;100;1>;<60543;100;1>;<60544;100;1>;<60545;100;1>;<60546;100;1>;<60641;100;1>;<60642;100;1>;<60643;100;1>;<60644;100;1>;<60645;100;1>;<60646;100;1>;<60741;100;1>;<60742;100;1>;<60743;100;1>;<60744;100;1>;<60745;100;1>;<60746;100;1>;<60841;100;1>;<60842;100;1>;<60843;100;1>;<60844;100;1>;<60845;100;1>;<60846;100;1>;<60941;100;1>;<60942;100;1>;<60943;100;1>;<60944;100;1>;<60945;100;1>;<60946;100;1>;>,,
22004,橙色芯片-测试,<<60151;100;1>;<60152;100;1>;<60153;100;1>;<60154;100;1>;<60155;100;1>;<60156;100;1>;<60251;100;1>;<60252;100;1>;<60253;100;1>;<60254;100;1>;<60255;100;1>;<60256;100;1>;<60351;100;1>;<60352;100;1>;<60353;100;1>;<60354;100;1>;<60355;100;1>;<60356;100;1>;<60451;100;1>;<60452;100;1>;<60453;100;1>;<60454;100;1>;<60455;100;1>;<60456;100;1>;<60551;100;1>;<60552;100;1>;<60553;100;1>;<60554;100;1>;<60555;100;1>;<60556;100;1>;<60651;100;1>;<60652;100;1>;<60653;100;1>;<60654;100;1>;<60655;100;1>;<60656;100;1>;<60751;100;1>;<60752;100;1>;<60753;100;1>;<60754;100;1>;<60755;100;1>;<60756;100;1>;<60851;100;1>;<60852;100;1>;<60853;100;1>;<60854;100;1>;<60855;100;1>;<60856;100;1>;<60951;100;1>;<60952;100;1>;<60953;100;1>;<60954;100;1>;<60955;100;1>;<60956;100;1>;>,,
22005,红色芯片-测试,<<60161;100;1>;<60162;100;1>;<60163;100;1>;<60164;100;1>;<60165;100;1>;<60166;100;1>;<60261;100;1>;<60262;100;1>;<60263;100;1>;<60264;100;1>;<60265;100;1>;<60266;100;1>;<60361;100;1>;<60362;100;1>;<60363;100;1>;<60364;100;1>;<60365;100;1>;<60366;100;1>;<60461;100;1>;<60462;100;1>;<60463;100;1>;<60464;100;1>;<60465;100;1>;<60466;100;1>;<60561;100;1>;<60562;100;1>;<60563;100;1>;<60564;100;1>;<60565;100;1>;<60566;100;1>;<60661;100;1>;<60662;100;1>;<60663;100;1>;<60664;100;1>;<60665;100;1>;<60666;100;1>;<60761;100;1>;<60762;100;1>;<60763;100;1>;<60764;100;1>;<60765;100;1>;<60766;100;1>;<60861;100;1>;<60862;100;1>;<60863;100;1>;<60864;100;1>;<60865;100;1>;<60866;100;1>;<60961;100;1>;<60962;100;1>;<60963;100;1>;<60964;100;1>;<60965;100;1>;<60966;100;1>;>,,
22101,绿色芯片库,<<60121;100;1>;<60122;100;1>;<60123;100;1>;<60124;100;1>;<60125;100;1>;<60126;100;1>;<60221;100;1>;<60222;100;1>;<60223;100;1>;<60224;100;1>;<60225;100;1>;<60226;100;1>;<60321;100;1>;<60322;100;1>;<60323;100;1>;<60324;100;1>;<60325;100;1>;<60326;100;1>;<60421;100;1>;<60422;100;1>;<60423;100;1>;<60424;100;1>;<60425;100;1>;<60426;100;1>;<60521;100;1>;<60522;100;1>;<60523;100;1>;<60524;100;1>;<60525;100;1>;<60526;100;1>;<60621;100;1>;<60622;100;1>;<60623;100;1>;<60624;100;1>;<60625;100;1>;<60626;100;1>;<60721;100;1>;<60722;100;1>;<60723;100;1>;<60724;100;1>;<60725;100;1>;<60726;100;1>;<60821;100;1>;<60822;100;1>;<60823;100;1>;<60824;100;1>;<60825;100;1>;<60826;100;1>;<60921;100;1>;<60922;100;1>;<60923;100;1>;<60924;100;1>;<60925;100;1>;<60926;100;1>;>,,
22102,绿蓝芯片库,<<60121;67;1>;<60122;67;1>;<60123;67;1>;<60124;67;1>;<60125;67;1>;<60126;67;1>;<60221;67;1>;<60222;67;1>;<60223;67;1>;<60224;67;1>;<60225;67;1>;<60226;67;1>;<60321;67;1>;<60322;67;1>;<60323;67;1>;<60324;67;1>;<60325;67;1>;<60326;67;1>;<60421;67;1>;<60422;67;1>;<60423;67;1>;<60424;67;1>;<60425;67;1>;<60426;67;1>;<60521;67;1>;<60522;67;1>;<60523;67;1>;<60524;67;1>;<60525;67;1>;<60526;67;1>;<60621;67;1>;<60622;67;1>;<60623;67;1>;<60624;67;1>;<60625;67;1>;<60626;67;1>;<60721;67;1>;<60722;67;1>;<60723;67;1>;<60724;67;1>;<60725;67;1>;<60726;67;1>;<60821;67;1>;<60822;67;1>;<60823;67;1>;<60824;67;1>;<60825;67;1>;<60826;67;1>;<60921;67;1>;<60922;67;1>;<60923;67;1>;<60924;67;1>;<60925;67;1>;<60926;67;1>;<60131;33;1>;<60132;33;1>;<60133;33;1>;<60134;33;1>;<60135;33;1>;<60136;33;1>;<60231;33;1>;<60232;33;1>;<60233;33;1>;<60234;33;1>;<60235;33;1>;<60236;33;1>;<60331;33;1>;<60332;33;1>;<60333;33;1>;<60334;33;1>;<60335;33;1>;<60336;33;1>;<60431;33;1>;<60432;33;1>;<60433;33;1>;<60434;33;1>;<60435;33;1>;<60436;33;1>;<60531;33;1>;<60532;33;1>;<60533;33;1>;<60534;33;1>;<60535;33;1>;<60536;33;1>;<60631;33;1>;<60632;33;1>;<60633;33;1>;<60634;33;1>;<60635;33;1>;<60636;33;1>;<60731;33;1>;<60732;33;1>;<60733;33;1>;<60734;33;1>;<60735;33;1>;<60736;33;1>;<60831;33;1>;<60832;33;1>;<60833;33;1>;<60834;33;1>;<60835;33;1>;<60836;33;1>;<60931;33;1>;<60932;33;1>;<60933;33;1>;<60934;33;1>;<60935;33;1>;<60936;33;1>;>,,
22103,绿蓝紫芯片库,<<60121;52;1>;<60122;52;1>;<60123;52;1>;<60124;52;1>;<60125;52;1>;<60126;52;1>;<60221;52;1>;<60222;52;1>;<60223;52;1>;<60224;52;1>;<60225;52;1>;<60226;52;1>;<60321;52;1>;<60322;52;1>;<60323;52;1>;<60324;52;1>;<60325;52;1>;<60326;52;1>;<60421;52;1>;<60422;52;1>;<60423;52;1>;<60424;52;1>;<60425;52;1>;<60426;52;1>;<60521;52;1>;<60522;52;1>;<60523;52;1>;<60524;52;1>;<60525;52;1>;<60526;52;1>;<60621;52;1>;<60622;52;1>;<60623;52;1>;<60624;52;1>;<60625;52;1>;<60626;52;1>;<60721;52;1>;<60722;52;1>;<60723;52;1>;<60724;52;1>;<60725;52;1>;<60726;52;1>;<60821;52;1>;<60822;52;1>;<60823;52;1>;<60824;52;1>;<60825;52;1>;<60826;52;1>;<60921;52;1>;<60922;52;1>;<60923;52;1>;<60924;52;1>;<60925;52;1>;<60926;52;1>;<60131;28;1>;<60132;28;1>;<60133;28;1>;<60134;28;1>;<60135;28;1>;<60136;28;1>;<60231;28;1>;<60232;28;1>;<60233;28;1>;<60234;28;1>;<60235;28;1>;<60236;28;1>;<60331;28;1>;<60332;28;1>;<60333;28;1>;<60334;28;1>;<60335;28;1>;<60336;28;1>;<60431;28;1>;<60432;28;1>;<60433;28;1>;<60434;28;1>;<60435;28;1>;<60436;28;1>;<60531;28;1>;<60532;28;1>;<60533;28;1>;<60534;28;1>;<60535;28;1>;<60536;28;1>;<60631;28;1>;<60632;28;1>;<60633;28;1>;<60634;28;1>;<60635;28;1>;<60636;28;1>;<60731;28;1>;<60732;28;1>;<60733;28;1>;<60734;28;1>;<60735;28;1>;<60736;28;1>;<60831;28;1>;<60832;28;1>;<60833;28;1>;<60834;28;1>;<60835;28;1>;<60836;28;1>;<60931;28;1>;<60932;28;1>;<60933;28;1>;<60934;28;1>;<60935;28;1>;<60936;28;1>;<60141;20;1>;<60142;20;1>;<60143;20;1>;<60144;20;1>;<60145;20;1>;<60146;20;1>;<60241;20;1>;<60242;20;1>;<60243;20;1>;<60244;20;1>;<60245;20;1>;<60246;20;1>;<60341;20;1>;<60342;20;1>;<60343;20;1>;<60344;20;1>;<60345;20;1>;<60346;20;1>;<60441;20;1>;<60442;20;1>;<60443;20;1>;<60444;20;1>;<60445;20;1>;<60446;20;1>;<60541;20;1>;<60542;20;1>;<60543;20;1>;<60544;20;1>;<60545;20;1>;<60546;20;1>;<60641;20;1>;<60642;20;1>;<60643;20;1>;<60644;20;1>;<60645;20;1>;<60646;20;1>;<60741;20;1>;<60742;20;1>;<60743;20;1>;<60744;20;1>;<60745;20;1>;<60746;20;1>;<60841;20;1>;<60842;20;1>;<60843;20;1>;<60844;20;1>;<60845;20;1>;<60846;20;1>;<60941;20;1>;<60942;20;1>;<60943;20;1>;<60944;20;1>;<60945;20;1>;<60946;20;1>;>,,
22104,绿蓝紫橙芯片库,<<60121;47;1>;<60122;47;1>;<60123;47;1>;<60124;47;1>;<60125;47;1>;<60126;47;1>;<60221;47;1>;<60222;47;1>;<60223;47;1>;<60224;47;1>;<60225;47;1>;<60226;47;1>;<60321;47;1>;<60322;47;1>;<60323;47;1>;<60324;47;1>;<60325;47;1>;<60326;47;1>;<60421;47;1>;<60422;47;1>;<60423;47;1>;<60424;47;1>;<60425;47;1>;<60426;47;1>;<60521;47;1>;<60522;47;1>;<60523;47;1>;<60524;47;1>;<60525;47;1>;<60526;47;1>;<60621;47;1>;<60622;47;1>;<60623;47;1>;<60624;47;1>;<60625;47;1>;<60626;47;1>;<60721;47;1>;<60722;47;1>;<60723;47;1>;<60724;47;1>;<60725;47;1>;<60726;47;1>;<60821;47;1>;<60822;47;1>;<60823;47;1>;<60824;47;1>;<60825;47;1>;<60826;47;1>;<60921;47;1>;<60922;47;1>;<60923;47;1>;<60924;47;1>;<60925;47;1>;<60926;47;1>;<60131;23;1>;<60132;23;1>;<60133;23;1>;<60134;23;1>;<60135;23;1>;<60136;23;1>;<60231;23;1>;<60232;23;1>;<60233;23;1>;<60234;23;1>;<60235;23;1>;<60236;23;1>;<60331;23;1>;<60332;23;1>;<60333;23;1>;<60334;23;1>;<60335;23;1>;<60336;23;1>;<60431;23;1>;<60432;23;1>;<60433;23;1>;<60434;23;1>;<60435;23;1>;<60436;23;1>;<60531;23;1>;<60532;23;1>;<60533;23;1>;<60534;23;1>;<60535;23;1>;<60536;23;1>;<60631;23;1>;<60632;23;1>;<60633;23;1>;<60634;23;1>;<60635;23;1>;<60636;23;1>;<60731;23;1>;<60732;23;1>;<60733;23;1>;<60734;23;1>;<60735;23;1>;<60736;23;1>;<60831;23;1>;<60832;23;1>;<60833;23;1>;<60834;23;1>;<60835;23;1>;<60836;23;1>;<60931;23;1>;<60932;23;1>;<60933;23;1>;<60934;23;1>;<60935;23;1>;<60936;23;1>;<60141;18;1>;<60142;18;1>;<60143;18;1>;<60144;18;1>;<60145;18;1>;<60146;18;1>;<60241;18;1>;<60242;18;1>;<60243;18;1>;<60244;18;1>;<60245;18;1>;<60246;18;1>;<60341;18;1>;<60342;18;1>;<60343;18;1>;<60344;18;1>;<60345;18;1>;<60346;18;1>;<60441;18;1>;<60442;18;1>;<60443;18;1>;<60444;18;1>;<60445;18;1>;<60446;18;1>;<60541;18;1>;<60542;18;1>;<60543;18;1>;<60544;18;1>;<60545;18;1>;<60546;18;1>;<60641;18;1>;<60642;18;1>;<60643;18;1>;<60644;18;1>;<60645;18;1>;<60646;18;1>;<60741;18;1>;<60742;18;1>;<60743;18;1>;<60744;18;1>;<60745;18;1>;<60746;18;1>;<60841;18;1>;<60842;18;1>;<60843;18;1>;<60844;18;1>;<60845;18;1>;<60846;18;1>;<60941;18;1>;<60942;18;1>;<60943;18;1>;<60944;18;1>;<60945;18;1>;<60946;18;1>;<60151;12;1>;<60152;12;1>;<60153;12;1>;<60154;12;1>;<60155;12;1>;<60156;12;1>;<60251;12;1>;<60252;12;1>;<60253;12;1>;<60254;12;1>;<60255;12;1>;<60256;12;1>;<60351;12;1>;<60352;12;1>;<60353;12;1>;<60354;12;1>;<60355;12;1>;<60356;12;1>;<60451;12;1>;<60452;12;1>;<60453;12;1>;<60454;12;1>;<60455;12;1>;<60456;12;1>;<60551;12;1>;<60552;12;1>;<60553;12;1>;<60554;12;1>;<60555;12;1>;<60556;12;1>;<60651;12;1>;<60652;12;1>;<60653;12;1>;<60654;12;1>;<60655;12;1>;<60656;12;1>;<60751;12;1>;<60752;12;1>;<60753;12;1>;<60754;12;1>;<60755;12;1>;<60756;12;1>;<60851;12;1>;<60852;12;1>;<60853;12;1>;<60854;12;1>;<60855;12;1>;<60856;12;1>;<60951;12;1>;<60952;12;1>;<60953;12;1>;<60954;12;1>;<60955;12;1>;<60956;12;1>;>,,
22105,远征杂物库-复制504,<<606;100;1>;<607;30;1>;<608;0;1>;<609;100;1>;<610;30;1>;<611;0;1>;<612;100;1>;<613;30;1>;<614;0;1>;<615;100;1>;<616;30;1>;<617;0;1>;<618;100;1>;<619;30;1>;<620;0;1>;<621;100;1>;<622;30;1>;<623;0;1>;<11;500;3>;<12;300;2>;<13;100;1>;<510;100;2>;<511;100;1>;<512;100;1>>,,
22106,绿，蓝升级道具,<<122;70;1>;<123;30;1>;<124;0;0>>,,
22107,绿，蓝，紫升级道具,<<122;60;1>;<123;30;1>;<124;10;1>>,,
22108,蓝，紫升级道具,<<122;57;1>;<123;28;1>;<124;15;1>>,,
22109,狩猎币1,<<coin14;70;120>;<coin14;20;160>;<coin14;10;240>>,,
22110,狩猎币11,<<coin14;70;60>;<coin14;20;80>;<coin14;10;120>>,,
22111,狩猎币2,<<coin14;70;160>;<coin14;20;200>;<coin14;10;320>>,,
22112,狩猎币22,<<coin14;70;80>;<coin14;20;100>;<coin14;10;160>>,,
22113,开启之手1,<<538;60;8>;<538;25;10>;<538;15;12>>,,
22114,开启之手2,<<538;60;10>;<538;25;12>;<538;15;16>>,,
22115,升级道具1,<<122;50;4>;<122;30;6>;<122;20;8>>,,
22116,升级道具2,<<123;50;3>;<123;30;4>;<123;20;5>>,,
22117,升级道具3,<<124;50;1>;<124;30;2>;<124;20;3>>,,
22118,洗练核心掉落,<<121;25;1>;<none;75;1>>,,
22119,洗练核心掉落,<<121;50;1>;<none;50;1>>,,
22201,蓝色晶片升级道具库,<<122;50;100>>,,
22202,蓝色晶片升级道具库,<<122;100;10>;<122;75;40>;<122;50;50>>,,
22211,紫色晶片升级道具库,<<123;50;100>>,,
22212,紫色晶片升级道具库,<<123;100;10>;<123;75;40>;<123;50;50>>,,
22221,橙色晶片升级道具库,<<124;50;100>>,,
22222,橙色晶片升级道具库,<<124;100;10>;<124;75;40>;<124;50;50>>,,
22501,绿色品质芯片库-正式,<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>>,,
