变量名,name,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,finalDamageSubC,extraSkillList,cardSkinScale,followSpineScale,weight,shinyPos,height,followSpinePos,shiny,cardSpineNeedStar,cardSkinPos,fakePassiveSkillList,shinyRes,mZawakeStatus,unitType,frontPriority,elementalDamageAddC,elementalDamageDeepenC,elementalDamageReduceC,elementalDamageSubC,finalDamageAddC,finalDamageDeepenC,finalDamageReduceC,ignoreDamageSubC,mpAttackRecoverC,mpBeAttackRecoverC,shieldPowerC,skinReplaceIDs,__version
60611,凯罗斯,common,3,12,,,<99>,,,,611,,config/portrait/speedranktouxiang/img_127_kls@.png,config/portrait/jinglingtouxiang/img_127_kls@.png,config/portrait/jinglingtouxiang1/img_127_kls@.png,config/portrait/simple/img_127_kls@.png,config/big_hero/normal/img_127_kls@.png,1.2,,koudai_kailuosi/hero_kailuosi.skel,,config/big_hero/standby/img_127_kls@.png,,,,<6111;6112;6113>,,,,,,,1.8,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1.5,,,,,,,,,,,,,,,,,,,,,,
60632,暴鲤龙,common,3,3,10,,<99>,,,,631,,config/portrait/speedranktouxiang/img_130_bll@.png,config/portrait/jinglingtouxiang/img_130_bll@.png,config/portrait/jinglingtouxiang1/img_130_bll@.png,config/portrait/simple/img_130_bll@.png,config/big_hero/normal/img_130_bll@.png,1.3,{x=-20;y=100},koudai_baolilong/hero_baolilong.skel,,config/big_hero/standby/img_130_bll@.png,,{x=140;y=-20},,<6321;6322;6323>,,,{headPos={y=340;x=0};hitPos={y=180;x=0};lifePos={y=380;x=0};namePos={y=380;x=0}},,,,2.7,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,6.5,,,,,,,,,,,,,,,,,,,,,,
60633,红色暴鲤龙,common,3,3,10,,<99>,,,,631,,config/portrait/speedranktouxiang/img_130_bllh@.png,config/portrait/jinglingtouxiang/img_130_bll@.png,config/portrait/jinglingtouxiang1/img_130_bll@.png,config/portrait/simple/img_130_bll@.png,config/big_hero/normal/img_130_bll@.png,1.3,{x=-20;y=100},koudai_baolilong/hero_baolilong_hong.skel,,config/big_hero/standby/img_130_bll@.png,,{x=140;y=-20},,<6331;6332;6333>,,,{headPos={y=340;x=0};hitPos={y=180;x=0};lifePos={y=380;x=0};namePos={y=380;x=0}},,,,2.7,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,6.5,,,,,,,,,,,,,,,,,,,,,,
60641,拉普拉斯,common,3,3,6,,<99>,,,,641,,config/portrait/speedranktouxiang/img_131_lpls@.png,config/portrait/jinglingtouxiang/img_131_lpls@.png,config/portrait/jinglingtouxiang1/img_131_lpls@.png,config/portrait/simple/img_131_lpls@.png,config/big_hero/normal/img_131_lpls@.png,1.15,{x=0;y=-10},koudai_lapulasi/hero_lapulasi.skel,,config/big_hero/standby/img_131_lpls@.png,,{x=140;y=-20},,<6411;6412;6413>,,,{headPos={y=310;x=0};hitPos={y=160;x=0};lifePos={y=350;x=0};namePos={y=350;x=0}},,,,1.8,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,2.5,,,,,,,,,,,,,,,,,,,,,,
60691,化石盔,common,2,13,3,,<99>,,,,691,,config/portrait/speedranktouxiang/img_140_hsk@.png,config/portrait/jinglingtouxiang/img_140_hsk@.png,config/portrait/jinglingtouxiang1/img_140_hsk@.png,config/portrait/simple/img_140_hsk@.png,config/big_hero/normal/img_140_hsk@.png,0.85,{x=0;y=20},koudai_huashikui/hero_huashikui.skel,,config/big_hero/standby/img_140_hsk@.png,,,,<6911;6912;6913>,,,{headPos={y=170;x=0};hitPos={y=95;x=0};lifePos={y=210;x=0};namePos={y=210;x=0}},,,,2.6,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,0.5,,,,,,,,,,,,,,,,,,,,,,
60692,镰刀盔,common,2,13,3,,<99>,,,,692,,config/portrait/speedranktouxiang/img_141_ldk@.png,config/portrait/jinglingtouxiang/img_141_ldk@.png,config/portrait/jinglingtouxiang1/img_141_ldk@.png,config/portrait/simple/img_141_ldk@.png,config/big_hero/normal/img_141_ldk@.png,1.2,{x=-25;y=30},koudai_liandaokui/hero_liandaokui.skel,,config/big_hero/standby/img_141_ldk@.png,,,,<6921;6922;6923>,,,{headPos={y=270;x=0};hitPos={y=145;x=0};lifePos={y=310;x=0};namePos={y=310;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,1.3,,,,,,,,,,,,,,,,,,,,,,
60701,化石翼龙,common,3,13,10,,<99;10031>,,,,701,,config/portrait/speedranktouxiang/img_142_hsyl@.png,config/portrait/jinglingtouxiang/img_142_hsyl@.png,config/portrait/jinglingtouxiang1/img_142_hsyl@.png,config/portrait/simple/img_142_hsyl@.png,config/big_hero/normal/img_142_hsyl@.png,1.35,{x=20;y=30},koudai_huashiyilong/hero_huashiyilong.skel,,config/big_hero/standby/img_142_hsyl@.png,,,,<7011;7012;7013>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.1,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,1.8,,,,,,,,,,,,,,,,,,,,,,
60711,小卡比兽,common,3,,,,<99>,,,,711,,config/portrait/speedranktouxiang/img_446_xkbs@.png,config/portrait/jinglingtouxiang/img_446_xkbs@.png,config/portrait/jinglingtouxiang1/img_446_xkbs@.png,config/portrait/simple/img_446_xkbs@.png,config/big_hero/normal/img_446_xkbs@.png,,{x=-30;y=10},koudai_xiaokabishou/hero_xiaokabishou.skel,,config/big_hero/standby/img_446_xkbs@.png,,,,<7111;7112;7113>,,,{headPos={y=230;x=0};hitPos={y=125;x=0};lifePos={y=270;x=0};namePos={y=270;x=0}},,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,0.6,,,,,,,,,,,,,,,,,,,,,,
60712,卡比兽,common,3,,,,<99>,,,,712,,config/portrait/speedranktouxiang/img_143_kbs@.png,config/portrait/jinglingtouxiang/img_143_kbs@.png,config/portrait/jinglingtouxiang1/img_143_kbs@.png,config/portrait/simple/img_143_kbs@.png,config/big_hero/normal/img_143_kbs@.png,1.45,{x=5;y=10},koudai_kabishou/hero_kabishou.skel,,config/big_hero/standby/img_143_kbs@.png,,,,<7121;7122;7123>,,,{headPos={y=330;x=0};hitPos={y=175;x=0};lifePos={y=370;x=0};namePos={y=370;x=0}},,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,2.1,,,,,,,,,,,,,,,,,,,,,,
60721,急冻鸟,common,3,6,10,,<99>,,,,721,,config/portrait/speedranktouxiang/img_144_jdn@.png,config/portrait/jinglingtouxiang/img_144_jdn@.png,config/portrait/jinglingtouxiang1/img_144_jdn@.png,config/portrait/simple/img_144_jdn@.png,config/big_hero/normal/img_144_jdn@.png,1.8,{x=10;y=-100},koudai_jidongniao/hero_jidongniao.skel,,config/big_hero/standby/img_144_jdn@.png,,{x=140;y=-20},<7215>,<7211;7212;7213>,,,{headPos={y=310;x=0};hitPos={y=165;x=0};lifePos={y=350;x=0};namePos={y=350;x=0}},,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,,1.7,,,,,,,,,,,,,,,,,,,,,,
60731,闪电鸟,common,3,5,10,,<99>,,,,731,,config/portrait/speedranktouxiang/img_145_sdn@.png,config/portrait/jinglingtouxiang/img_145_sdn@.png,config/portrait/jinglingtouxiang1/img_145_sdn@.png,config/portrait/simple/img_145_sdn@.png,config/big_hero/normal/img_145_sdn@.png,1.8,{x=-30;y=35},koudai_shandianniao/hero_shandianniao.skel,,config/big_hero/standby/img_145_sdn@.png,,{x=140;y=-20},<7314>,<7311;7312;7313>,,,{headPos={y=320;x=0};hitPos={y=170;x=0};lifePos={y=360;x=0};namePos={y=360;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<7321;7322;7323;7324;7326>,,,52.6,,1.6,,,,,,,,,,,,,,,,,,,,,,
60741,火焰鸟,common,3,2,10,,<99>,,,,741,,config/portrait/speedranktouxiang/img_146_hyn@.png,config/portrait/jinglingtouxiang/img_146_hyn@.png,config/portrait/jinglingtouxiang1/img_146_hyn@.png,config/portrait/simple/img_146_hyn@.png,config/big_hero/normal/img_146_hyn@.png,1.8,{x=-30;y=-60},koudai_huoyanniao/hero_huoyanniao.skel,,config/big_hero/standby/img_146_hyn@.png,,,,<7411;7412;7413>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,2,,,,,,,,,,,,,,,,,,,,,,
60751,迷你龙,common,3,15,,,<99>,,,,751,,config/portrait/speedranktouxiang/img_147_mnl@.png,config/portrait/jinglingtouxiang/img_147_mnl@.png,config/portrait/jinglingtouxiang1/img_147_mnl@.png,config/portrait/simple/img_147_mnl@.png,config/big_hero/normal/img_147_mnl@.png,1.2,{x=20;y=10},koudai_minilong/hero_minilong.skel,,config/big_hero/standby/img_147_mnl@.png,,{x=140;y=-20},,<>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,1.8,,,,,,,,,,,,,,,,,,,,,,
60752,哈克龙,common,3,15,,,<99>,,,,752,,config/portrait/speedranktouxiang/img_148_hkl@.png,config/portrait/jinglingtouxiang/img_148_hkl@.png,config/portrait/jinglingtouxiang1/img_148_hkl@.png,config/portrait/simple/img_148_hkl@.png,config/big_hero/normal/img_148_hkl@.png,1.6,{x=15;y=0},koudai_hakelong/hero_hakelong.skel,,config/big_hero/standby/img_148_hkl@.png,,{x=140;y=-20},,<>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,4,,,,,,,,,,,,,,,,,,,,,,
60753,快龙,common,3,15,10,,<99>,,,,753,,config/portrait/speedranktouxiang/img_149_kl@.png,config/portrait/jinglingtouxiang/img_149_kl@.png,config/portrait/jinglingtouxiang1/img_149_kl@.png,config/portrait/simple/img_149_kl@.png,config/big_hero/normal/img_149_kl@.png,1.2,{x=70;y=50},koudai_kuailong/hero_kuailong.skel,,config/big_hero/standby/img_149_kl@.png,,,,<7531;7532;7533;7534>,,,{headPos={y=320;x=0};hitPos={y=170;x=0};lifePos={y=360;x=0};namePos={y=360;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,2.2,,,,,,,,,,,,,,,,,,,,,,
60761,超梦,common,4,11,,,<99>,,,,761,,config/portrait/speedranktouxiang/img_150_cm@.png,config/portrait/jinglingtouxiang/img_150_cm@.png,config/portrait/jinglingtouxiang1/img_150_cm@.png,config/portrait/simple/img_150_cm@.png,config/big_hero/normal/img_150_cm@.png,1.8,{x=60;y=30},koudai_chaomeng/hero_chaomeng.skel,,config/big_hero/standby/img_150_cm@.png,,{x=140;y=-20},,<7611;7612;7613>,,,{headPos={y=320;x=0};hitPos={y=170;x=0};lifePos={y=360;x=0};namePos={y=360;x=0}},,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,2,,,,,,,,,,,,,,,,,,,,,,
60771,梦幻,common,3,11,,,<99;1201>,,,,771,,config/portrait/speedranktouxiang/img_151_mh@.png,config/portrait/jinglingtouxiang/img_151_mh@.png,config/portrait/jinglingtouxiang1/img_151_mh@.png,config/portrait/simple/img_151_mh@.png,config/big_hero/normal/img_151_mh@.png,1.3,{x=50;y=10},koudai_menghuan/hero_menghuan.skel,,config/big_hero/standby/img_151_mh@.png,,,,<7711;7712;7713>,,,{headPos={y=310;x=0};hitPos={y=165;x=0};lifePos={y=350;x=0};namePos={y=350;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.4,,,,,,,,,,,,,,,,,,,,,,
60781,菊草叶,common,2,4,,,<99>,,,,781,,config/portrait/speedranktouxiang/img_152_jcy@.png,config/portrait/jinglingtouxiang/img_152_jcy@.png,config/portrait/jinglingtouxiang1/img_152_jcy@.png,config/portrait/simple/img_152_jcy@.png,config/big_hero/normal/img_152_jcy@.png,,{x=-30;y=30},koudai_jucaoye/hero_jucaoye.skel,,config/big_hero/standby/img_152_jcy@.png,,,,<7811;7812;7813>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,1.9,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,0.9,,,,,,,,,,,,,,,,,,,,,,
60782,月桂叶,common,2,4,,,<99>,,,,782,,config/portrait/speedranktouxiang/img_153_ygy@.png,config/portrait/jinglingtouxiang/img_153_ygy@.png,config/portrait/jinglingtouxiang1/img_153_ygy@.png,config/portrait/simple/img_153_ygy@.png,config/big_hero/normal/img_153_ygy@.png,,{x=30;y=15},koudai_yueguiye/hero_yueguiye.skel,,config/big_hero/standby/img_153_ygy@.png,,,,<7821;7822;7823>,,,,,,,2.1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,1.2,,,,,,,,,,,,,,,,,,,,,,
60783,大竺葵,common,2,4,,,<99>,,,,783,,config/portrait/speedranktouxiang/img_154_dzk@.png,config/portrait/jinglingtouxiang/img_154_dzk@.png,config/portrait/jinglingtouxiang1/img_154_dzk@.png,config/portrait/simple/img_154_dzk@.png,config/big_hero/normal/img_154_dzk@.png,1.1,{x=0;y=30},koudai_dazhukui/hero_dazhukui.skel,,config/big_hero/standby/img_154_dzk@.png,,,,<7831;7832;7833>,,,{headPos={y=340;x=0};hitPos={y=180;x=0};lifePos={y=380;x=0};namePos={y=380;x=0}},,,,2.6,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,,1.8,,,,,,,,,,,,,,,,,,,,,,
60791,火球鼠,common,2,2,,,<99>,,,,791,,config/portrait/speedranktouxiang/img_155_hqs@.png,config/portrait/jinglingtouxiang/img_155_hqs@.png,config/portrait/jinglingtouxiang1/img_155_hqs@.png,config/portrait/simple/img_155_hqs@.png,config/big_hero/normal/img_155_hqs@.png,,{x=50;y=40},koudai_huoqiushu/hero_huoqiushu.skel,,config/big_hero/standby/img_155_hqs@.png,,,,<7911;7912;7913>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,2.7,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,0.5,,,,,,,,,,,,,,,,,,,,,,
60792,火岩鼠,common,2,2,,,<99>,,,,792,,config/portrait/speedranktouxiang/img_156_hys@.png,config/portrait/jinglingtouxiang/img_156_hys@.png,config/portrait/jinglingtouxiang1/img_156_hys@.png,config/portrait/simple/img_156_hys@.png,config/big_hero/normal/img_156_hys@.png,,{x=0;y=20},koudai_huoyanshu/hero_huoyanshu.skel,,config/big_hero/standby/img_156_hys@.png,,,,<7921;7922;7923>,,,{headPos={y=250;x=0};hitPos={y=135;x=0};lifePos={y=290;x=0};namePos={y=290;x=0}},,,,2.3,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,0.9,,,,,,,,,,,,,,,,,,,,,,
60793,火暴兽,common,2,2,,,<99>,,,,793,,config/portrait/speedranktouxiang/img_157_hbs@.png,config/portrait/jinglingtouxiang/img_157_hbs@.png,config/portrait/jinglingtouxiang1/img_157_hbs@.png,config/portrait/simple/img_157_hbs@.png,config/big_hero/normal/img_157_hbs@.png,1.5,{x=-30;y=90},koudai_huobaoshou/hero_huobaoshou.skel,,config/big_hero/standby/img_157_hbs@.png,,,,<7931;7932;7933>,,,{headPos={y=310;x=0};hitPos={y=165;x=0};lifePos={y=350;x=0};namePos={y=350;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,,1.7,,,,,,,,,,,,,,,,,,,,,,
60801,小锯鳄,common,2,3,,,<99>,,,,801,,config/portrait/speedranktouxiang/img_158_xje@.png,config/portrait/jinglingtouxiang/img_158_xje@.png,config/portrait/jinglingtouxiang1/img_158_xje@.png,config/portrait/simple/img_158_xje@.png,config/big_hero/normal/img_158_xje@.png,,{x=20;y=15},koudai_xiaojue/hero_xiaojue.skel,,config/big_hero/standby/img_158_xje@.png,,{x=140;y=-20},,<8011;8012;8013>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,0.6,,,,,,,,,,,,,,,,,,,,,,
60802,蓝鳄,common,2,3,,,<99>,,,,802,,config/portrait/speedranktouxiang/img_159_le@.png,config/portrait/jinglingtouxiang/img_159_le@.png,config/portrait/jinglingtouxiang1/img_159_le@.png,config/portrait/simple/img_159_le@.png,config/big_hero/normal/img_159_le@.png,1.1,{x=40;y=20},koudai_lane/hero_lane.skel,,config/big_hero/standby/img_159_le@.png,,{x=140;y=-20},,<8021;8022;8023>,,,{headPos={y=270;x=0};hitPos={y=145;x=0};lifePos={y=310;x=0};namePos={y=310;x=0}},,,,2.6,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1.1,,,,,,,,,,,,,,,,,,,,,,
60803,大力鳄,common,2,3,,,<99>,,,,803,,config/portrait/speedranktouxiang/img_160_dle@.png,config/portrait/jinglingtouxiang/img_160_dle@.png,config/portrait/jinglingtouxiang1/img_160_dle@.png,config/portrait/simple/img_160_dle@.png,config/big_hero/normal/img_160_dle@.png,1.3,,koudai_dalie/hero_dalie.skel,,config/big_hero/standby/img_160_dle@.png,,{x=140;y=-20},,<8031;8032;8033>,,,{headPos={y=290;x=0};hitPos={y=155;x=0};lifePos={y=330;x=0};namePos={y=330;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,,2.3,,,,,,,,,,,,,,,,,,,,,,
60861,波克比,common,3,18,,,<99>,,,,861,,config/portrait/speedranktouxiang/img_175_bkb@.png,config/portrait/jinglingtouxiang/img_175_bkb@.png,config/portrait/jinglingtouxiang1/img_175_bkb@.png,config/portrait/simple/img_175_bkb@.png,config/big_hero/normal/img_175_bkb@.png,,{x=0;y=20},koudai_bokebi/hero_bokebi.skel,,config/big_hero/standby/img_175_bkb@.png,,,,<8611;8612;8613>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0.3,,,,,,,,,,,,,,,,,,,,,,
60862,波克基古,common,3,18,10,,<99>,,,,862,,config/portrait/speedranktouxiang/img_176_bkjg@.png,config/portrait/jinglingtouxiang/img_176_bkjg@.png,config/portrait/jinglingtouxiang1/img_176_bkjg@.png,config/portrait/simple/img_176_bkjg@.png,config/big_hero/normal/img_176_bkjg@.png,1.1,{x=0;y=15},koudai_bokejigu/hero_bokejigu.skel,,config/big_hero/standby/img_176_bkjg@.png,,,,<8621;8622;8623>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,2.3,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,0.6,,,,,,,,,,,,,,,,,,,,,,
60863,波克基斯,common,3,18,10,,<99>,,,,863,,config/portrait/speedranktouxiang/img_468_bkjs@.png,config/portrait/jinglingtouxiang/img_468_bkjs@.png,config/portrait/jinglingtouxiang1/img_468_bkjs@.png,config/portrait/simple/img_468_bkjs@.png,config/big_hero/normal/img_468_bkjs@.png,1.3,{x=-30;y=80},koudai_bokejisi/hero_bokejisi.skel,,config/big_hero/standby/img_468_bkjs@.png,,{x=0;y=30},,<8631;8632;8633>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,2.1,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,1.5,,,,,,,,,,,,,,,,,,,,,,
60881,咩利羊,common,3,5,,,<99>,,,,881,,config/portrait/speedranktouxiang/img_179_mly@.png,config/portrait/jinglingtouxiang/img_179_mly@.png,config/portrait/jinglingtouxiang1/img_179_mly@.png,config/portrait/simple/img_179_mly@.png,config/big_hero/normal/img_179_mly@.png,1.1,{x=20;y=40},koudai_mieliyang/hero_mieliyang.skel,,config/big_hero/standby/img_179_mly@.png,,,<>,<8811;8812;8813>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,0.6,,,,,,,,,,,,,,,,,,,,,,
60882,茸茸羊,common,3,5,,,<99>,,,,882,,config/portrait/speedranktouxiang/img_180_rry@.png,config/portrait/jinglingtouxiang/img_180_rry@.png,config/portrait/jinglingtouxiang1/img_180_rry@.png,config/portrait/simple/img_180_rry@.png,config/big_hero/normal/img_180_rry@.png,,{x=0;y=15},koudai_rongrongyang/hero_rongrongyang.skel,,config/big_hero/standby/img_180_rry@.png,,,<>,<8821;8822;8823>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,2.3,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,0.8,,,,,,,,,,,,,,,,,,,,,,
60883,电龙,common,3,5,,,<99>,,,,883,,config/portrait/speedranktouxiang/img_181_dl@.png,config/portrait/jinglingtouxiang/img_181_dl@.png,config/portrait/jinglingtouxiang1/img_181_dl@.png,config/portrait/simple/img_181_dl@.png,config/big_hero/normal/img_181_dl@.png,1.8,{x=-30;y=-30},koudai_dianlong/hero_dianlong.skel,,config/big_hero/standby/img_181_dl@.png,,{x=0;y=30},<>,<8831;8832;8833>,,,,,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,,1.4,,,,,,,,,,,,,,,,,,,,,,
60884,超级电龙,common,3,5,15,,<99>,,,,884,,config/portrait/speedranktouxiang/img_181_cjdl@.png,config/portrait/jinglingtouxiang/img_181_cjdl@.png,config/portrait/jinglingtouxiang1/img_181_cjdl@.png,config/portrait/simple/img_181_cjdl@.png,config/big_hero/normal/img_181_cjdl@.png,1.5,{x=-25;y=0},koudai_dianlongmega/hero_dianlongmega.skel,,config/big_hero/standby/img_181_cjdl@.png,,{x=140;y=-20},<>,<8841;8842;8843>,,,{headPos={y=260;x=0};hitPos={y=150;x=0};lifePos={y=320;x=0};namePos={y=300;x=0}},,,,2.5,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,,1.4,,,,,,,,,,,,,,,,,,,,,,
60891,露力丽,common,,,18,,<99>,,,,891,,config/portrait/speedranktouxiang/img_298_lll@.png,config/portrait/jinglingtouxiang/img_298_lll@.png,config/portrait/jinglingtouxiang1/img_298_lll@.png,config/portrait/simple/img_298_lll@.png,config/big_hero/normal/img_298_lll@.png,1.2,{x=20;y=5},koudai_lulili/hero_lulili.skel,,config/big_hero/standby/img_298_lll@.png,,,,<8911;8912;8913>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.2,,,,,,,,,,,,,,,,,,,,,,
