变量名,sceneName,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag,monsters3,skillLevel2,demonCorrect3,demonCorrect2,boss3,showLevel3,skillLevel3,monsters2,showLevel2,boss2,playNumber,bg_boss_pos2,bg_boss_pos3,roundLimit2,roundLimit3,sceneCount2,sceneCount3,sceneLevel2,sceneLevel3
12401,迷失山林,,<{advance=18;unitId=63542;level=166};{advance=18;unitId=62961;level=166};{advance=18;unitId=60071;level=166};{advance=18;unitId=60133;level=166};{advance=18;unitId=61221;level=166}>,<{advance=20;unitId=71802;level=166}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_354_zzww@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,166,840,840,,,,,6,120,6,{5000=0;5027=0;5043=0},4410,,{13=2;14=3},{13=2;14=4},,,,1,,{x=1449;y=1073},,<<1449;1073>>,,,,1,,,,,,,,,,,,,,,,,,,,
12402,迷失山林,,<{advance=18;unitId=60771;level=167};{advance=18;unitId=60033;level=167};{advance=18;unitId=60303;level=167};{advance=18;unitId=63002;level=167};{advance=18;unitId=63543;level=167}>,<{advance=20;unitId=73201;level=167}>,config/portrait/simple/img_642_ldy@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_642_ldy@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,167,845,845,,,,,6,120,6,{5000=0;5027=0;5043=0},4410,,{13=2;14=3},{13=2;14=4},,,,,{gold=10000;rmb=10;talent_point=1},{x=1669;y=861},{y=967;x=1935},<<1449;1073>;<1669;861>>,,,,,,,,,,,,,,,,,,,,,,,,
12403,迷失山林,,<{advance=18;unitId=60883;level=168};{advance=18;unitId=61502;level=168};{advance=18;unitId=60053;level=168};{advance=18;unitId=60303;level=168};{advance=18;unitId=60301;level=168}>,<{advance=20;unitId=73191;level=168}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_641_ljy@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,168,850,850,,,,,6,120,6,{5000=0;5027=0;5043=0},4410,,{13=2;14=3},{13=2;14=4},,,,,,{x=2049;y=731},,<<1669;861>;<1935;967>;<2049;731>>,,,,,,,,,,,,,,,,,,,,,,,,
12404,迷失山林,,<{advance=18;unitId=62073;level=169};{advance=18;unitId=60051;level=169};{advance=18;unitId=60351;level=169};{advance=18;unitId=60792;level=169};{advance=18;unitId=61221;level=169}>,<{advance=20;unitId=70721;level=169}>,config/portrait/simple/img_144_jdn@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_144_jdn@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,169,855,855,,,,,6,120,6,{5000=0;5027=0;5043=0},4410,,{13=2;14=3},{13=2;14=4},,,,,{gold=10000;rmb=10;talent_point=1},{x=1921;y=492},{y=560;x=1689},<<2049;731>;<1921;492>>,,,,,,,,,,,,,,,,,,,,,,,,
12405,迷失山林,,<{advance=18;unitId=60332;level=170};{advance=18;unitId=60092;level=170};{advance=18;unitId=62012;level=170};{advance=18;unitId=60591;level=170};{advance=18;unitId=60482;level=170}>,<{advance=20;unitId=73231;level=170}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_645_tdy@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,170,860,860,,,,,6,120,6,{5000=0;5025=0;5044=0},4410,,{13=2;14=3},{13=2;14=4},,,,1,,{x=1451;y=621},,<<1921;492>;<1689;560>;<1451;621>>,,,,1,,,,,,,,,,,,,,,,,,,,
12406,迷失山林,,<{advance=18;unitId=62012;level=171};{advance=18;unitId=61612;level=171};{advance=18;unitId=60393;level=171};{advance=18;unitId=60891;level=171};{advance=18;unitId=61252;level=171}>,<{advance=20;unitId=70333;level=171}>,config/portrait/simple/img_462_zbcg@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_462_zbcg@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,171,865,865,,,,,6,120,6,{5000=0;5025=0;5044=0},4410,,{13=2;14=3},{13=2;14=4},,,,,{gold=10000;rmb=10;talent_point=1},{x=1307;y=384},{y=364;x=1039},<<1451;621>;<1307;384>>,,,,,,,,,,,,,,,,,,,,,,,,
12407,迷失山林,,<{advance=18;unitId=60022;level=172};{advance=18;unitId=60551;level=172};{advance=18;unitId=60471;level=172};{advance=18;unitId=60692;level=172};{advance=18;unitId=60301;level=172}>,<{advance=20;unitId=183353;level=172}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_671_hjfr@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,172,870,870,,,,,6,120,6,{5000=0;5025=0;5044=0},4410,,{13=2;14=3},{13=2;14=4},,,,,,{x=742;y=490},,<<1307;384>;<1039;364>;<742;490>>,,,,,,,,,,,,,,,,,,,,,,,,
12408,迷失山林,,<{advance=18;unitId=62012;level=173};{advance=18;unitId=60262;level=173};{advance=18;unitId=60601;level=173};{advance=18;unitId=60472;level=173};{advance=18;unitId=60022;level=173}>,<{advance=20;unitId=180163;level=173}>,config/portrait/simple/img_169_czf@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_169_czf@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,173,875,875,,,,,6,120,6,{5000=0;5026=0;5045=0},4410,,{13=2;14=3},{13=2;14=4},,,,1,{gold=10000;rmb=10;talent_point=1},{x=618;y=702},{y=747;x=868},<<742;490>;<618;702>>,,,,1,,,,,,,,,,,,,,,,,,,,
12409,迷失山林,,<{advance=18;unitId=60792;level=174};{advance=18;unitId=60392;level=174};{advance=18;unitId=60301;level=174};{advance=18;unitId=60391;level=174};{advance=18;unitId=60391;level=174}>,<{advance=22;unitId=181396;level=174}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_282_cjsnd@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,174,880,880,,,,,6,120,6,{5000=0;5026=0;5045=0},4410,,{13=2;14=3},{13=2;14=4},,,,,,{x=654;y=933},,<<618;702>;<868;747>;<654;933>>,,,,,,,,,,,,,,,,,,,,,,,,
12410,迷失山林,,<{advance=18;unitId=60052;level=175};{advance=18;unitId=60272;level=175};{advance=18;unitId=63542;level=175};{advance=18;unitId=60051;level=175};{advance=18;unitId=60263;level=175}>,<{advance=22;unitId=183241;level=175}>,config/portrait/simple/img_646_qlm@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_646_qlm@.png,,34,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,175,885,885,,,,,6,120,6,{5000=0;5026=0;5045=0},4410,,{13=2;14=3},{13=2;14=4},,,,,,{x=1075;y=1055},,<<654;933>;<1075;1055>>,,,,,,,,,,,,,,,,,,,,,,,,
12501,风絮镇,,<{advance=19;unitId=60021;level=176};{advance=19;unitId=60022;level=176};{advance=19;unitId=60013;level=176};{advance=19;unitId=60593;level=176};{advance=19;unitId=60792;level=176}>,<{advance=23;unitId=70611;level=176}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_127_kls@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,176,890,890,,,,,6,120,6,{5000=0;5046=0},4620,,{14=4},{14=5},,,,1,,{x=1490;y=250},,<<1490;250>>,,,,1,,,,,,,,,,,,,,,,,,,,
12502,风絮镇,,<{advance=19;unitId=60393;level=177};{advance=19;unitId=60001;level=177};{advance=19;unitId=60481;level=177};{advance=19;unitId=60552;level=177};{advance=19;unitId=62012;level=177}>,<{advance=23;unitId=70503;level=177}>,config/portrait/simple/img_242_xfd@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_242_xfd@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,177,895,895,,,,,6,120,6,{5000=0;5046=0},4620,,{14=4},{14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=954;y=324},{y=409;x=776},<<1490;250>;<1362;299>;<954;324>>,,,,,,,,,,,,,,,,,,,,,,,,
12503,风絮镇,,<{advance=19;unitId=61292;level=178};{advance=19;unitId=60392;level=178};{advance=19;unitId=60601;level=178};{advance=19;unitId=61351;level=178};{advance=19;unitId=61352;level=178}>,<{advance=23;unitId=73161;level=178}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_638_gplw@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,178,900,900,,,,,6,120,6,{5000=0;5046=0},4620,,{14=4},{14=5},,,,,,{x=714;y=584},,<<954;324>;<776;409>;<714;584>>,,,,,,,,,,,,,,,,,,,,,,,,
12504,风絮镇,,<{advance=19;unitId=62231;level=179};{advance=19;unitId=62351;level=179};{advance=19;unitId=62891;level=179};{advance=19;unitId=60603;level=179};{advance=19;unitId=63471;level=179}>,<{advance=23;unitId=70641;level=179}>,config/portrait/simple/img_131_lpls@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_131_lpls@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,179,905,905,,,,,6,120,6,{5000=0;5046=0},4620,,{14=4},{14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=1160;y=476},{y=482;x=1480},<<714;584>;<920;518>;<1160;476>>,,,,,,,,,,,,,,,,,,,,,,,,
12505,风絮镇,,<{advance=19;unitId=60092;level=180};{advance=19;unitId=62271;level=180};{advance=19;unitId=62271;level=180};{advance=19;unitId=60001;level=180};{advance=19;unitId=62012;level=180}>,<{advance=23;unitId=70701;level=180}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_142_hsyl@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,180,910,910,,,,,6,120,6,{5000=0;5047=0},4620,,{14=4},{14=5},,,,1,,{x=1972;y=446},,<<1160;476>;<1480;482>;<1972;446>>,,,,1,,,,,,,,,,,,,,,,,,,,
12506,风絮镇,,<{advance=19;unitId=60471;level=181};{advance=19;unitId=61303;level=181};{advance=19;unitId=63282;level=181};{advance=19;unitId=60071;level=181};{advance=19;unitId=61303;level=181}>,<{advance=23;unitId=70863;level=181}>,config/portrait/simple/img_468_bkjs@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_468_bkjs@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,181,915,915,,,,,6,120,6,{5000=0;5047=0},4620,,{14=4},{14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=1904;y=832},{y=820;x=1720},<<1972;446>;<1832;726>;<1904;832>>,,,,,,,,,,,,,,,,,,,,,,,,
12507,风絮镇,,<{advance=19;unitId=63561;level=182};{advance=19;unitId=60262;level=182};{advance=19;unitId=63471;level=182};{advance=19;unitId=60331;level=182};{advance=19;unitId=61292;level=182}>,<{advance=23;unitId=180972;level=182}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_429_mym@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,182,920,920,,,,,6,120,6,{5000=0;5047=0},4620,,{14=4},{14=5},,,,,,{x=1472;y=708},,<<1904;832>;<1720;820>;<1472;708>>,,,,,,,,,,,,,,,,,,,,,,,,
12508,风絮镇,,<{advance=19;unitId=60471;level=183};{advance=19;unitId=60472;level=183};{advance=19;unitId=63301;level=183};{advance=19;unitId=60131;level=183};{advance=19;unitId=60552;level=183}>,<{advance=23;unitId=181772;level=183}>,config/portrait/simple/img_350_mns@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_350_mns@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,183,925,925,,,,,6,120,6,{5000=0;5048=0},4620,,{14=4},{14=5},,,,1,{gold=10000;rmb=10;talent_point=1},{x=422;y=826},{y=812;x=1004},<<1472;708>;<1188;674>;<422;826>>,,,,1,,,,,,,,,,,,,,,,,,,,
12509,风絮镇,,<{advance=19;unitId=60101;level=184};{advance=19;unitId=60391;level=184};{advance=19;unitId=61612;level=184};{advance=19;unitId=60393;level=184};{advance=19;unitId=62012;level=184}>,<{advance=24;unitId=182023;level=184}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_392_lyh@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,184,930,930,,,,,6,120,6,{5000=0;5048=0},4620,,{14=4},{14=5},,,,,,{x=1536;y=934},,<<422;826>;<1004;812>;<1536;934>>,,,,,,,,,,,,,,,,,,,,,,,,
12510,风絮镇,,<{advance=19;unitId=60472;level=185};{advance=19;unitId=60552;level=185};{advance=19;unitId=63472;level=185};{advance=19;unitId=63341;level=185};{advance=19;unitId=60601;level=185}>,<{advance=24;unitId=183601;level=185}>,config/portrait/simple/img_716_zenys@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_716_zenys@.png,,35,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,185,935,935,,,,,6,120,6,{5000=0;5048=0},4620,,{14=4},{14=5},,,,,,{x=1242;y=982},,<<1536;934>;<1398;882>;<1242;982>>,,,,,,,,,,,,,,,,,,,,,,,,
12601,密阿雷市,,<{advance=20;unitId=60803;level=186};{advance=20;unitId=60721;level=186};{advance=20;unitId=60102;level=186};{advance=20;unitId=60102;level=186};{advance=20;unitId=60301;level=186}>,<{advance=25;unitId=70382;level=186}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_91_cjb@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,186,940,940,,,,,6,120,6,{5000=0;5030=0;5049=0},4830,,{13=1;14=4},{13=2;14=5},,,,1,,{x=2191;y=468},,<<2191;468>>,,,,1,,,,,,,,,,,,,,,,,,,,
12602,密阿雷市,,<{advance=20;unitId=62483;level=187};{advance=20;unitId=61813;level=187};{advance=20;unitId=61302;level=187};{advance=20;unitId=60043;level=187};{advance=20;unitId=60552;level=187}>,<{advance=25;unitId=73181;level=187}>,config/portrait/simple/img_640_bljw@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_640_bljw@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,187,945,945,,,,,6,120,6,{5000=0;5030=0;5049=0},4830,,{13=1;14=4},{13=2;14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=1516;y=276},{y=297;x=1174},<<2191;468>;<1919;576>;<1516;276>>,,,,,,,,,,,,,,,,,,,,,,,,
12603,密阿雷市,,<{advance=20;unitId=60012;level=188};{advance=20;unitId=60102;level=188};{advance=20;unitId=63472;level=188};{advance=20;unitId=61862;level=188};{advance=20;unitId=62073;level=188}>,<{advance=25;unitId=70883;level=188}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_181_dl@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,188,950,950,,,,,6,120,6,{5000=0;5030=0;5049=0},4830,,{13=1;14=4},{13=2;14=5},,,,,,{x=897;y=292},,<<1516;276>;<1174;297>;<897;292>>,,,,,,,,,,,,,,,,,,,,,,,,
12604,密阿雷市,,<{advance=20;unitId=63541;level=189};{advance=20;unitId=64023;level=189};{advance=20;unitId=61172;level=189};{advance=20;unitId=62073;level=189};{advance=20;unitId=61422;level=189}>,<{advance=25;unitId=70403;level=189}>,config/portrait/simple/img_208_cjdgs@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_208_cjdgs@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,189,955,955,,,,,6,120,6,{5000=0;5030=0;5049=0},4830,,{13=1;14=4},{13=2;14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=510;y=472},{y=702;x=695},<<897;292>;<722;432>;<510;472>>,,,,,,,,,,,,,,,,,,,,,,,,
12605,密阿雷市,,<{advance=20;unitId=63292;level=190};{advance=20;unitId=60072;level=190};{advance=20;unitId=61393;level=190};{advance=20;unitId=60061;level=190};{advance=20;unitId=60351;level=190}>,<{advance=25;unitId=72411;level=190}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_489_fon@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,190,960,960,,,,,6,120,6,{5000=0;5028=0;5050=0},4830,,{13=1;14=4},{13=2;14=5},,,,1,,{x=551;y=873},,<<510;472>;<695;702>;<551;873>>,,,,1,,,,,,,,,,,,,,,,,,,,
12606,密阿雷市,,<{advance=20;unitId=60883;level=191};{advance=20;unitId=60002;level=191};{advance=20;unitId=62271;level=191};{advance=20;unitId=60691;level=191};{advance=20;unitId=61612;level=191}>,<{advance=25;unitId=74081;level=191}>,config/portrait/simple/img_798_zyj@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_798_zyj@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,191,965,965,,,,,6,120,6,{5000=0;5028=0;5050=0},4830,,{13=1;14=4},{13=2;14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=947;y=1095},{y=1113;x=1194},<<551;873>;<760;999>;<947;1095>>,,,,,,,,,,,,,,,,,,,,,,,,
12607,密阿雷市,,<{advance=20;unitId=60632;level=192};{advance=20;unitId=61501;level=192};{advance=20;unitId=63541;level=192};{advance=20;unitId=62012;level=192};{advance=20;unitId=60471;level=192}>,<{advance=25;unitId=180731;level=192}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_145_sdn@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,192,970,970,,,,,6,120,6,{5000=0;5028=0;5050=0},4830,,{13=1;14=4},{13=2;14=5},,,,,,{x=1457;y=1093},,<<947;1095>;<1194;1113>;<1457;1093>>,,,,,,,,,,,,,,,,,,,,,,,,
12608,密阿雷市,,<{advance=20;unitId=60883;level=193};{advance=20;unitId=60392;level=193};{advance=20;unitId=60332;level=193};{advance=20;unitId=61291;level=193};{advance=20;unitId=60691;level=193}>,<{advance=25;unitId=182493;level=193}>,config/portrait/simple/img_503_djg@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_503_djg@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,193,975,975,,,,,6,120,6,{5000=0;5029=0;5051=0},4830,,{13=1;14=4},{13=2;14=5},,,,1,{gold=10000;rmb=10;talent_point=1},{x=1212;y=670},{y=807;x=1457},<<1457;1093>;<1379;972>;<1212;670>>,,,,1,,,,,,,,,,,,,,,,,,,,
12609,密阿雷市,,<{advance=20;unitId=63472;level=194};{advance=20;unitId=60062;level=194};{advance=20;unitId=63412;level=194};{advance=20;unitId=60572;level=194};{advance=20;unitId=63281;level=194}>,<{advance=26;unitId=287052;level=194}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_796_dsm@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,194,980,980,,,,,6,120,6,{5000=0;5029=0;5051=0},4830,,{13=1;14=4},{13=2;14=5},,,,,,{x=1671;y=855},,<<1212;670>;<1457;807>;<1671;855>>,,,,,,,,,,,,,,,,,,,,,,,,
12610,密阿雷市,,<{advance=20;unitId=61813;level=195};{advance=20;unitId=63472;level=195};{advance=20;unitId=60371;level=195};{advance=20;unitId=60332;level=195};{advance=20;unitId=60552;level=195}>,<{advance=26;unitId=84111;level=195}>,config/portrait/simple/img_801_mjyn@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_801_mjyn@.png,,36,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,195,985,985,,,,,6,120,6,{5000=0;5029=0;5051=0},4830,,{13=1;14=4},{13=2;14=5},,,,,,{x=2016;y=978},,<<1671;855>;<1881;891>;<2016;978>>,,,,,,,,,,,,,,,,,,,,,,,,
12701,雪风镇,,<{advance=21;unitId=62012;level=196};{advance=21;unitId=62822;level=196};{advance=21;unitId=60232;level=196};{advance=21;unitId=60593;level=196};{advance=21;unitId=60491;level=196}>,<{advance=25;unitId=212132;level=196}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_419_fqy@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,196,990,990,,,,,6,120,6,{5000=0;5052=0},5040,,{14=4},{14=5},,,,1,,{x=290;y=750},,<<290;750>>,,,,1,,,,,,,,,,,,,,,,,,,,
12702,雪风镇,,<{advance=21;unitId=60092;level=197};{advance=21;unitId=60262;level=197};{advance=21;unitId=60101;level=197};{advance=21;unitId=60792;level=197};{advance=21;unitId=60481;level=197}>,<{advance=25;unitId=73413;level=197}>,config/portrait/simple/img_681_jdjg@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_681_jdjg@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,197,995,995,,,,,6,120,6,{5000=0;5052=0},5040,,{14=4},{14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=640;y=692},{y=636;x=818},<<290;750>;<448;690>;<640;692>>,,,,,,,,,,,,,,,,,,,,,,,,
12703,雪风镇,,<{advance=21;unitId=63281;level=198};{advance=21;unitId=60721;level=198};{advance=21;unitId=61612;level=198};{advance=21;unitId=60272;level=198};{advance=21;unitId=60101;level=198}>,<{advance=25;unitId=212411;level=198}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_489_fon@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,198,1000,1000,,,,,6,120,6,{5000=0;5052=0},5040,,{14=4},{14=5},,,,,,{x=906;y=464},,<<640;692>;<818;636>;<906;464>>,,,,,,,,,,,,,,,,,,,,,,,,
12704,雪风镇,,<{advance=21;unitId=63281;level=199};{advance=21;unitId=61421;level=199};{advance=21;unitId=60101;level=199};{advance=21;unitId=60803;level=199};{advance=21;unitId=61221;level=199}>,<{advance=25;unitId=73592;level=199}>,config/portrait/simple/img_715_ybl@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_715_ybl@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,199,1005,1005,,,,,6,120,6,{5000=0;5052=0},5040,,{14=4},{14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=1168;y=708},{y=596;x=1306},<<906;464>;<996;626>;<1168;708>>,,,,,,,,,,,,,,,,,,,,,,,,
12705,雪风镇,,<{advance=21;unitId=60052;level=200};{advance=21;unitId=60263;level=200};{advance=21;unitId=60791;level=200};{advance=21;unitId=60601;level=200};{advance=21;unitId=60001;level=200}>,<{advance=25;unitId=72411;level=200}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_202_grw@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,200,1010,1010,,,,,6,120,6,{5000=0;5053=0},5040,,{14=4},{14=5},,,,1,,{x=1442;y=500},,<<1168;708>;<1306;596>;<1442;500>>,,,,1,,,,,,,,,,,,,,,,,,,,
12706,雪风镇,,<{advance=21;unitId=62073;level=201};{advance=21;unitId=60052;level=201};{advance=21;unitId=61393;level=201};{advance=21;unitId=60472;level=201};{advance=21;unitId=63302;level=201}>,<{advance=25;unitId=73843;level=201}>,config/portrait/simple/img_763_tlmh@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_763_tlmh@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,201,1015,1015,,,,,6,120,6,{5000=0;5053=0},5040,,{14=4},{14=5},,,,,{gold=10000;rmb=10;talent_point=1},{x=1436;y=204},{y=247;x=1644},<<1442;500>;<1576;490>;<1436;204>>,,,,,,,,,,,,,,,,,,,,,,,,
12707,雪风镇,,<{advance=21;unitId=60052;level=202};{advance=21;unitId=60262;level=202};{advance=21;unitId=60552;level=202};{advance=21;unitId=60132;level=202};{advance=21;unitId=60061;level=202}>,<{advance=25;unitId=183683;level=202}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_730_xshr@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,202,1020,1020,,,,,6,120,6,{5000=0;5053=0},5040,,{14=4},{14=5},,,,,,{x=1812;y=282},,<<1436;204>;<1644;247>;<1812;282>>,,,,,,,,,,,,,,,,,,,,,,,,
12708,雪风镇,,<{advance=21;unitId=62073;level=203};{advance=21;unitId=60463;level=203};{advance=21;unitId=61353;level=203};{advance=21;unitId=60803;level=203};{advance=21;unitId=60371;level=203}>,<{advance=25;unitId=84071;level=203}>,config/portrait/simple/img_797_thhy@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_797_thhy@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,203,1025,1025,,,,,6,120,6,{5000=0;5054=0},5040,,{14=4},{14=5},,,,1,{gold=10000;rmb=10;talent_point=1},{x=2094;y=414},{y=494;x=1694},<<1812;282>;<2008;302>;<2094;414>>,,,,1,,,,,,,,,,,,,,,,,,,,
12709,雪风镇,,<{advance=21;unitId=60471;level=204};{advance=21;unitId=60262;level=204};{advance=21;unitId=63281;level=204};{advance=21;unitId=60542;level=204};{advance=21;unitId=63291;level=204}>,<{advance=26;unitId=183191;level=204}>,,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_641_ljy@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,204,1030,1030,,,,,6,120,6,{5000=0;5054=0},5040,,{14=4},{14=5},,,,,,{x=1928;y=602},,<<2094;414>;<1694;494>;<1928;602>>,,,,,,,,,,,,,,,,,,,,,,,,
12710,雪风镇,,<{advance=21;unitId=60883;level=205};{advance=21;unitId=60262;level=205};{advance=21;unitId=60271;level=205};{advance=21;unitId=60003;level=205};{advance=21;unitId=62633;level=205}>,<{advance=26;unitId=184023;level=205}>,config/portrait/simple/img_791_sejlo@.png,,4,,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_791_sejlo@.png,,37,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,205,1035,1035,,,,,6,120,6,{5000=0;5054=0},5040,,{14=4},{14=5},,,,,,{x=2030;y=834},,<<1928;602>;<2228;680>;<2030;834>>,,,,,,,,,,,,,,,,,,,,,,,,
