变量名,变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,__version
151132,,1,,,,,,,,,<{zorder=999;delay=0;lastTime=9999}>,<{t=0;absX=1680;absY=680;delay=0};{t=80;absX=1000;absY=880;delay=2280};{t=0;absX=1350;absY=-500;delay=2420;scale=0.6};{t=170;absX=1350;absY=700;delay=2460;scale=1.4};{t=900;absX=1350;absY=800;rot=5;delay=2620;scale=0.6}>,<{hide=TRUE;delay=0;lastTime=5500}>,,,,<90;308091>,,,,,
151133,,307091,,,,,,,,,,,,1,koudai_beijing/senlin.skel,{screenPos=0;addTolayer=-1;zorder=0;offsetX=0;lastTime=10466;aniLoop=FALSE;aniName=qialeimu_skill2;offsetY=100;scale=0.6},,,,,,
151211,,308001,,,,<0.5;0.5>,,<0;166.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
151221,,308003,,,,<0.4;0.2;0.2;0.2>,,<0;433;133;133>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
151231,,308007,,,,<0.5;0.5>,,<0;2333>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,{bones=<hitman_move>},,,,
151232,,1,,,,,,,,,<{zorder=999;delay=0;lastTime=9999}>,<{t=0;absX=1680;absY=680;delay=0};{t=80;absX=1000;absY=880;delay=2280};{t=0;absX=1350;absY=-500;delay=2420;scale=0.6};{t=170;absX=1350;absY=700;delay=2460;scale=1.4};{t=900;absX=1350;absY=800;rot=5;delay=2620;scale=0.6}>,<{hide=TRUE;delay=0;lastTime=5500}>,,,,<90;308091>,,,,,
151233,,308091,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=0;offsetX=0;lastTime=10466;aniLoop=FALSE;aniName=qialeimu_skill2;offsetY=100;scale=0.6},,,,,,
161111,,322001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
161121,,322002,,,,<0.3;0.3;0.4>,,<0;300;300>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
161131,,322005,,,,<0.4;0.3;0.3>,,<0;400;400>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
161211,,323001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
161221,,323002,,,,<0.3;0.3;0.4>,,<0;300;366.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
161231,,323005,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;366.67;266.67;166.67;266.67>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,<{zorder=-999;delay=0;lastTime=2200}>,,,,,,,,,,,
164111,,327001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
164121,,327002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
164131,,327003,,,,<0.5;0.5>,,<0;600>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
164132,,1,,,,,,,,,<{zorder=-1;delay=0;lastTime=10000}>,,,,,,<90;327090>,{bones=<hitman_move>},,,,
164133,,327090,,,,,,,,,,,,1,koudai_huanghuangban/hero_huanghuangban.skel,{screenPos=0;addTolayer=-1;offsetY=0;offsetX=0;lastTime=6900;aniLoop=FALSE;zorder=-99;aniName=skill2_hou},,,,,,
165111,,328001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
165121,,328002,,,,<0.5;0.5>,,<0;66.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
165131,,328004,,,,<0.3;0.3;0.4>,,<0;300;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
165132,,1,,,,,,,,,<{zorder=-1;delay=0;lastTime=4100}>,,,,,,<90>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
165211,,329001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
165221,,329002,,,,<0.1;0.1;0.1;0.1;0.3;0.3>,,<0;100;200;100;100;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
165231,,329008,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
165232,,1,,,,,,,,,<{zorder=-1;delay=0;lastTime=7100}>,,,,,,<90;329092;329093>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
165233,,329092,,,,,,,,,,,,1,koudai_beijing/senlin.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=0;lastTime=7100;aniLoop=FALSE;aniName=chaoyinboyouchong_skill2;offsetY=0;scale=1},,,,,,
165234,,329093,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;offsetX=0;lastTime=7100;aniLoop=FALSE;aniName=chaoyinboyouchong_skill2;offsetY=0;scale=1},,,,,,
165311,,330001,,,,<0.5;0.5>,,<0;833.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
165321,,330003,,,,<0.25;0.25;0.25;0.25>,,<0;100;933.3;833.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
165331,,330007,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;3166.6;66.6;66.6;66.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
165332,,1,,,,,,,,,<{zorder=-1;delay=0;lastTime=9233.3}>,,,,,,<90;330092;330093>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
165333,,330092,,,,,,,,,,,,1,koudai_beijing/shamo.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=0;lastTime=9233.3;aniLoop=FALSE;aniName=smqt_sk2_hou;offsetY=150;scale=1},,,,,,
165334,,330093,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;offsetX=0;lastTime=9233.3;aniLoop=FALSE;aniName=smqt_skill2_hou;offsetY=-100;scale=1},,,,,,
167111,,333001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
167121,,333002,,,,<0.3;0.3;0.4>,,<0;600;800>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
167131,,333005,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
167211,,334001,,,,<0.33;0.33;0.34>,,<0;200;200>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
167221,,334004,,,,<0.5;0.5>,,<0;333.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
167231,,334006,,,,<0.2;0.2;0.6>,,<0;200;530>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
167232,,1,,,,,,,,,,,,,,,<90;334091>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
167233,,334091,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-99;offsetX=0;lastTime=6172;aniLoop=FALSE;aniName=qixiqingniao_skill2;offsetY=0;scale=0.7},,,,,,
177111,,349001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
177121,,349002,,,,<0.4;0.3;0.3>,,<0;733.3;1800>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
177131,,349005,,,,<0.5;0.5>,,<0;533.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
177132,,1,,,,,,,,,,,,,,,<90;349092>,,,,,
177133,,349092,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=-99;offsetX=-320;lastTime=4000;aniLoop=FALSE;aniName=ccy_skill2;offsetY=-220;scale=0.7},,,,,,
177211,,350001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
177221,,350002,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;133.3;133.3;133.3;133.3;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
177231,,350008,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
177232,,1,,,,,,,,,,,,,,,<90;350092;350093>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
177233,,350092,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=-10;offsetX=0;lastTime=12300;aniLoop=FALSE;aniName=meinasi_skill2;offsetY=0;scale=0.7},,,,,,
177234,,350093,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-99;offsetX=0;lastTime=12300;aniLoop=FALSE;aniName=meinasi_skill2;offsetY=0;scale=0.7},,,,,,
180111,,353001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
180121,,353002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
180131,,353003,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;333.3;333.3;333.3;333.3;333.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
180211,,354001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
180221,,354002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
180231,,354003,,,,<0.3;0.3;0.4>,,<0;1766.6;833.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
180232,,1,,,,,,,,,,,,,,,<90;354092;354093>,{bones=<hitman_move>},,,,
180233,,354092,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=6666.6;aniLoop=FALSE;aniName=zuzhouwawa_skill2;offsetY=0;scale=0.65},,,,,,
180234,,354093,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=6666.6;aniLoop=FALSE;aniName=zuzhouwawa_skill2;offsetY=0;scale=0.7},,,,,,
180311,,354101,,,,<0.5;0.5>,,<0;280>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
180321,,354103,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
180331,,354107,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
180332,,1,,,,,,,,,,,,,,,<90;354191>,{bones=<hitman_move>},,,,
180333,,354191,,,,,,,,,,,,1,koudai_beijing/gezi.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=6666.6;aniLoop=FALSE;aniName=zuzhouwawa_mega_skill2;offsetY=-30;scale=0.75},,,,,,
181111,,355001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181121,,355002,,,,<0.5;0.5>,,<0;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181131,,355004,,,,<0.3;0.3;0.4>,,<0;200;133.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
181211,,356001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181221,,356002,,,,<0.5;0.5>,,<0;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181231,,356004,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;500;266.6;200;133.3;133.3;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
181311,,477001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181321,,477002,,,,<0.25;0.25;0.25;0.25>,,<0;100;33.3;66.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181331,,477006,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
181332,,1,,,,,,,,,<{zorder=10;delay=0;lastTime=11533.3}>,,,,,,<90>,{bones=<hitman_move;hitman_move4>},,,,
181411,,477101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181421,,477102,,,,<0.25;0.25;0.25;0.25>,,<0;100;33.3;66.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
181431,,477104,,,,<0.3;0.3;0.4>,,<0;200;133.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
181432,,1,,,,,,,,,<{zorder=89999;delay=0;lastTime=11533.3}>,,<{hide=FALSE;delay=0;lastTime=6831};{hide=TRUE;delay=6831;lastTime=1419};{hide=FALSE;delay=8250;lastTime=858};{hide=TRUE;delay=9108;lastTime=9108}>,,,,<90;477191>,{bones=<hitman;hitman2>},,,,
181433,,477191,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=50;offsetX=0;lastTime=11617;aniLoop=FALSE;aniName=heiyemoling_pifu_skill2;offsetY=0;scale=0.75},,,,,,
184111,,359001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
184121,,359002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
184131,,359003,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
184132,,359091,,,,,,,,,,<{t=0;absY=600;delay=0;scale=1}>,<{hide=TRUE;delay=0;lastTime=4866.6}>,,,,<90;359092;359093;359094;359095>,,,,,
184133,,359092,,,,,,,,,,,,1,koudai_abosuolu/hero_abosuolu.skel,{screenPos=0;addTolayer=-1;zorder=99;offsetX=0;lastTime=5533.33;aniLoop=FALSE;aniName=skill2_bottom;offsetY=0;scale=0.75},,,,,,
184134,,359093,,,,,,,,,,,,1,koudai_beijing/sudu_bj_guang.skel,{screenPos=0;addTolayer=-1;zorder=50;offsetX=0;lastTime=5533.33;aniLoop=FALSE;aniName=abosuolu_skill2;offsetY=0;scale=0.75},,,,,,
184135,,359094,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=20;offsetX=0;lastTime=5533.33;aniLoop=FALSE;aniName=abosuolu_skill2;offsetY=0;scale=0.75},,,,,,
184136,,359095,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=10;offsetX=0;lastTime=5533.33;aniLoop=FALSE;aniName=abosuolu_skill2;offsetY=0;scale=0.75},,,,,,
185111,,361001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
185121,,361002,,,,<0.2;0.3;0.5>,,<0;280;280>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
185131,,361003,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.1>,,<0;300;300;300;300;300;1080;1023>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
185211,,362001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
185221,,362002,,,,<0.33;0.33;0.34>,,<0;240;240>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
185231,,362005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;528;630;1122;1023;230;230;230;600>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
185311,,478001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
185321,,478002,,,,<0.2;0.2;0.6>,,<0;220;1056>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
185331,,478005,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;150;150;150;150;150;150;150>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
185332,,1,,,,,,,,,,<{t=4950;delay=0;scale=0.5}>,,,,,<90;478091>,{bones=<sjck1;sjck2;sjck3;sjck4;sjck5;sjck6>},,,,
185333,,478091,,,,,,,,,,,,1,koudai_beijing/xuedi.skel,{screenPos=0;addTolayer=-1;zorder=99;offsetX=-200;lastTime=4950;aniLoop=FALSE;aniName=xueyaonv_skill2;offsetY=-80;scale=0.6},,,,,,
186111,,363001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
186121,,363002,,,,<0.2;0.3;0.5>,,<0;300;333.33>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
186131,,363005,,,,<1>,,<0>,,,,,,,,,,,,,,
186211,,364001,,,,<0.25;0.25;0.25;0.25>,,<0;233.33;333.33;266.67>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
186221,,364005,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
186231,,364006,,,,<1>,,<0>,,,,,,,,,,,,,,
186311,,365001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
186321,,365002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;266.6;266.6;233.3;233.3>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
186331,,365007,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;133.3;133.3>,,,,,,,,,,,,,,
189111,,371001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
189121,,371002,,,,<0.5;0.5>,,<0;733.33>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
189131,,371004,,,,<0.5;0.5>,,<0;200>,{beginT=0;count=1;disx=30;disy=30;endT=100;interval=100},,,,,,,,,,,,,
189132,,371091,,,,,,,,,,<{t=0;teamClose=1.9;absX=1950;absY=600;delay=0}>,<{hide=TRUE;delay=0;lastTime=4866.67}>,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=-1000;offsetX=0;lastTime=9366.67;aniLoop=FALSE;aniName=baobeilong_skill2;offsetY=0;scale=0.75},<90;371092;371093>,,,,,
189133,,371092,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=-100;offsetX=-400;lastTime=9366.67;aniLoop=FALSE;aniName=baobeilong_skill2;offsetY=-100;scale=0.9},,,,,,
189134,,371093,,,,,,,,,,,,,,,,,,,,
189211,,372001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
189221,,372002,,,,<0.2;0.2;0.1;0.1;0.2;0.2>,,<0;166.67;133.33;133.33;133.33;133.33>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
189231,,372008,,,,<0.3;0.7>,,<0;1733.33>,{beginT=1800;count=1;disx=30;disy=30;endT=1900;interval=100},,,,,,,,,,,,,
189232,,372091,,,,,,,,,,<{x=700;t=0;delay=0};{t=100;y=0;x=-160;delay=4290};{t=400;y=0;x=-280;delay=4390};{t=220;y=0;x=-2500;delay=4790};{t=0;y=0;x=0;delay=5100}>,<{hide=TRUE;delay=0;lastTime=4333.33};{hide=TRUE;delay=5100;lastTime=800}>,,,,<90;372092>,,,,,
189233,,372092,,,,,,,,,,,,1,koudai_beijing/paodong.skel,{screenPos=0;addTolayer=-1;zorder=-1000;offsetX=0;lastTime=5110;aniLoop=FALSE;aniName=jiakelong_skill2;offsetY=-200;scale=0.75},,,,,,
189311,,373001,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
189321,,373002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
189331,,373003,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;100;100;100>,{beginT=0;count=1;disx=30;disy=30;endT=100;interval=100},,,,,,,,,,,,,
189332,,1,,,,,,,,,,<{t=0;teamClose=1.1;absX=1350;absY=740;delay=1450;scale=0.15};{t=900;teamClose=1.1;absX=1370;absY=760;delay=1486;scale=0.15};{t=0;teamClose=1.1;absX=1620;absY=-100;delay=2500;scale=0.3};{t=250;teamClose=1.3;absX=1450;absY=490;delay=7966.67;scale=0.4}>,<{hide=TRUE;delay=2300;lastTime=5733.33};{hide=TRUE;delay=9400;lastTime=1000}>,,,,<90;373092;373093>,,,,,
189333,,373092,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=-1000;offsetX=0;lastTime=9366.67;aniLoop=FALSE;aniName=baofeilong_skill2;offsetY=0;scale=0.75},,,,,,
189334,,373093,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=-100;offsetX=0;lastTime=9366.67;aniLoop=FALSE;aniName=baofeilong_skill2;offsetY=0;scale=0.75},,,,,,
190111,,374001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
190121,,374002,,,,<0.5;0.5>,,<0;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
190131,,374004,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;166.67;166.67;266.67;400;133.33;233.33;166.67;833.33>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
190211,,375001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
190221,,375002,,,,<0.5;0.5>,,<0;233.33>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
190231,,375004,,,,<0.5;0.5>,,<0;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
190232,,375091,,,,,,,,,<{zorder=-999;delay=0;lastTime=4666.67}>,,<{hide=TRUE;delay=0;lastTime=3900}>,,,,<90;375092>,,,,,
190233,,375092,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=0;lastTime=3900;aniLoop=FALSE;aniName=jinshuguai_skill2;offsetY=-100;scale=1},,,,,,
190311,,376001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
190321,,376002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
190331,,376003,,,,<0.2;0.2;0.2;0.2;0.2>,,<150;433.33;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
