变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
5400,limit_rmb1_3356,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1121=1},150,,,,,,0,,0,,0,,0
5401,limit_rmb1_3356,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5402,limit_rmb1_3356,限时神兽-首次73~83连概率出达克莱伊,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1120=1},1,,,,,,,,,,,,0,,0,,0,,0
5403,limit_rmb1_3356,限时神兽-后续71~81连概率出达克莱伊,2,155,,,999,144,0.1,0.05,0.4,9,71,{1120=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,limit_rmb1_2900,限时神兽-单次抽卡-kr,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1702=1},150,,,,,,0,,0,,0,,0
7001,limit_rmb1_2900,限时神兽-每10练概率出S卡-kr,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
7002,limit_rmb1_2900,限时神兽-首次73~83连概率出盖欧卡洛奇亚-kr,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1701=1},1,,,,,,,,,,,,0,,0,,0,,0
7003,limit_rmb1_2900,限时神兽-后续71~81连概率出盖欧卡洛奇亚-kr,2,155,,,999,144,0.1,0.05,0.4,9,71,{1701=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,limit_rmb1_100012,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1111=1},150,,,,,,0,,0,,0,,0
171,limit_rmb1_100012,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
172,limit_rmb1_100012,限时神兽-首次70~80连概率出固拉多,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1113=1},1,,,,,,,,,,,,0,,0,,0,,0
173,limit_rmb1_100012,限时神兽-后续65~80连概率出固拉多,2,155,,,999,144,0.1,0.05,0.4,9,71,{1113=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,limit_rmb1_100022,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{1151=1},150,,,,,,0,,0,,0,,0
181,limit_rmb1_100022,限时神兽-每10练概率出S卡,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
182,limit_rmb1_100022,限时神兽-首次70~80连概率出固拉多,2,80,,,1,73,0.1,0.05,0.4,9,99999,{1150=1},1,,,,,,,,,,,,0,,0,,0,,0
183,limit_rmb1_100022,限时神兽-后续65~80连概率出固拉多,2,155,,,999,144,0.1,0.05,0.4,9,71,{1150=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb1_100012,,0,3,,,,,,,,,,{231=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,limit_rmb10_100012,限时神兽-十连抽-常规产出（最多2个）,0,1,,,,,,,,,,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},150,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},100,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},50,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},30,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},20,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},10,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,limit_rmb1_100012,限时神兽-单次抽卡,0,1,,,,,,,,,,{201=1},0,{205=1},250,{1101=1},200,{1103=1},400,{1111=1},100,{1112=1},100,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,limit_rmb10_100012,限时神兽-十连抽-常规产出（最多2个）,0,1,,,,,,,,,,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},150,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},100,{201=1;205=2;1101=2;1103=3;1111=1;1112=1},50,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},30,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},20,{201=2;205=1;1101=2;1103=3;1111=1;1112=1},10,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,limit_box_rmb1_100032,限时神兽-免费抽卡,0,1,,,,,,,,,,{3002=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
202,limit_box_rmb1_100032,限时神兽-单次抽卡,3,10,,,,,,,,,,{3001=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
203,limit_box_rmb10_100032,限时神兽-十连抽,0,1,,,,,,,,,,{3001=1;3002=4;3003=5},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rmb1,测试概率,2,,,,,2,0.1,,0.4,40,60,{9999=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,limit_up_rmb1_100037,限定单抽,0,1,,,,,,,,,,{30=1},5,{31=1},95,,0,,0,,0,,0,,0,,0,,0,,0
301,limit_up_rmb10_100037,限定10连,0,1,,,,,,,,,,{30=1;31=9},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,limit_up_rmb1_100038,限定单抽,0,1,,,,,,,,,,{32=1},5,{33=1},95,,0,,0,,0,,0,,0,,0,,,,
311,limit_up_rmb10_100038,限定10连,0,1,,,,,,,,,,{32=1;33=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,limit_up_rmb1_100039,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
321,limit_up_rmb10_100039,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,group_up_rmb1_1,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_1,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_2,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_2,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_3,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_3,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_4,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_4,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_5,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_5,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_6,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_6,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_7,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_7,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb1_8,限定单抽,0,1,,,,,,,,,,{34=1},5,{35=1},95,,0,,0,,0,,0,,0,,0,,,,
,group_up_rmb10_8,限定10连,0,1,,,,,,,,,,{34=1;35=9},100,,0,,0,,0,,0,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,group_up_rmb1_1,钻石付费单抽-火系,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15001,group_up_rmb1_1,钻石付费单抽-必出A级卡-火系,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15002,group_up_rmb1_1,钻石单抽-第5~10次得S资质卡牌UP-火系,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1251=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15003,group_up_rmb1_1,后续每15连额外得S级卡（概率）UP-火系,2,6,,,10,10,0.05,0.015,0.5,15,15,{1251=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15004,group_up_rmb1_1,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-火系,2,160,,,,160,0.05,0.015,0.5,15,15,{1251=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15011,group_up_rmb10_1,首次十连-单张S-火系,4,1,,,,,,,,,,{1251=1;205=3;206=6},100,{1251=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15012,group_up_rmb10_1,10连抽-常规产出（最多2个）-火系,0,2,,,20,,,,,,,{1251=1;205=3;206=6},150,{1251=1;205=4;206=5},100,{1251=1;205=5;206=4},50,{1251=2;205=3;206=5},30,{1251=2;205=4;206=4},20,{1251=2;205=5;206=3},10,{1251=3;205=2;206=5},0,{1251=3;205=3;206=4},0,{1251=3;205=4;206=3},0,,0
15013,group_up_rmb10_1,10连抽-常规产出（10次后为泛卡池）-火系,0,22,,,,,,,,,,{1252=1;205=3;206=6},150,{1252=1;205=4;206=5},100,{1252=1;205=5;206=4},50,{1252=2;205=3;206=5},30,{1252=2;205=4;206=4},20,{1252=2;205=5;206=3},10,{1252=3;205=2;206=5},0,{1252=3;205=3;206=4},0,{1252=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,group_up_rmb1_2,钻石付费单抽-水地系,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15101,group_up_rmb1_2,钻石付费单抽-必出A级卡-水地系,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15102,group_up_rmb1_2,钻石单抽-第5~10次得S资质卡牌UP-水地系,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1253=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15103,group_up_rmb1_2,后续每15连额外得S级卡（概率）UP-水地系,2,6,,,10,10,0.05,0.015,0.5,15,15,{1253=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15104,group_up_rmb1_2,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-水地系,2,160,,,,160,0.05,0.015,0.5,15,15,{1253=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111,group_up_rmb10_2,首次十连-单张S-水地系,4,1,,,,,,,,,,{1253=1;205=3;206=6},100,{1253=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15112,group_up_rmb10_2,10连抽-常规产出（最多2个）-水地系,0,2,,,20,,,,,,,{1253=1;205=3;206=6},150,{1253=1;205=4;206=5},100,{1253=1;205=5;206=4},50,{1253=2;205=3;206=5},30,{1253=2;205=4;206=4},20,{1253=2;205=5;206=3},10,{1253=3;205=2;206=5},0,{1253=3;205=3;206=4},0,{1253=3;205=4;206=3},0,,0
15113,group_up_rmb10_2,10连抽-常规产出（22次后为泛卡池）-水地系,0,22,,,,,,,,,,{1254=1;205=3;206=6},150,{1254=1;205=4;206=5},100,{1254=1;205=5;206=4},50,{1254=2;205=3;206=5},30,{1254=2;205=4;206=4},20,{1254=2;205=5;206=3},10,{1254=3;205=2;206=5},0,{1254=3;205=3;206=4},0,{1254=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200,group_up_rmb1_3,钻石付费单抽-电系,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15201,group_up_rmb1_3,钻石付费单抽-必出A级卡-电系,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15202,group_up_rmb1_3,钻石单抽-第5~10次得S资质卡牌UP-电系,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1255=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15203,group_up_rmb1_3,后续每15连额外得S级卡（概率）UP-电系,2,6,,,10,10,0.05,0.015,0.5,15,15,{1255=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15204,group_up_rmb1_3,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-电系,2,160,,,,160,0.05,0.015,0.5,15,15,{1255=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15211,group_up_rmb10_3,首次十连-单张S-电系,4,1,,,,,,,,,,{1255=1;205=3;206=6},100,{1255=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15212,group_up_rmb10_3,10连抽-常规产出（最多2个）-电系,0,2,,,20,,,,,,,{1255=1;205=3;206=6},150,{1255=1;205=4;206=5},100,{1255=1;205=5;206=4},50,{1255=2;205=3;206=5},30,{1255=2;205=4;206=4},20,{1255=2;205=5;206=3},10,{1255=3;205=2;206=5},0,{1255=3;205=3;206=4},0,{1255=3;205=4;206=3},0,,0
15213,group_up_rmb10_3,10连抽-常规产出（22次后为泛卡池）-电系,0,22,,,,,,,,,,{1256=1;205=3;206=6},150,{1256=1;205=4;206=5},100,{1256=1;205=5;206=4},50,{1256=2;205=3;206=5},30,{1256=2;205=4;206=4},20,{1256=2;205=5;206=3},10,{1256=3;205=2;206=5},0,{1256=3;205=3;206=4},0,{1256=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,group_up_rmb1_4,钻石付费单抽-冰妖精,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15301,group_up_rmb1_4,钻石付费单抽-必出A级卡-冰妖精,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15302,group_up_rmb1_4,钻石单抽-第5~10次得S资质卡牌UP-冰妖精,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1257=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15303,group_up_rmb1_4,后续每15连额外得S级卡（概率）UP-冰妖精,2,6,,,10,10,0.05,0.015,0.5,15,15,{1257=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15304,group_up_rmb1_4,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-冰妖精,2,160,,,,160,0.05,0.015,0.5,15,15,{1257=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15311,group_up_rmb10_4,首次十连-单张S-冰妖精,4,1,,,,,,,,,,{1257=1;205=3;206=6},100,{1257=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15312,group_up_rmb10_4,10连抽-常规产出（最多2个）-冰妖精,0,2,,,20,,,,,,,{1257=1;205=3;206=6},150,{1257=1;205=4;206=5},100,{1257=1;205=5;206=4},50,{1257=2;205=3;206=5},30,{1257=2;205=4;206=4},20,{1257=2;205=5;206=3},10,{1257=3;205=2;206=5},0,{1257=3;205=3;206=4},0,{1257=3;205=4;206=3},0,,0
15313,group_up_rmb10_4,10连抽-常规产出（22次后为泛卡池）-冰妖精,0,22,,,,,,,,,,{1258=1;205=3;206=6},150,{1258=1;205=4;206=5},100,{1258=1;205=5;206=4},50,{1258=2;205=3;206=5},30,{1258=2;205=4;206=4},20,{1258=2;205=5;206=3},10,{1258=3;205=2;206=5},0,{1258=3;205=3;206=4},0,{1258=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15400,group_up_rmb1_5,钻石付费单抽-钢岩,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15401,group_up_rmb1_5,钻石付费单抽-必出A级卡-钢岩,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15402,group_up_rmb1_5,钻石单抽-第5~10次得S资质卡牌UP-钢岩,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1259=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15403,group_up_rmb1_5,后续每15连额外得S级卡（概率）UP-钢岩,2,6,,,10,10,0.05,0.015,0.5,15,15,{1259=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15404,group_up_rmb1_5,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-钢岩,2,160,,,,160,0.05,0.015,0.5,15,15,{1259=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15411,group_up_rmb10_5,首次十连-单张S-钢岩,4,1,,,,,,,,,,{1259=1;205=3;206=6},100,{1259=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15412,group_up_rmb10_5,10连抽-常规产出（最多2个）-钢岩,0,2,,,20,,,,,,,{1259=1;205=3;206=6},150,{1259=1;205=4;206=5},100,{1259=1;205=5;206=4},50,{1259=2;205=3;206=5},30,{1259=2;205=4;206=4},20,{1259=2;205=5;206=3},10,{1259=3;205=2;206=5},0,{1259=3;205=3;206=4},0,{1259=3;205=4;206=3},0,,0
15413,group_up_rmb10_5,10连抽-常规产出（22次后为泛卡池）-钢岩,0,22,,,,,,,,,,{1260=1;205=3;206=6},150,{1260=1;205=4;206=5},100,{1260=1;205=5;206=4},50,{1260=2;205=3;206=5},30,{1260=2;205=4;206=4},20,{1260=2;205=5;206=3},10,{1260=3;205=2;206=5},0,{1260=3;205=3;206=4},0,{1260=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15500,group_up_rmb1_6,钻石付费单抽-恶,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15501,group_up_rmb1_6,钻石付费单抽-必出A级卡-恶,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15502,group_up_rmb1_6,钻石单抽-第5~10次得S资质卡牌UP-恶,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1261=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15503,group_up_rmb1_6,后续每15连额外得S级卡（概率）UP-恶,2,6,,,10,10,0.05,0.015,0.5,15,15,{1261=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15504,group_up_rmb1_6,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-恶,2,160,,,,160,0.05,0.015,0.5,15,15,{1261=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15511,group_up_rmb10_6,首次十连-单张S-恶,4,1,,,,,,,,,,{1261=1;205=3;206=6},100,{1261=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15512,group_up_rmb10_6,10连抽-常规产出（最多2个）-恶,0,2,,,20,,,,,,,{1261=1;205=3;206=6},150,{1261=1;205=4;206=5},100,{1261=1;205=5;206=4},50,{1261=2;205=3;206=5},30,{1261=2;205=4;206=4},20,{1261=2;205=5;206=3},10,{1261=3;205=2;206=5},0,{1261=3;205=3;206=4},0,{1261=3;205=4;206=3},0,,0
15513,group_up_rmb10_6,10连抽-常规产出（22次后为泛卡池）-恶,0,22,,,,,,,,,,{1262=1;205=3;206=6},150,{1262=1;205=4;206=5},100,{1262=1;205=5;206=4},50,{1262=2;205=3;206=5},30,{1262=2;205=4;206=4},20,{1262=2;205=5;206=3},10,{1262=3;205=2;206=5},0,{1262=3;205=3;206=4},0,{1262=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15600,group_up_rmb1_7,钻石付费单抽-虫草普,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15601,group_up_rmb1_7,钻石付费单抽-必出A级卡-虫草普,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15602,group_up_rmb1_7,钻石单抽-第5~10次得S资质卡牌UP-虫草普,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1263=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15603,group_up_rmb1_7,后续每15连额外得S级卡（概率）UP-虫草普,2,6,,,10,10,0.05,0.015,0.5,15,15,{1263=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15604,group_up_rmb1_7,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-虫草普,2,160,,,,160,0.05,0.015,0.5,15,15,{1263=1},100,,,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15611,group_up_rmb10_7,首次十连-单张S-虫草普,4,1,,,,,,,,,,{1263=1;205=3;206=6},100,{1263=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15612,group_up_rmb10_7,10连抽-常规产出（最多2个）-虫草普,0,2,,,20,,,,,,,{1263=1;205=3;206=6},150,{1263=1;205=4;206=5},100,{1263=1;205=5;206=4},50,{1263=2;205=3;206=5},30,{1263=2;205=4;206=4},20,{1263=2;205=5;206=3},10,{1263=3;205=2;206=5},0,{1263=3;205=3;206=4},0,{1263=3;205=4;206=3},0,,0
15613,group_up_rmb10_7,10连抽-常规产出（22次后为泛卡池）-虫草普,0,22,,,,,,,,,,{1264=1;205=3;206=6},150,{1264=1;205=4;206=5},100,{1264=1;205=5;206=4},50,{1264=2;205=3;206=5},30,{1264=2;205=4;206=4},20,{1264=2;205=5;206=3},10,{1264=3;205=2;206=5},0,{1264=3;205=3;206=4},0,{1264=3;205=4;206=3},0,,0
,自选UP池固定id 不要随意修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15700,group_up_rmb1_8,钻石付费单抽-超龙幽,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
15701,group_up_rmb1_8,钻石付费单抽-必出A级卡-超龙幽,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15702,group_up_rmb1_8,钻石单抽-第5~10次得S资质卡牌UP-超龙幽,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1265=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15703,group_up_rmb1_8,后续每15连额外得S级卡（概率）UP-超龙幽,2,6,,,10,10,0.05,0.015,0.5,15,15,{1265=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15704,group_up_rmb1_8,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP-超龙幽,2,160,,,,160,0.05,0.015,0.5,15,15,{1265=1},100,,,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15711,group_up_rmb10_8,首次十连-单张S-超龙幽,4,1,,,,,,,,,,{1265=1;205=3;206=6},100,{1265=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
15712,group_up_rmb10_8,10连抽-常规产出（最多2个）-超龙幽,0,2,,,20,,,,,,,{1265=1;205=3;206=6},150,{1265=1;205=4;206=5},100,{1265=1;205=5;206=4},50,{1265=2;205=3;206=5},30,{1265=2;205=4;206=4},20,{1265=2;205=5;206=3},10,{1265=3;205=2;206=5},0,{1265=3;205=3;206=4},0,{1265=3;205=4;206=3},0,,0
15713,group_up_rmb10_8,10连抽-常规产出（22次后为泛卡池）-超龙幽,0,22,,,,,,,,,,{1266=1;205=3;206=6},150,{1266=1;205=4;206=5},100,{1266=1;205=5;206=4},50,{1266=2;205=3;206=5},30,{1266=2;205=4;206=4},20,{1266=2;205=5;206=3},10,{1266=3;205=2;206=5},0,{1266=3;205=3;206=4},0,{1266=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15800,limit_box_rmb1_1001,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15801,limit_box_rmb1_1001,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15802,limit_box_rmb10_1001,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15803,limit_box_rmb10_1001,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
