变量名,markID,level,addType,addScene,natureType,desc,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
181006,1811,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
181007,1811,200,1,,,%s,17,300,19,300,,,,,,,,,
181008,1811,250,1,,,%s,9,3%,10,3%,,,,,,,,,
181009,1811,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
181010,1811,350,1,,,%s,11,300,12,300,,,,,,,,,
181011,1811,400,1,,,%s,22,300,23,300,,,,,,,,,
181012,1811,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
181013,1811,500,1,,,%s,24,500,,,,,,,,,,,
184001,1841,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
184002,1841,40,1,,,%s,1,3%,,,,,,,,,,,
184003,1841,60,1,,,%s,14,300,15,300,,,,,,,,,
184004,1841,80,2,,16,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
184005,1841,100,1,,,%s,7,3%,8,3%,,,,,,,,,
184006,1841,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
184007,1841,200,1,,,%s,17,300,19,300,,,,,,,,,
184008,1841,250,1,,,%s,9,3%,10,3%,,,,,,,,,
184009,1841,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
184010,1841,350,1,,,%s,11,300,12,300,,,,,,,,,
184011,1841,400,1,,,%s,22,300,23,300,,,,,,,,,
184012,1841,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
184013,1841,500,1,,,%s,24,500,,,,,,,,,,,
185001,1851,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
185002,1851,40,1,,,%s,1,3%,,,,,,,,,,,
185003,1851,60,1,,,%s,14,300,15,300,,,,,,,,,
185004,1851,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
185005,1851,100,1,,,%s,7,3%,8,3%,,,,,,,,,
185006,1851,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
185007,1851,200,1,,,%s,17,300,19,300,,,,,,,,,
185008,1851,250,1,,,%s,9,3%,10,3%,,,,,,,,,
185009,1851,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
185010,1851,350,1,,,%s,11,300,12,300,,,,,,,,,
185011,1851,400,1,,,%s,22,300,23,300,,,,,,,,,
185012,1851,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
185013,1851,500,1,,,%s,24,500,,,,,,,,,,,
186001,1861,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
186002,1861,40,1,,,%s,1,3%,,,,,,,,,,,
186003,1861,60,1,,,%s,14,300,15,300,,,,,,,,,
186004,1861,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
186005,1861,100,1,,,%s,7,3%,8,3%,,,,,,,,,
186006,1861,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
186007,1861,200,1,,,%s,17,300,19,300,,,,,,,,,
186008,1861,250,1,,,%s,9,3%,10,3%,,,,,,,,,
186009,1861,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
186010,1861,350,1,,,%s,11,300,12,300,,,,,,,,,
186011,1861,400,1,,,%s,22,300,23,300,,,,,,,,,
186012,1861,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
186013,1861,500,1,,,%s,24,500,,,,,,,,,,,
189001,1891,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
189002,1891,40,1,,,%s,1,3%,,,,,,,,,,,
189003,1891,60,1,,,%s,14,300,15,300,,,,,,,,,
189004,1891,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
189005,1891,100,1,,,%s,7,3%,8,3%,,,,,,,,,
189006,1891,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
189007,1891,200,1,,,%s,17,300,19,300,,,,,,,,,
189008,1891,250,1,,,%s,9,3%,10,3%,,,,,,,,,
189009,1891,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
189010,1891,350,1,,,%s,11,300,12,300,,,,,,,,,
189011,1891,400,1,,,%s,22,300,23,300,,,,,,,,,
189012,1891,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
189013,1891,500,1,,,%s,24,500,,,,,,,,,,,
190001,1901,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
190002,1901,40,1,,,%s,1,3%,,,,,,,,,,,
190003,1901,60,1,,,%s,14,300,15,300,,,,,,,,,
190004,1901,80,2,,17,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
190005,1901,100,1,,,%s,7,3%,8,3%,,,,,,,,,
190006,1901,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
190007,1901,200,1,,,%s,17,300,19,300,,,,,,,,,
190008,1901,250,1,,,%s,9,3%,10,3%,,,,,,,,,
190009,1901,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
190010,1901,350,1,,,%s,11,300,12,300,,,,,,,,,
190011,1901,400,1,,,%s,22,300,23,300,,,,,,,,,
190012,1901,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
190013,1901,500,1,,,%s,24,500,,,,,,,,,,,
191001,1911,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
191002,1911,40,1,,,%s,1,3%,,,,,,,,,,,
191003,1911,60,1,,,%s,14,300,15,300,,,,,,,,,
191004,1911,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
191005,1911,100,1,,,%s,7,3%,8,3%,,,,,,,,,
191006,1911,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
191007,1911,200,1,,,%s,17,300,19,300,,,,,,,,,
191008,1911,250,1,,,%s,9,3%,10,3%,,,,,,,,,
191009,1911,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
191010,1911,350,1,,,%s,11,300,12,300,,,,,,,,,
191011,1911,400,1,,,%s,22,300,23,300,,,,,,,,,
191012,1911,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
191013,1911,500,1,,,%s,24,500,,,,,,,,,,,
192001,1921,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
192002,1921,40,1,,,%s,1,3%,,,,,,,,,,,
192003,1921,60,1,,,%s,14,300,15,300,,,,,,,,,
192004,1921,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
192005,1921,100,1,,,%s,7,3%,8,3%,,,,,,,,,
192006,1921,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
192007,1921,200,1,,,%s,17,300,19,300,,,,,,,,,
192008,1921,250,1,,,%s,9,3%,10,3%,,,,,,,,,
192009,1921,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
192010,1921,350,1,,,%s,11,300,12,300,,,,,,,,,
192011,1921,400,1,,,%s,22,300,23,300,,,,,,,,,
192012,1921,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
192013,1921,500,1,,,%s,24,500,,,,,,,,,,,
193001,1931,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
193002,1931,40,1,,,%s,1,3%,,,,,,,,,,,
193003,1931,60,1,,,%s,14,300,15,300,,,,,,,,,
193004,1931,80,2,,17,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
193005,1931,100,1,,,%s,7,3%,8,3%,,,,,,,,,
193006,1931,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
193007,1931,200,1,,,%s,17,300,19,300,,,,,,,,,
193008,1931,250,1,,,%s,9,3%,10,3%,,,,,,,,,
193009,1931,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
193010,1931,350,1,,,%s,11,300,12,300,,,,,,,,,
193011,1931,400,1,,,%s,22,300,23,300,,,,,,,,,
193012,1931,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
193013,1931,500,1,,,%s,24,500,,,,,,,,,,,
194001,1941,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
194002,1941,40,1,,,%s,1,3%,,,,,,,,,,,
194003,1941,60,1,,,%s,14,300,15,300,,,,,,,,,
194004,1941,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
194005,1941,100,1,,,%s,7,3%,8,3%,,,,,,,,,
194006,1941,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
194007,1941,200,1,,,%s,17,300,19,300,,,,,,,,,
194008,1941,250,1,,,%s,9,3%,10,3%,,,,,,,,,
194009,1941,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
194010,1941,350,1,,,%s,11,300,12,300,,,,,,,,,
194011,1941,400,1,,,%s,22,300,23,300,,,,,,,,,
194012,1941,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
194013,1941,500,1,,,%s,24,500,,,,,,,,,,,
195001,1951,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
195002,1951,40,1,,,%s,1,3%,,,,,,,,,,,
195003,1951,60,1,,,%s,14,300,15,300,,,,,,,,,
195004,1951,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
195005,1951,100,1,,,%s,7,3%,8,3%,,,,,,,,,
195006,1951,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
195007,1951,200,1,,,%s,17,300,19,300,,,,,,,,,
195008,1951,250,1,,,%s,9,3%,10,3%,,,,,,,,,
195009,1951,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
195010,1951,350,1,,,%s,11,300,12,300,,,,,,,,,
195011,1951,400,1,,,%s,22,300,23,300,,,,,,,,,
195012,1951,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
195013,1951,500,1,,,%s,24,500,,,,,,,,,,,
196001,1961,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
196002,1961,40,1,,,%s,1,3%,,,,,,,,,,,
196003,1961,60,1,,,%s,14,300,15,300,,,,,,,,,
196004,1961,80,2,,3,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
196005,1961,100,1,,,%s,7,3%,8,3%,,,,,,,,,
196006,1961,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
196007,1961,200,1,,,%s,17,300,19,300,,,,,,,,,
196008,1961,250,1,,,%s,9,3%,10,3%,,,,,,,,,
196009,1961,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
196010,1961,350,1,,,%s,11,300,12,300,,,,,,,,,
196011,1961,400,1,,,%s,22,300,23,300,,,,,,,,,
196012,1961,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
196013,1961,500,1,,,%s,24,500,,,,,,,,,,,
197001,1971,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
197002,1971,40,1,,,%s,1,3%,,,,,,,,,,,
197003,1971,60,1,,,%s,14,300,15,300,,,,,,,,,
197004,1971,80,2,,9,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
197005,1971,100,1,,,%s,7,3%,8,3%,,,,,,,,,
197006,1971,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
197007,1971,200,1,,,%s,17,300,19,300,,,,,,,,,
197008,1971,250,1,,,%s,9,3%,10,3%,,,,,,,,,
197009,1971,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
197010,1971,350,1,,,%s,11,300,12,300,,,,,,,,,
197011,1971,400,1,,,%s,22,300,23,300,,,,,,,,,
197012,1971,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
197013,1971,500,1,,,%s,24,500,,,,,,,,,,,
198001,1981,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
198002,1981,40,1,,,%s,1,3%,,,,,,,,,,,
198003,1981,60,1,,,%s,14,300,15,300,,,,,,,,,
198004,1981,80,2,,15,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
198005,1981,100,1,,,%s,7,3%,8,3%,,,,,,,,,
198006,1981,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
198007,1981,200,1,,,%s,17,300,19,300,,,,,,,,,
198008,1981,250,1,,,%s,9,3%,10,3%,,,,,,,,,
198009,1981,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
198010,1981,350,1,,,%s,11,300,12,300,,,,,,,,,
198011,1981,400,1,,,%s,22,300,23,300,,,,,,,,,
198012,1981,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
198013,1981,500,1,,,%s,24,500,,,,,,,,,,,
199001,1991,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
199002,1991,40,1,,,%s,1,3%,,,,,,,,,,,
199003,1991,60,1,,,%s,14,300,15,300,,,,,,,,,
199004,1991,80,2,,17,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
199005,1991,100,1,,,%s,7,3%,8,3%,,,,,,,,,
199006,1991,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
199007,1991,200,1,,,%s,17,300,19,300,,,,,,,,,
199008,1991,250,1,,,%s,9,3%,10,3%,,,,,,,,,
199009,1991,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
199010,1991,350,1,,,%s,11,300,12,300,,,,,,,,,
199011,1991,400,1,,,%s,22,300,23,300,,,,,,,,,
199012,1991,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
199013,1991,500,1,,,%s,24,500,,,,,,,,,,,
201001,2011,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
201002,2011,40,1,,,%s,1,3%,,,,,,,,,,,
201003,2011,60,1,,,%s,14,300,15,300,,,,,,,,,
201004,2011,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
201005,2011,100,1,,,%s,7,3%,8,3%,,,,,,,,,
201006,2011,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
201007,2011,200,1,,,%s,17,300,19,300,,,,,,,,,
201008,2011,250,1,,,%s,9,3%,10,3%,,,,,,,,,
201009,2011,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
201010,2011,350,1,,,%s,11,300,12,300,,,,,,,,,
201011,2011,400,1,,,%s,22,300,23,300,,,,,,,,,
201012,2011,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
201013,2011,500,1,,,%s,24,500,,,,,,,,,,,
202001,2021,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
202002,2021,40,1,,,%s,1,3%,,,,,,,,,,,
202003,2021,60,1,,,%s,14,300,15,300,,,,,,,,,
202004,2021,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
202005,2021,100,1,,,%s,7,3%,8,3%,,,,,,,,,
202006,2021,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
202007,2021,200,1,,,%s,17,300,19,300,,,,,,,,,
202008,2021,250,1,,,%s,9,3%,10,3%,,,,,,,,,
202009,2021,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
202010,2021,350,1,,,%s,11,300,12,300,,,,,,,,,
202011,2021,400,1,,,%s,22,300,23,300,,,,,,,,,
202012,2021,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
202013,2021,500,1,,,%s,24,500,,,,,,,,,,,
203001,2031,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
203002,2031,40,1,,,%s,1,3%,,,,,,,,,,,
203003,2031,60,1,,,%s,14,300,15,300,,,,,,,,,
203004,2031,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
203005,2031,100,1,,,%s,7,3%,8,3%,,,,,,,,,
203006,2031,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
203007,2031,200,1,,,%s,17,300,19,300,,,,,,,,,
203008,2031,250,1,,,%s,9,3%,10,3%,,,,,,,,,
203009,2031,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
203010,2031,350,1,,,%s,11,300,12,300,,,,,,,,,
203011,2031,400,1,,,%s,22,300,23,300,,,,,,,,,
203012,2031,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
203013,2031,500,1,,,%s,24,500,,,,,,,,,,,
204001,2041,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
204002,2041,40,1,,,%s,1,3%,,,,,,,,,,,
204003,2041,60,1,,,%s,14,300,15,300,,,,,,,,,
204004,2041,80,2,,1,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
204005,2041,100,1,,,%s,7,3%,8,3%,,,,,,,,,
204006,2041,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
204007,2041,200,1,,,%s,17,300,19,300,,,,,,,,,
204008,2041,250,1,,,%s,9,3%,10,3%,,,,,,,,,
204009,2041,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
204010,2041,350,1,,,%s,11,300,12,300,,,,,,,,,
204011,2041,400,1,,,%s,22,300,23,300,,,,,,,,,
204012,2041,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
204013,2041,500,1,,,%s,24,500,,,,,,,,,,,
207001,2071,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
207002,2071,40,1,,,%s,1,3%,,,,,,,,,,,
207003,2071,60,1,,,%s,14,300,15,300,,,,,,,,,
207004,2071,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
207005,2071,100,1,,,%s,7,3%,8,3%,,,,,,,,,
207006,2071,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
207007,2071,200,1,,,%s,17,300,19,300,,,,,,,,,
207008,2071,250,1,,,%s,9,3%,10,3%,,,,,,,,,
207009,2071,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
207010,2071,350,1,,,%s,11,300,12,300,,,,,,,,,
207011,2071,400,1,,,%s,22,300,23,300,,,,,,,,,
207012,2071,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
207013,2071,500,1,,,%s,24,500,,,,,,,,,,,
212001,2121,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
212002,2121,40,1,,,%s,1,3%,,,,,,,,,,,
212003,2121,60,1,,,%s,14,300,15,300,,,,,,,,,
212004,2121,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
212005,2121,100,1,,,%s,7,3%,8,3%,,,,,,,,,
212006,2121,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
212007,2121,200,1,,,%s,17,300,19,300,,,,,,,,,
212008,2121,250,1,,,%s,9,3%,10,3%,,,,,,,,,
212009,2121,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
212010,2121,350,1,,,%s,11,300,12,300,,,,,,,,,
212011,2121,400,1,,,%s,22,300,23,300,,,,,,,,,
212012,2121,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
212013,2121,500,1,,,%s,24,500,,,,,,,,,,,
213001,2131,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
213002,2131,40,1,,,%s,1,3%,,,,,,,,,,,
213003,2131,60,1,,,%s,14,300,15,300,,,,,,,,,
213004,2131,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
213005,2131,100,1,,,%s,7,3%,8,3%,,,,,,,,,
213006,2131,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
213007,2131,200,1,,,%s,17,300,19,300,,,,,,,,,
213008,2131,250,1,,,%s,9,3%,10,3%,,,,,,,,,
213009,2131,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
213010,2131,350,1,,,%s,11,300,12,300,,,,,,,,,
213011,2131,400,1,,,%s,22,300,23,300,,,,,,,,,
213012,2131,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
213013,2131,500,1,,,%s,24,500,,,,,,,,,,,
223001,2231,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
223002,2231,40,1,,,%s,1,3%,,,,,,,,,,,
223003,2231,60,1,,,%s,14,300,15,300,,,,,,,,,
223004,2231,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
223005,2231,100,1,,,%s,7,3%,8,3%,,,,,,,,,
223006,2231,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
223007,2231,200,1,,,%s,17,300,19,300,,,,,,,,,
223008,2231,250,1,,,%s,9,3%,10,3%,,,,,,,,,
223009,2231,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
223010,2231,350,1,,,%s,11,300,12,300,,,,,,,,,
223011,2231,400,1,,,%s,22,300,23,300,,,,,,,,,
223012,2231,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
223013,2231,500,1,,,%s,24,500,,,,,,,,,,,
224001,2241,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
224002,2241,40,1,,,%s,1,3%,,,,,,,,,,,
224003,2241,60,1,,,%s,14,300,15,300,,,,,,,,,
224004,2241,80,2,,7,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
224005,2241,100,1,,,%s,7,3%,8,3%,,,,,,,,,
224006,2241,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
224007,2241,200,1,,,%s,17,300,19,300,,,,,,,,,
224008,2241,250,1,,,%s,9,3%,10,3%,,,,,,,,,
224009,2241,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
224010,2241,350,1,,,%s,11,300,12,300,,,,,,,,,
224011,2241,400,1,,,%s,22,300,23,300,,,,,,,,,
224012,2241,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
224013,2241,500,1,,,%s,24,500,,,,,,,,,,,
227001,2271,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
227002,2271,40,1,,,%s,1,3%,,,,,,,,,,,
227003,2271,60,1,,,%s,14,300,15,300,,,,,,,,,
227004,2271,80,2,,8,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
227005,2271,100,1,,,%s,7,3%,8,3%,,,,,,,,,
227006,2271,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
227007,2271,200,1,,,%s,17,300,19,300,,,,,,,,,
227008,2271,250,1,,,%s,9,3%,10,3%,,,,,,,,,
227009,2271,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
227010,2271,350,1,,,%s,11,300,12,300,,,,,,,,,
227011,2271,400,1,,,%s,22,300,23,300,,,,,,,,,
227012,2271,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
227013,2271,500,1,,,%s,24,500,,,,,,,,,,,
230001,2301,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
230002,2301,40,1,,,%s,1,3%,,,,,,,,,,,
230003,2301,60,1,,,%s,14,300,15,300,,,,,,,,,
230004,2301,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
230005,2301,100,1,,,%s,7,3%,8,3%,,,,,,,,,
230006,2301,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
230007,2301,200,1,,,%s,17,300,19,300,,,,,,,,,
230008,2301,250,1,,,%s,9,3%,10,3%,,,,,,,,,
230009,2301,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
230010,2301,350,1,,,%s,11,300,12,300,,,,,,,,,
230011,2301,400,1,,,%s,22,300,23,300,,,,,,,,,
230012,2301,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
230013,2301,500,1,,,%s,24,500,,,,,,,,,,,
233001,2331,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
233002,2331,40,1,,,%s,1,3%,,,,,,,,,,,
233003,2331,60,1,,,%s,14,300,15,300,,,,,,,,,
233004,2331,80,2,,11,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
233005,2331,100,1,,,%s,7,3%,8,3%,,,,,,,,,
233006,2331,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
233007,2331,200,1,,,%s,17,300,19,300,,,,,,,,,
233008,2331,250,1,,,%s,9,3%,10,3%,,,,,,,,,
233009,2331,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
233010,2331,350,1,,,%s,11,300,12,300,,,,,,,,,
233011,2331,400,1,,,%s,22,300,23,300,,,,,,,,,
233012,2331,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
233013,2331,500,1,,,%s,28,500,,,,,,,,,,,
235001,2351,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
235002,2351,40,1,,,%s,1,3%,,,,,,,,,,,
235003,2351,60,1,,,%s,14,300,15,300,,,,,,,,,
235004,2351,80,2,,17,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
235005,2351,100,1,,,%s,7,3%,8,3%,,,,,,,,,
235006,2351,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
235007,2351,200,1,,,%s,17,300,19,300,,,,,,,,,
235008,2351,250,1,,,%s,9,3%,10,3%,,,,,,,,,
235009,2351,300,3,,,所有精灵%s,9,1%,10,1%,,,,,,,,,
235010,2351,350,1,,,%s,11,300,12,300,,,,,,,,,
235011,2351,400,1,,,%s,22,300,23,300,,,,,,,,,
235012,2351,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
235013,2351,500,1,,,%s,24,500,,,,,,,,,,,
235101,2352,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
