变量名,name,suitID,suitNo,icon,quality,gemDescribe,heapLimit,decomposeReturn,strengthMax,strengthCostSeq,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,desc,effect
40543,盾甲,5,3,config/item/gem/icon_7_z_3.png,4,防御向符石,9999,{529=80},,4,9,<308;313;317;322;326;331;336;340;345;350;357;362;367;372;377;382;387;392;397;402;413;418;423;428;434;439;444;449;455;460;474;480;485;491;496;502;508;513;519;524;554;561;567;573;579;585;591;598;604;610;647;654;660;667;674;681;687;694;701;708;752;759;766;774;781;788;796;803;811;818;869;877;885;893;901;909;917;925;933;941;998;1007;1015;1024;1032;1041;1050;1058;1067;1076;1140;1149;1158;1167;1177;1186;1195;1204;1214;1223;1294;1303;1313;1323;1333;1343;1353;1363;1372;1382;1460;1470;1481;1491;1502;1512;1523;1533;1544;1554>,10,<308;313;317;322;326;331;336;340;345;350;357;362;367;372;377;382;387;392;397;402;413;418;423;428;434;439;444;449;455;460;474;480;485;491;496;502;508;513;519;524;554;561;567;573;579;585;591;598;604;610;647;654;660;667;674;681;687;694;701;708;752;759;766;774;781;788;796;803;811;818;869;877;885;893;901;909;917;925;933;941;998;1007;1015;1024;1032;1041;1050;1058;1067;1076;1140;1149;1158;1167;1177;1186;1195;1204;1214;1223;1294;1303;1313;1323;1333;1343;1353;1363;1372;1382;1460;1470;1481;1491;1502;1512;1523;1533;1544;1554>,22,<30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;39;39;39;39;39;42;42;42;42;42;45;45;45;45;45;49;49;49;49;49;52;52;52;52;52;55;55;55;55;55;58;58;58;58;58;61;61;61;61;61;64;64;64;64;64;68;68;68;68;68;71;71;71;71;71;74;74;74;74;74;77;77;77;77;77;80;80;80;80;80;83;83;83;83;83;87;87;87;87;87;90;90;90;90;90;93;93;93;93;93;96;96;96;96;96;99;99;99;99;99;102;102;102;102;102>,,,,,,{drawcard=zi_effect_loop}
40544,盾甲,5,4,config/item/gem/icon_7_z_4.png,4,防御向符石,9999,{529=80},,4,9,<308;313;317;322;326;331;336;340;345;350;357;362;367;372;377;382;387;392;397;402;413;418;423;428;434;439;444;449;455;460;474;480;485;491;496;502;508;513;519;524;554;561;567;573;579;585;591;598;604;610;647;654;660;667;674;681;687;694;701;708;752;759;766;774;781;788;796;803;811;818;869;877;885;893;901;909;917;925;933;941;998;1007;1015;1024;1032;1041;1050;1058;1067;1076;1140;1149;1158;1167;1177;1186;1195;1204;1214;1223;1294;1303;1313;1323;1333;1343;1353;1363;1372;1382;1460;1470;1481;1491;1502;1512;1523;1533;1544;1554>,10,<308;313;317;322;326;331;336;340;345;350;357;362;367;372;377;382;387;392;397;402;413;418;423;428;434;439;444;449;455;460;474;480;485;491;496;502;508;513;519;524;554;561;567;573;579;585;591;598;604;610;647;654;660;667;674;681;687;694;701;708;752;759;766;774;781;788;796;803;811;818;869;877;885;893;901;909;917;925;933;941;998;1007;1015;1024;1032;1041;1050;1058;1067;1076;1140;1149;1158;1167;1177;1186;1195;1204;1214;1223;1294;1303;1313;1323;1333;1343;1353;1363;1372;1382;1460;1470;1481;1491;1502;1512;1523;1533;1544;1554>,23,<30;30;30;30;30;33;33;33;33;33;36;36;36;36;36;39;39;39;39;39;42;42;42;42;42;45;45;45;45;45;49;49;49;49;49;52;52;52;52;52;55;55;55;55;55;58;58;58;58;58;61;61;61;61;61;64;64;64;64;64;68;68;68;68;68;71;71;71;71;71;74;74;74;74;74;77;77;77;77;77;80;80;80;80;80;83;83;83;83;83;87;87;87;87;87;90;90;90;90;90;93;93;93;93;93;96;96;96;96;96;99;99;99;99;99;102;102;102;102;102>,,,,,,{drawcard=zi_effect_loop}
40545,盾甲,5,5,config/item/gem/icon_7_z_5.png,4,防御向符石,9999,{529=80},,4,1,<2218;2251;2285;2318;2351;2384;2418;2451;2484;2517;2573;2608;2644;2679;2715;2750;2786;2821;2857;2892;2972;3010;3048;3085;3123;3161;3198;3236;3274;3311;3416;3456;3496;3535;3575;3615;3655;3695;3735;3775;3992;4037;4081;4125;4170;4214;4259;4303;4347;4392;4658;4707;4755;4804;4853;4902;4951;4999;5048;5097;5412;5465;5518;5572;5625;5678;5731;5785;5838;5891;6255;6312;6370;6428;6485;6543;6601;6658;6716;6774;7186;7248;7311;7373;7435;7497;7559;7621;7683;7745;8207;8273;8340;8406;8473;8539;8606;8672;8739;8805;9316;9387;9458;9529;9600;9670;9741;9812;9883;9954;10513;10589;10664;10740;10815;10890;10966;11041;11117;11192>,7,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,8,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,91,<59;59;59;59;59;65;65;65;65;65;72;72;72;72;72;78;78;78;78;78;84;84;84;84;84;91;91;91;91;91;97;97;97;97;97;103;103;103;103;103;110;110;110;110;110;116;116;116;116;116;122;122;122;122;122;129;129;129;129;129;135;135;135;135;135;142;142;142;142;142;148;148;148;148;148;154;154;154;154;154;161;161;161;161;161;167;167;167;167;167;173;173;173;173;173;180;180;180;180;180;186;186;186;186;186;192;192;192;192;192;199;199;199;199;199;205;205;205;205;205>,,,,{drawcard=zi_effect_loop}
40546,盾甲,5,6,config/item/gem/icon_7_z_6.png,4,防御向符石,9999,{529=80},,4,1,<2218;2251;2285;2318;2351;2384;2418;2451;2484;2517;2573;2608;2644;2679;2715;2750;2786;2821;2857;2892;2972;3010;3048;3085;3123;3161;3198;3236;3274;3311;3416;3456;3496;3535;3575;3615;3655;3695;3735;3775;3992;4037;4081;4125;4170;4214;4259;4303;4347;4392;4658;4707;4755;4804;4853;4902;4951;4999;5048;5097;5412;5465;5518;5572;5625;5678;5731;5785;5838;5891;6255;6312;6370;6428;6485;6543;6601;6658;6716;6774;7186;7248;7311;7373;7435;7497;7559;7621;7683;7745;8207;8273;8340;8406;8473;8539;8606;8672;8739;8805;9316;9387;9458;9529;9600;9670;9741;9812;9883;9954;10513;10589;10664;10740;10815;10890;10966;11041;11117;11192>,7,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,8,<440;447;453;460;466;473;480;486;493;499;510;517;524;532;539;546;553;560;567;574;590;597;605;612;620;627;634;642;649;657;678;686;693;701;709;717;725;733;741;749;792;801;810;818;827;836;845;854;862;871;924;934;943;953;963;972;982;992;1001;1011;1074;1084;1095;1105;1116;1126;1137;1148;1158;1169;1241;1252;1264;1275;1287;1298;1309;1321;1332;1344;1426;1438;1450;1463;1475;1487;1500;1512;1524;1536;1628;1641;1654;1668;1681;1694;1707;1720;1734;1747;1848;1862;1876;1890;1904;1918;1932;1947;1961;1975;2086;2101;2116;2130;2145;2160;2175;2190;2205;2220>,16,<49;49;49;49;49;55;55;55;55;55;60;60;60;60;60;65;65;65;65;65;70;70;70;70;70;76;76;76;76;76;81;81;81;81;81;86;86;86;86;86;92;92;92;92;92;97;97;97;97;97;102;102;102;102;102;107;107;107;107;107;113;113;113;113;113;118;118;118;118;118;123;123;123;123;123;128;128;128;128;128;134;134;134;134;134;139;139;139;139;139;144;144;144;144;144;150;150;150;150;150;155;155;155;155;155;160;160;160;160;160;165;165;165;165;165;171;171;171;171;171>,,,,{drawcard=zi_effect_loop}
40551,盾甲,5,1,config/item/gem/icon_7_hu_1.png,5,防御向符石,9999,{529=400},,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605;14393;14503;14613;14722;14832;14942;15051;15161;15271;15380;16244;16360;16477;16594;16710;16827;16943;17060;17176;17293>,9,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,17,<91;91;91;91;91;101;101;101;101;101;111;111;111;111;111;121;121;121;121;121;131;131;131;131;131;140;140;140;140;140;150;150;150;150;150;160;160;160;160;160;170;170;170;170;170;180;180;180;180;180;189;189;189;189;189;199;199;199;199;199;209;209;209;209;209;219;219;219;219;219;228;228;228;228;228;238;238;238;238;238;248;248;248;248;248;258;258;258;258;258;268;268;268;268;268;277;277;277;277;277;287;287;287;287;287;297;297;297;297;297;307;307;307;307;307;317;317;317;317;317>,,,,,,{drawcard=huang_effect_loop}
40552,盾甲,5,2,config/item/gem/icon_7_hu_2.png,5,防御向符石,9999,{529=400},,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605;14393;14503;14613;14722;14832;14942;15051;15161;15271;15380;16244;16360;16477;16594;16710;16827;16943;17060;17176;17293>,10,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,19,<91;91;91;91;91;101;101;101;101;101;111;111;111;111;111;121;121;121;121;121;131;131;131;131;131;140;140;140;140;140;150;150;150;150;150;160;160;160;160;160;170;170;170;170;170;180;180;180;180;180;189;189;189;189;189;199;199;199;199;199;209;209;209;209;209;219;219;219;219;219;228;228;228;228;228;238;238;238;238;238;248;248;248;248;248;258;258;258;258;258;268;268;268;268;268;277;277;277;277;277;287;287;287;287;287;297;297;297;297;297;307;307;307;307;307;317;317;317;317;317>,,,,,,{drawcard=huang_effect_loop}
40553,盾甲,5,3,config/item/gem/icon_7_hu_3.png,5,防御向符石,9999,{529=400},,5,9,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,10,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,22,<46;46;46;46;46;51;51;51;51;51;55;55;55;55;55;60;60;60;60;60;65;65;65;65;65;70;70;70;70;70;75;75;75;75;75;80;80;80;80;80;85;85;85;85;85;90;90;90;90;90;95;95;95;95;95;100;100;100;100;100;104;104;104;104;104;109;109;109;109;109;114;114;114;114;114;119;119;119;119;119;124;124;124;124;124;129;129;129;129;129;134;134;134;134;134;139;139;139;139;139;144;144;144;144;144;149;149;149;149;149;153;153;153;153;153;158;158;158;158;158>,,,,,,{drawcard=huang_effect_loop}
40554,盾甲,5,4,config/item/gem/icon_7_hu_4.png,5,防御向符石,9999,{529=400},,5,9,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,10,<476;483;490;497;505;512;519;526;533;540;552;560;567;575;583;590;598;605;613;621;638;646;654;662;670;678;686;694;703;711;733;742;750;759;767;776;784;793;802;810;857;866;876;885;895;904;914;923;933;942;1000;1010;1021;1031;1041;1052;1062;1073;1083;1094;1161;1173;1184;1196;1207;1219;1230;1241;1253;1264;1342;1355;1367;1379;1392;1404;1417;1429;1441;1454;1542;1556;1569;1582;1596;1609;1622;1636;1649;1662;1761;1775;1790;1804;1818;1833;1847;1861;1875;1890;1999;2014;2030;2045;2060;2075;2091;2106;2121;2136;2256;2272;2289;2305;2321;2337;2353;2370;2386;2402>,23,<46;46;46;46;46;51;51;51;51;51;55;55;55;55;55;60;60;60;60;60;65;65;65;65;65;70;70;70;70;70;75;75;75;75;75;80;80;80;80;80;85;85;85;85;85;90;90;90;90;90;95;95;95;95;95;100;100;100;100;100;104;104;104;104;104;109;109;109;109;109;114;114;114;114;114;119;119;119;119;119;124;124;124;124;124;129;129;129;129;129;134;134;134;134;134;139;139;139;139;139;144;144;144;144;144;149;149;149;149;149;153;153;153;153;153;158;158;158;158;158>,,,,,,{drawcard=huang_effect_loop}
40555,盾甲,5,5,config/item/gem/icon_7_hu_5.png,5,防御向符石,9999,{529=400},,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605;14393;14503;14613;14722;14832;14942;15051;15161;15271;15380;16244;16360;16477;16594;16710;16827;16943;17060;17176;17293>,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,91,<91;91;91;91;91;101;101;101;101;101;111;111;111;111;111;121;121;121;121;121;131;131;131;131;131;140;140;140;140;140;150;150;150;150;150;160;160;160;160;160;170;170;170;170;170;180;180;180;180;180;189;189;189;189;189;199;199;199;199;199;209;209;209;209;209;219;219;219;219;219;228;228;228;228;228;238;238;238;238;238;248;248;248;248;248;258;258;258;258;258;268;268;268;268;268;277;277;277;277;277;287;287;287;287;287;297;297;297;297;297;307;307;307;307;307;317;317;317;317;317>,,,,{drawcard=huang_effect_loop}
40556,盾甲,5,6,config/item/gem/icon_7_hu_6.png,5,防御向符石,9999,{529=400},,5,1,<3427;3478;3530;3581;3633;3684;3735;3787;3838;3890;3975;4030;4085;4140;4195;4249;4304;4359;4414;4469;4592;4650;4709;4767;4825;4883;4942;5000;5058;5117;5278;5339;5401;5463;5524;5586;5648;5709;5771;5833;6169;6237;6306;6374;6443;6511;6580;6648;6717;6785;7197;7272;7347;7423;7498;7574;7649;7724;7800;7875;8362;8444;8526;8609;8691;8773;8855;8938;9020;9102;9664;9753;9842;9931;10021;10110;10199;10288;10377;10466;11103;11199;11295;11391;11487;11583;11679;11775;11871;11967;12680;12783;12886;12988;13091;13194;13297;13400;13502;13605;14393;14503;14613;14722;14832;14942;15051;15161;15271;15380;16244;16360;16477;16594;16710;16827;16943;17060;17176;17293>,7,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,8,<680;690;700;711;721;731;741;751;762;772;789;800;811;821;832;843;854;865;876;887;911;923;934;946;957;969;981;992;1004;1015;1047;1059;1072;1084;1096;1108;1121;1133;1145;1157;1224;1238;1251;1265;1278;1292;1306;1319;1333;1346;1428;1443;1458;1473;1488;1503;1518;1533;1548;1563;1659;1676;1692;1708;1724;1741;1757;1773;1790;1806;1918;1935;1953;1971;1988;2006;2024;2041;2059;2077;2203;2222;2241;2260;2279;2298;2317;2336;2356;2375;2516;2536;2557;2577;2598;2618;2638;2659;2679;2700;2856;2878;2900;2921;2943;2965;2987;3008;3030;3052;3223;3246;3269;3293;3316;3339;3362;3385;3408;3431>,16,<76;76;76;76;76;84;84;84;84;84;92;92;92;92;92;101;101;101;101;101;109;109;109;109;109;117;117;117;117;117;125;125;125;125;125;133;133;133;133;133;141;141;141;141;141;150;150;150;150;150;158;158;158;158;158;166;166;166;166;166;174;174;174;174;174;182;182;182;182;182;190;190;190;190;190;199;199;199;199;199;207;207;207;207;207;215;215;215;215;215;223;223;223;223;223;231;231;231;231;231;239;239;239;239;239;248;248;248;248;248;256;256;256;256;256;264;264;264;264;264>,,,,{drawcard=huang_effect_loop}
40561,盾甲,5,1,config/item/gem/icon_7_h_1.png,6,防御向符石,9999,{529=2000},,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;20462;20634;20805;20976;21148;21319;21491;21662;21833;22005;23184;23365;23547;23728;23910;24091;24273;24454;24636;24817;26107;26299;26490;26682;26873;27065;27256;27448;27639;27831>,9,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2842;2866;2890;2913;2937;2961;2985;3009;3032;3056;3220;3245;3270;3296;3321;3346;3371;3396;3422;3447;3626;3653;3679;3706;3732;3759;3786;3812;3839;3865>,17,<134;134;134;134;134;149;149;149;149;149;163;163;163;163;163;178;178;178;178;178;192;192;192;192;192;206;206;206;206;206;221;221;221;221;221;235;235;235;235;235;250;250;250;250;250;264;264;264;264;264;278;278;278;278;278;293;293;293;293;293;307;307;307;307;307;322;322;322;322;322;336;336;336;336;336;350;350;350;350;350;365;365;365;365;365;379;379;379;379;379;394;394;394;394;394;408;408;408;408;408;422;422;422;422;422;437;437;437;437;437;451;451;451;451;451;466;466;466;466;466>,,,,,,{drawcard=hong_effect_loop}
40562,盾甲,5,2,config/item/gem/icon_7_h_2.png,6,防御向符石,9999,{529=2000},,6,1,<5040;5116;5191;5267;5342;5418;5494;5569;5645;5720;5846;5927;6008;6088;6169;6250;6330;6411;6492;6572;6754;6839;6925;7011;7096;7182;7268;7353;7439;7525;7762;7852;7943;8034;8124;8215;8306;8397;8487;8578;9878;9999;10120;10241;10362;10483;10604;10725;10846;10967;11592;11723;11854;11985;12116;12247;12378;12509;12640;12771;13507;13648;13789;13931;14072;14213;14354;14495;14636;14777;15624;15775;15926;16078;16229;16380;16531;16682;16834;16985;17942;18104;18265;18426;18588;18749;18910;19071;19233;19394;20462;20634;20805;20976;21148;21319;21491;21662;21833;22005;23184;23365;23547;23728;23910;24091;24273;24454;24636;24817;26107;26299;26490;26682;26873;27065;27256;27448;27639;27831>,10,<700;711;721;732;742;753;763;774;784;795;812;823;834;846;857;868;879;890;902;913;938;950;962;974;986;998;1009;1021;1033;1045;1078;1091;1103;1116;1128;1141;1154;1166;1179;1191;1372;1389;1406;1422;1439;1456;1473;1490;1506;1523;1610;1628;1646;1665;1683;1701;1719;1737;1756;1774;1876;1896;1915;1935;1954;1974;1994;2013;2033;2052;2170;2191;2212;2233;2254;2275;2296;2317;2338;2359;2492;2514;2537;2559;2582;2604;2626;2649;2671;2694;2842;2866;2890;2913;2937;2961;2985;3009;3032;3056;3220;3245;3270;3296;3321;3346;3371;3396;3422;3447;3626;3653;3679;3706;3732;3759;3786;3812;3839;3865>,19,<134;134;134;134;134;149;149;149;149;149;163;163;163;163;163;178;178;178;178;178;192;192;192;192;192;206;206;206;206;206;221;221;221;221;221;235;235;235;235;235;250;250;250;250;250;264;264;264;264;264;278;278;278;278;278;293;293;293;293;293;307;307;307;307;307;322;322;322;322;322;336;336;336;336;336;350;350;350;350;350;365;365;365;365;365;379;379;379;379;379;394;394;394;394;394;408;408;408;408;408;422;422;422;422;422;437;437;437;437;437;451;451;451;451;451;466;466;466;466;466>,,,,,,{drawcard=hong_effect_loop}
