变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect,__version
1010024,,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010025,,,,,,,,,,70029,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1010026,,,,,,,,,,70016,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1020001,,,,,,reborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=12};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;cfgId=1020002;caster=2;holder=1;bond=1;lifeRound=999}>>}},,,0,,,,<{type=1;limit=1}>,1,,,,,,,,,,,,,,,,,
1020002,,,,,,stun,,,,80001,,,,,,1,1,,,,,buff/fuhuo/fuhuo.skel,<fuhuo_loop>,,,,,,,buff/fuhuo/fuhuo.skel,fuhuo,,,,,,,,{args={lifebar={isShow=FALSE};sprite={isShow=FALSE}};typ=hide},battle/txt/txt_fh.png,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1020011,,,,,,reborn,,,,81004,,,,,,1,,,,battle/buff_icon/logo_hnsh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=12};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1020012;lifeRound=2}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,<1;10>,,,,,,,,,
1020012,,,,,,buff10,,,,80001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=99;holder=1;value=<5;1>;caster=2;cfgId=1020013}>;<{value=0;holder=1;caster=2;cfgId=1020014;lifeRound=2}>;<{value=0;holder=1;caster=2;cfgId=1020015;lifeRound=2}>>}},,2,,,,,,,,,,,,,,,,,,,,,,,
1020013,,,,,,keepHpUnChanged,,,,81004,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
1020014,,,,,,lockMp1Add,,,,81004,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=19;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:hpMax()*0.5;holder=1;caster=2;cfgId=1010023;lifeRound=1}>;<{value=300;holder=1;caster=2;cfgId=1010024;lifeRound=1}>>}},,2,,,,,,,,,,,,,,,,,,,,,,,
1020015,,,,,,stun,,,,81004,,,,,,,1,,,,,buff/fuhuo/fuhuo.skel,<fuhuo_loop>,,,,,,,buff/fuhuo/fuhuo.skel,fuhuo,,,,,,,,{typ=hideSprite},battle/txt/txt_fh.png,,,,,,,{1={triggerPoint=14;triggerTimes=<1;6>;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1020017;lifeRound=2}>>}},,2,,,,,,,,,,,,,,,,,,,,,,,
1020016,,,,,,lockMp1Add,,,,81004,,,,,,2,6,,,battle/buff_icon/logo_lx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,<1;10>,,,,,,,,,
1020017,,,,,,addHP,,,,81004,,,,,,,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,,,,,,,,,,
1020018,,,,,,addMp1,,,,81004,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020019,,,,,,buffeffects,,,,,,,,<1020011>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1030001,,,,,,pojiequanxian,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,<9999>,,,,,,,,,,
1031111,,,,,,defence,,,2,1021,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031112,,,,,,stun,,,2,101,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{x=0;y=-320},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:Bdefence()*(0.2+(skillLv(10316,10326) or 0)*0.002-0.002);holder=2;caster=2;cfgId=1031118;lifeRound=self:flagZ4() and 2 or 1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
1031113,,,,,,silence,,,2,106,,,,,,1,1,,,battle/buff_icon/logo_mb.png,,buff/mabi/mabi.skel,<mabi_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_mb.png,,,<0;1>,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:Bdefence()*(0.2+(skillLv(10316,10326) or 0)*0.002-0.002);holder=2;caster=2;cfgId=1031118;lifeRound=self:flagZ4() and 2 or 1}>;<{value=self:defence()*0.8;holder=1;caster=2;cfgId=1031117;lifeRound=3}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
1031114,,,,,,freeze,,,2,102,,,,,,1,1,,,battle/buff_icon/logo_bd.png,,buff/bingdong/bingdong.skel,<bingdong_loop>,,,,,,,buff/bingdong/bingdong.skel,bingdong_bao,,,,,,,{pos=0;aniName=bingdong_end;res=buff/bingdong/bingdong.skel},{typ=pause},battle/txt/txt_bd.png,11,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:Bdefence()*(0.2+(skillLv(10316,10326) or 0)*0.002-0.002);holder=2;caster=2;cfgId=1031118;lifeRound=self:flagZ4() and 2 or 1}>;<{value=self:defence()*0.8;holder=1;caster=2;cfgId=1031117;lifeRound=3}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
1031115,,,,,,buffDamage,,,2,10101,,,,,,1,1,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=3002;damageType=2;natureType=2}>,,,,"{0={triggerPoint=5};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:Bdefence()*(0.2+(skillLv(10316,10326) or 0)*0.002-0.002);holder=2;caster=2;cfgId=1031118;lifeRound=self:flagZ4() and 2 or 1}>;<{value=self:defence()*0.8;holder=1;caster=2;cfgId=1031117;lifeRound=3}>>}}",,,,,,,,,,,,,,,<4002>,,,,,,,,,,
1031116,,,,,,damageHit,,,2,10084,,,,,,1,1,,,battle/buff_icon/logo_zm.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zm1.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:Bdefence()*(0.2+(skillLv(10316,10326) or 0)*0.002-0.002);holder=2;caster=2;cfgId=1031118;lifeRound=self:flagZ4() and 2 or 1}>;<{value=self:defence()*0.8;holder=1;caster=2;cfgId=1031117;lifeRound=3}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
1031117,,,,,,buffDamage,,,2,1551,,,,,,8,2,,,battle/buff_icon/logo_xd1.png,,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_xd1.png,,,<{processId=3008;damageType=2;natureType=8}>,,,,"{0={triggerPoint=6};1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=self:Bdefence()*(0.2+(skillLv(10316,10326) or 0)*0.002-0.002);holder=2;caster=2;cfgId=1031118;lifeRound=self:flagZ4() and 2 or 1}>;<{value=-1000;cfgId=1031120;caster=2;bond=1;holder=1;lifeRound=3;prob=target:hasBuffGroup(c.kongzhi1_oc()) and 0 or 1}>;<{value=-6000;cfgId=1031121;caster=2;bond=1;holder=1;lifeRound=3;prob=target:hasBuffGroup(c.kongzhi1_oc()) and 1 or 0}>>}}",,,,,,,,,,,,,,,<4008;4027>,<0;20>,,,,,,,,,
1031118,,,,,,defence,,,2,,,,,,,2,8,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
1031119,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=max(sumBuffOverlayByGroupInForce(self:force()==1 and 2 or 1,list(99999),1551),0)*self:defence()*0.7;holder=2;caster=2;cfgId=1031122;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
1031120,,,,,,damageHit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031121,,,,,,beHealAdd,,,2,1114,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031122,,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,,
1031123,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
1050001,,,,,,copyCasterBuffsToHolder,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050002;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
1050002,,,,,,copyeffect,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fz.png,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,,
1050011,,,,,,transferBuffToOther,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050012;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
1050012,,,,,,transfereffect,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/tat_zy.png,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,,
1050021,,,,,,atOnceTransformAttrBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050022;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
1050022,,,,,,Transeffect,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zh2.png,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
1050032,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ks.png,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
1070000,,,,,,,,,,,,,,,,,1,,,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{value=random(3,3);caster=2;holder={input=all;process=random(12)};cfgId=moreE(random(1,2),2)and 1070002 or 1070004;prob=target:hasBuffGroup(99998) and 0 or 1;lifeRound=1}>>}}",,2,,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070001,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=1070111;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070002,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=2;holder=1;caster=2;cfgId=1070121;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070003,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=3;holder=1;caster=2;cfgId=1070131;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070004,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=4;holder=1;caster=2;cfgId=1070141;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070005,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=5;holder=1;caster=2;cfgId=1070151;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070006,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=6;holder=1;caster=2;cfgId=1070161;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070007,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=7;holder=1;caster=2;cfgId=1070171;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070008,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=8;holder=1;caster=2;cfgId=1070181;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070009,,,,,,,,,,99997,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=8;holder=1;caster=2;cfgId=1070186;lifeRound=buff:getValue()}>>}},,2,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070111,,,,,,weather,,,2,99998,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target2:speed()*0.1;cfgId=1070112;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(3))) and 1 or 0}>;<{value=1000;cfgId=1070113;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(2))) and 1 or 0}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=1;holder=1;cfgId=1070114;prob=target:hasBuffGroup(c.fly_oc()) and 0 or 1;lifeRound=1}>>}},,2,0,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070112,,,,,,speed,,,,1081,103,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070113,,,,,,damageReduce,,,,10005,103,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070114,,,,,,qusan,,,,,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=1241000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
1070121,,,,,,weather,,,,99998,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=5000;cfgId=1070122;caster=1;bond=1;holder=1;lifeRound=999;prob=1}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=1;holder={input=all;process=buffDifferExclude('group',{c.fly_oc()})|random(1)};cfgId=1070123;prob=(moreE(countObjByBuff(self:force(),{1070123}),1) or moreE(countObjByBuff(3-self:force(),{1070123}),1)) and 0 or 1;lifeRound=1}>>}}",,2,0,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070122,,,,,,electricityDamageAdd,,,,,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070123,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,weather/leiyu.skel,effect,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=target2:hpMax()*0.6;caster=1;holder=1;cfgId=1070124;prob=(target2:natureIntersection(list(5))) and 0.8 or 1;lifeRound=1}>;<{value=target2:hpMax()*0.6;caster=1;holder=1;cfgId=1070125;prob=target2:hasBuff(1070124) and 0 or 1;lifeRound=1}>;<{value=0;caster=1;holder=1;cfgId=1070126;prob=(target2:natureIntersection(list(5))) and 0 or 0.5;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
1070124,,,,,,buffDamage,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3005;damageType=2;natureType=5}>,,,,,,,,,,,,,,,,,,,<4005;4021>,,,,,,,,,,
1070125,,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,,,,,,,,,,
1070126,,,,,,silence,,,2,106,,,,,,1,1,,,battle/buff_icon/logo_mb.png,,buff/mabi/mabi.skel,<mabi_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_mb.png,,,<0;1>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070131,,,,,,weather,,,2,99998,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target2:defence()*0.32;cfgId=1070132;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(6))) and 1 or 0}>;<{value=target2:specialDefence()*0.32;cfgId=1070133;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(6))) and 1 or 0}>>};2={triggerPoint=4;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target:hpMax()*0.35;caster=1;holder=1;cfgId=1070134;prob=(target:natureIntersection(list(6))) and 0 or (target:hasBuffGroup(c.fly_oc()) and 0 or 0.22);lifeRound=2}>;<{value=self:damage()*0.5;cfgId=1070135;caster=1;bond=1;holder=1;lifeRound=1;prob=target:hasBuffGroup(102,c.fly_oc()) and  0 or ((target:natureIntersection(list(6))) and 0 or 1)}>>}}",,2,0,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070132,,,,,,defence,,,,1021,103,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070133,,,,,,specialDefence,,,,1022,103,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070134,,,,,,freeze,,,,102,,,,,,1,1,,,battle/buff_icon/logo_bd.png,,buff/bingdong/bingdong.skel,<bingdong_loop>,,,,,,,,,,,,,,,{pos=0;aniName=bingdong_end;res=buff/bingdong/bingdong.skel},{typ=pause},battle/txt/txt_bd.png,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
1070135,,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3006;damageType=2;natureType=6}>,,,,,,,,,,,,,,,,,,,<4006;4021>,,,,,,,,,,
1070141,,,,,,weather,,,,99998,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=target2:defence() * 0.3;cfgId=1070142;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(13))) and 1 or 0}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=-9000;caster=1;holder=1;cfgId=1070143;prob=(target2:natureIntersection(list(9)) or target2:natureIntersection(list(13))) and 0 or 0.2;lifeRound=2}>>}},,2,0,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070142,,,,,,defence,,,,1022,103,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070143,,,,,,damageHit,,,,10084,,,,,,1,1,,,battle/buff_icon/logo_zm.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zm1.png,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
1070151,,,,,,weather,,,2,99998,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target2:Bspeed()*0.1;cfgId=1070152;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(10))) and 1 or 0}>;<{value=0;cfgId=1070156;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(10))) and 0.9 or 1}>>}},,2,0,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070152,,,,,,speed,,,,1081,103,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070153,,,,,,leave2,,,,501,,,,,,1,1,,,,,,,,,,,,,weather/luanliu.skel,effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070154,,,,,,leave,,,2,401,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{args={knockUpBack=TRUE;y=2000;x=0;knockUp=TRUE;speed=2500};typ=move},battle/txt/txt_cf1.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=1070155;prob=(target2:natureIntersection(list(10))) and 0 or 1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
1070155,,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,{0={triggerPoint=1;delSelfWhenTriggered=2}},,,,,,,,,,,,,,,<4021>,,,,,,,,,,
1070156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=5;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=1;holder=1;cfgId=1070153;prob=target:hasBuffGroup(c.fly_oc()) and 0 or 0.2;lifeRound=1}>;<{value=1;caster=1;holder=1;cfgId=1070154;prob=target:hasBuff(1070153) and 1 or 0;lifeRound=moreE(random(1,4),2) and 1 or 2}>>};2={triggerPoint=6;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=1;holder=1;cfgId=1070153;prob=target:hasBuffGroup(c.fly_oc()) and 0 or 0.2;lifeRound=1}>;<{value=1;caster=1;holder=1;cfgId=1070154;prob=target:hasBuff(1070153) and 1 or 0;lifeRound=moreE(random(1,4),2) and 1 or 2}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
1070161,,,,,,weather,,,2,99998,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=2000;cfgId=1070162;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(2))) and 1 or 0}>;<{value=1000;cfgId=1070163;caster=1;bond=1;holder=1;lifeRound=99;prob=(target:natureIntersection(list(3))) and 1 or 0}>>};2={triggerPoint=4;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target2:hp()*0.25;caster=1;holder=1;cfgId=1070164;prob=1;lifeRound=1}>;<{value=2000;cfgId=1070165;caster=1;bond=1;holder=1;lifeRound=99;prob=1}>>}},,2,0,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
1070162,,,,,,damageAdd,,,,1081,103,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
1070163,,,,,,damageReduce,,,,10005,103,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,2,0,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,,
