变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,__version
127124,,,4,,,,,,,<1271231>,<1>,"<(self:flagZ2() and moreE(target:getBuffOverlayCount(1271011),1) ) and 1 or 0>",,<0>,,,
127131,,,11,,,,,,,,,,,,127131,,
127132,,,11,,,,,,,,,,,,127132,,
127133,,,11,,,,,,,<1271011>,<2>,<1>,,<self:damage()*0.6>,,,
127134,,1,14,,,,,,,<1271310>,<1>,<1>,,<0>,,,
127135,,1,14,,,,,,,<1271331;1271342>,<2;999>,"<1;moreE(self:star(),11) and 1 or 0>",,<(15+skillLv(12713) *0.1-0.1)*100;0>,,,
127136,,,,selfForce | nodead,exclude(list(csvSelf:id())),,,,,<1271331;1271342>,<2;999>,"<target:hasBuff(1271311) and 1 or 0;moreE(self:star(),11) and (target:hasBuff(1271311) and 1 or 0) or 0>",,<(15+skillLv(12713) *0.1-0.1)*100;0>,,,
127137,,,,enemyForce|nodead,"buffDiffer('id',{1271011})",,,,,<1271341>,<1>,"<moreE(self:star(),11) and 1 or 0>",,"<list(list(1271011),1)>",,,
127161,,1,14,,,,,,,<1271611;1271621;1271631>,<999;999;999>,"<1;1;moreE(self:star(),6) and 1 or 0>",,<0;0;<1;self:hpMax();self:mp1Max();15>>,,,
127162,,1,14,,,,,,,<1271681;1271691>,<999;999>,"<moreE(self:star(),8) and 1 or 0;1>",,<<2;99;1>;1000>,,,
128111,,,,,,,,,,,,,,,128111,,
128112,,1,14,,,,,,,<1282111>,<2>,<1>,,<self:flagZ1() and 0.06 or 0.03>,,,
128121,,,,,,,,,,,,,,,128121,,
128122,,,,,,,,,,,,,,,,,
128123,,,,,,,,,,<1282231>,<3>,<1>,,<self:damage()*1.5>,,,
128131,,,11,,,,,,,,,,,,128131,,
128132,,,11,,,,,,,,,,,,128132,,
128133,,1,14,,,,,,,<1282310>,<1>,<1>,,<0>,,,
128134,,,,,,,,,,,,,,,,,
128135,,1,14,,,,,,,<1282361>,<1>,<1>,,"<div(target:hp(),target:hpMax(),0)+(5+skillLv(12813,12823) *0.1-0.1)*0.01>",,,
128136,,,,selfForce | nodead,hpRatioMin,,,,,<1282361>,<1>,<1>,,"<div(target:hp(),target:hpMax(),0)+(5+skillLv(12813,12823) *0.1-0.1)*0.01>",,,
128137,,1,14,,,,,,,<1282331>,<999>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,,
128138,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|targetAnd(""attrDiffer"",{""natureType"", {4}},""battleFlagDiffer"",{'battleFlag',{2351}})",,,,,<1282331>,<999>,<self:flagZ3() and 1 or 0>,,<0>,,,
128139,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)",,,,,<1282231>,<3>,"<moreE(self:star(),11) and 1 or 0>",,<self:damage()*1.5>,,,
128161,,1,14,,,,,,,<1282621;1282631;1282651;1282411>,<999;999;999;999>,<1;1;1;1>,,<0;0;0;0>,,,
128162,,1,14,,,,,,,<1282611>,<999>,"<moreE(self:star(),6) and (target:hasBuff(1281613)  and 0 or (target:flag(20006) and 0 or 1)) or 0>",,<target:hp()>,,,
128163,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {11,4})|setSelectAttr({""Bdamage"",""BspecialDamage""},""max"")|attrWitOutFilter(""selectAttr"",""max"",1)",,,,,<1282611>,<999>,"<moreE(self:star(),6) and (target:hasBuff(1281613)  and 0 or (target:flag(20006) and 0 or 1)) or 0>",,<target:hp()>,,,
128164,,1,14,,,,,,,<1282681>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
128211,,,,,,,,,,,,,,,128211,,
128212,,1,14,,,,,,,<1282111>,<2>,<1>,,<self:flagZ1() and 0.06 or 0.03>,,,
128221,,,,,,,,,,,,,,,128221,,
128222,,,,,,,,,,,,,,,,,
128223,,,,,,,,,,<1282231>,<3>,<1>,,<self:damage()*1.5>,,,
128231,,,11,,,,,,,,,,,,128231,,
128232,,,11,,,,,,,,,,,,128232,,
128233,,1,14,,,,,,,<1282310>,<1>,<1>,,<0>,,,
128234,,,,,,,,,,,,,,,,,
128235,,1,14,,,,,,,<1282361>,<1>,<1>,,"<div(target:hp(),target:hpMax(),0)+(5+skillLv(12813,12823) *0.1-0.1)*0.01>",,,
128236,,,,selfForce | nodead,hpRatioMin,,,,,<1282361>,<1>,<1>,,"<div(target:hp(),target:hpMax(),0)+(5+skillLv(12813,12823) *0.1-0.1)*0.01>",,,
128237,,1,14,,,,,,,<1282331>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,,
128238,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|targetAnd(""attrDiffer"",{""natureType"", {4}},""battleFlagDiffer"",{'battleFlag',{2351}})",,,,,<1282331>,<1>,<self:flagZ3() and 1 or 0>,,<0>,,,
128239,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)",,,,,<1282231>,<3>,"<moreE(self:star(),11) and 1 or 0>",,<self:damage()*1.5>,,,
128261,,1,14,,,,,,,<1282621;1282631;1282651;1282411>,<999;999;999;999>,<1;1;1;1>,,<0;0;0;0>,,,
128262,,1,14,,,,,,,<1282611>,<999>,"<moreE(self:star(),6) and (target:hasBuff(1281613)  and 0 or (target:flag(20006) and 0 or 1)) or 0>",,<target:hp()>,,,
128263,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {11,4})|setSelectAttr({""Bdamage"",""BspecialDamage""},""max"")|attrWitOutFilter(""selectAttr"",""max"",1)",,,,,<1282611>,<999>,"<moreE(self:star(),6) and (target:hasBuff(1281613)  and 0 or (target:flag(20006) and 0 or 1)) or 0>",,<target:hp()>,,,
128264,,1,14,,,,,,,<1282681>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
129111,,,,,,,,,,,,,,,129111,,
129112,,1,14,,,,,,,<1291111>,<2>,<1>,,<self:BspecialDamage()*0.01*(self:flagZ1() and 10 or 5)>,,,
129121,,,,,,,,,,,,,,,129121,,
129122,,1,14,,,,,,,<1291121>,<1>,<1>,,<0>,,,
129131,,,,,,,,,,,,,,,129131,,
129132,,,,,,,,,,,,,,,129132,,
129133,,1,14,,,,,,,<1291141;1291145>,<2;1>,<1;1>,,<0;<1;2;1>>,,,
129134,,,,,,,,,,<1291151>,<1>,<1>,,<target:hpMax()*0.08>,,,
129135,,,,,,,,,,<1291155>,<1>,<self:flagZ3() and 0.5 or 0>,,<0>,,,
129161,,1,14,,,,,,,<1291161>,<999>,<1>,,<0>,,,
129162,,1,14,,,,,,,<1291171;1291175>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),6) and 1 or 0>",,<0;<0>>,,,
129163,,1,14,,,,,,,<1291180>,<999>,<1>,,<0>,,,
129211,,,,,,,,,,,,,,,129211,,
129212,,1,14,,,,,,,<1291111>,<2>,<1>,,<self:BspecialDamage()*0.01*(self:flagZ1() and 10 or 5)>,,,
129221,,,,,,,,,,,,,,,129221,,
129222,,1,14,,,,,,,<1291121>,<1>,<1>,,<0>,,,
129231,,,,,,,,,,,,,,,129231,,
129232,,,,,,,,,,,,,,,129232,,
129233,,1,14,,,,,,,<1291141;1291145>,<2;1>,<1;1>,,<0;<1;2;1>>,,,
129234,,,,,,,,,,<1291151>,<1>,<1>,,<target:hpMax()*0.08>,,,
129235,,,,,,,,,,<1291155>,<1>,<self:flagZ3() and 0.5 or 0>,,<0>,,,
129261,,1,14,,,,,,,<1291161>,<999>,<1>,,<0>,,,
129262,,1,14,,,,,,,<1291171;1291175>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),6) and 1 or 0>",,<0;<0>>,,,
129263,,1,14,,,,,,,<1291180>,<999>,<1>,,<0>,,,
129311,,,,,,,,,,,,,,,129311,,
129312,,1,14,,,,,,,<1291111>,<2>,<1>,,<self:BspecialDamage()*0.01*(self:flagZ1() and 10 or 5)>,,,
129321,,,,,,,,,,,,,,,129321,,
129322,,1,14,,,,,,,<1291121>,<1>,<1>,,<0>,,,
129331,,,,,,,,,,,,,,,129331,,
129332,,,,,,,,,,,,,,,129332,,
129333,,1,14,,,,,,,<1291141;1291145>,<2;1>,<1;1>,,<0;<1;2;1>>,,,
129334,,,,,,,,,,<1291151>,<1>,<1>,,<target:hpMax()*0.08>,,,
129335,,,,,,,,,,<1291155>,<1>,<self:flagZ3() and 0.5 or 0>,,<0>,,,
129361,,1,14,,,,,,,<1291161>,<999>,<1>,,<0>,,,
129362,,1,14,,,,,,,<1291171;1291175>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),6) and 1 or 0>",,<0;<0>>,,,
129363,,1,14,,,,,,,<1291180>,<999>,<1>,,<0>,,,
129411,,,3,,,,2,,,,,,,,129411,,
129412,,1,14,,,,,,,<1294121;1294122>,<self:flagZ1() and 3 or 2;self:flagZ1() and 3 or 2>,<1;1>,,<self:Bspeed()*(self:flagZ1() and 0.15 or 0.1);self:flagZ1() and 3000 or 2000>,,,
129421,,,3,,,,2,,,,,,,,129421,,
129422,,1,14,,,,,,,<1294621>,<2>,<1>,,<0>,,,
129431,,,3,,,,2,,,,,,,,129431,,
129432,,,3,,,,2,,,,,,,,129432,,
129433,,,3,,,,2,,,<1294331>,<1>,<1>,,<0>,,,
129434,,1,14,,,,,,,<1294336>,<1>,<self:hasBuff(1294637)  and 1 or 0>,,<3000>,,,
129435,,1,14,,,,,,,<1294337>,<1>,"<moreE(self:star(),11) and 1 or 0>",,"<list(list(1294637),-1)>",,,
129461,,1,14,,,,,,,<1294611>,<999>,<1>,,<0>,,,
129462,,1,14,,,,,,,<1294631>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<<1;99;2;0.25;20>>,,,
129463,,1,14,,,,,,,<1294641>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
130111,,,,,,,,,,,,,,,130111,,
130112,,1,14,,,,,,,<1301111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
130121,,,,,,,,,,,,,,,130121,,
130122,,,,,,,,,,<1301121;1301125>,<1;1>,"<1;more(target:speed(),self:speed()) and 0.5 or 0>",,<0;0>,,,
130123,,1,14,,,,,,,<1301128>,<1>,<self:flagZ2() and 1 or 0>,,"<<list(1,0,0);1;1>>",,,
130131,,,,,,,,,,,,,,,130131,,
130132,,,,,,,,,,<1301131>,<1>,<1>,,<0>,,,
130133,,1,14,,,,,,,<1301135;1301137;1301141>,<1;1;1>,"<1;1;moreE(self:star(),11) and 1 or 0>",,<(self:hpMax()-self:hp())/self:hpMax()*2000;0;0>,,,
130161,,1,14,,,,,,,<1301151;1301155;1301158>,<999;999;999>,<1;1;1>,,<<0>;0;1000>,,,
130162,,1,14,,,,,,,<1301161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
130163,,1,14,,,,,,,<1301171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
130164,,1,14,,,,,,,<1301181>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
130211,,,,,,,,,,,,,,,130211,,
130212,,1,14,,,,,,,<1301111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
130221,,,,,,,,,,,,,,,130221,,
130222,,,,,,,,,,<1301121;1301125>,<1;1>,"<1;more(target:speed(),self:speed()) and 0.5 or 0>",,<0;0>,,,
130223,,1,14,,,,,,,<1301128>,<1>,<self:flagZ2() and 1 or 0>,,"<<list(1,0,0);1;1>>",,,
130231,,,,,,,,,,,,,,,130231,,
130232,,,,,,,,,,,,,,,130232,,
130233,,,,,,,,,,<1301131>,<1>,<1>,,<0>,,,
130234,,1,14,,,,,,,<1301135;1301137;1301141>,<1;1;1>,"<1;1;moreE(self:star(),11) and 1 or 0>",,<(self:hpMax()-self:hp())/self:hpMax()*2000;0;0>,,,
130261,,1,14,,,,,,,<1301151;1301155;1301158>,<999;999;999>,<1;1;1>,,<<0>;0;1000>,,,
130262,,1,14,,,,,,,<1301161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
130263,,1,14,,,,,,,<1301171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
130264,,1,14,,,,,,,<1301181>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
130311,,,,,,,,,,,,,,,130311,,
130312,,1,14,,,,,,,<1301111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
130321,,,,,,,,,,,,,,,130321,,
130322,,,,,,,,,,<1301121;1301125>,<1;1>,"<1;more(target:speed(),self:speed()) and 0.5 or 0>",,<0;0>,,,
130323,,1,14,,,,,,,<1301128>,<1>,<self:flagZ2() and 1 or 0>,,"<<list(1,0,0);1;1>>",,,
130331,,,,,,,,,,,,,,,130331,,
130332,,,,,,,,,,,,,,,130332,,
130333,,,,,,,,,,<1301131>,<1>,<1>,,<0>,,,
130334,,1,14,,,,,,,<1301135;1301137;1301141>,<1;1;1>,"<1;1;moreE(self:star(),11) and 1 or 0>",,<(self:hpMax()-self:hp())/self:hpMax()*2000;0;0>,,,
130361,,1,14,,,,,,,<1301151;1301155;1301158>,<999;999;999>,<1;1;1>,,<<0>;0;1000>,,,
130362,,1,14,,,,,,,<1301161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
130363,,1,14,,,,,,,<1301171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
130364,,1,14,,,,,,,<1301181>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
130411,,,,,,,,,,,,,,,130411,,
130412,,1,14,,,,,,,<1304111;1304112;1304113>,<2;999;1>,<1;self:flagZ1() and 1 or 0;self:flagZ1() and 1 or 0>,,<self:flagZ1() and 1000 or 500;0;0>,,,
130421,,,,,,,,,,,,,,,130421,,
130422,,,,,,,,,,<1304121;1304125>,<1;1>,"<1;more(target:speed(),self:speed()) and 1 or 0>",,<0;0>,,,
130423,,1,14,,,,,,,<1304128>,<1>,<self:flagZ2() and 1 or 0>,,"<<list(1,0,0);1;1>>",,,
130431,,,,,,,,,,,,,,,130431,,
130432,,,,,,,,,,,,,,,130433,,
130433,,,,,,,,,,<1304131;1304139;1304140>,<1;1;1>,<1;self:curSkill():getDamageState('strike') and 1 or 0;self:curSkill():getDamageState('strike') and 1 or 0>,,<0;-1000;-1000>,,,
130434,,1,14,,,,,,,<1304135;1304137;1304141;1304145>,<1;1;1;1>,"<1;1;moreE(self:star(),11) and 1 or 0;self:flagZ3() and 1 or 0>",,<(self:hpMax()-self:hp())/self:hpMax()*3333;0;0;0>,,,
130461,,1,14,,,,,,,<1304151;1304155;1304158;1304191>,<999;999;999;999>,"<1;1;1;moreE(self:star(),11) and 1 or 0>",,<<0>;0;1500;0>,,,
130462,,1,14,,,,,,,<1304161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,,
130463,,1,14,,,,,,,<1304171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
130464,,1,14,,,,,,,<1304181>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
131111,,,,,,,,,,,,,,,131111,,
131112,,1,14,,,,,,,<1311111>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
131113,,1,14,,,,,,,<1311112>,<2>,<1>,,<self:Bdamage()*0.05>,,,
131121,,,,,,,,,,,,,,,131121,,
131122,,,,,,,,,,<1311121>,<1>,<1>,,<1>,,,
131131,,,11,,,,,,,,,,,,131131,,
131132,,1,14,,,,,,,<1311131>,<1>,<1>,,<self:strikeResistance()*(0.1+skillLevel*0.002-0.002)>,,,
131133,,1,14,,,,,,,<1311132>,<1>,<1>,,<1>,,,
131151,,1,14,,,,,,,<1311151;1311152;1311153;1311154>,<999;999;999;999>,<self:frontOrBack()==1 and 1 or 0;1;1;1>,,<100+skillLevel*10-10;1;1;1>,,,
131152,,1,14,,,,,,,<1311161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<1>,,,
131153,,1,14,,,,,,,<1311171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
131211,,,,,,,,,,,,,,,131211,,
131212,,1,14,,,,,,,<1311111>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
131213,,1,14,,,,,,,<1311112>,<2>,<1>,,<self:Bdamage()*0.05>,,,
131221,,,,,,,,,,,,,,,131221,,
131222,,,,,,,,,,<1311121>,<1>,<1>,,<1>,,,
131231,,,11,,,,,,,,,,,,131231,,
131232,,1,14,,,,,,,<1311131>,<1>,<1>,,<self:strikeResistance()*(0.1+skillLevel*0.002-0.002)>,,,
131233,,1,14,,,,,,,<1311132>,<1>,<1>,,<1>,,,
131251,,1,14,,,,,,,<1311151;1311152;1311153;1311154>,<999;999;999;999>,<self:frontOrBack()==1 and 1 or 0;1;1;1>,,<100+skillLevel*10-10;1;1;1>,,,
131252,,1,14,,,,,,,<1311161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<1>,,,
131253,,1,14,,,,,,,<1311171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
131311,,,,,,,,,,,,,,,131311,,
131312,,1,14,,,,,,,<1311111>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
131313,,1,14,,,,,,,<1311112>,<2>,<1>,,<self:Bdamage()*0.05>,,,
131321,,,,,,,,,,,,,,,131321,,
131322,,,,,,,,,,<1311121>,<1>,<1>,,<1>,,,
131331,,,11,,,,,,,,,,,,131331,,
131332,,1,14,,,,,,,<1311131>,<1>,<1>,,<self:strikeResistance()*(0.1+skillLevel*0.002-0.002)>,,,
131333,,1,14,,,,,,,<1311132>,<1>,<1>,,<1>,,,
131351,,1,14,,,,,,,<1311151;1311152;1311153;1311154>,<999;999;999;999>,<self:frontOrBack()==1 and 1 or 0;1;1;1>,,<100+skillLevel*10-10;1;1;1>,,,
131352,,1,14,,,,,,,<1311161>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<1>,,,
131353,,1,14,,,,,,,<1311171>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
131411,,,,,,,,,,,,,,,131411,,
131412,,1,14,,,,,,,<1411111>,<2>,<1>,,<self:flagZ1() and self:Bdamage()*0.1 or self:Bdamage()*0.05>,,,
131421,,,,,,,,,,,,,,,131421,,
131422,,,,,,,,,,<1411121>,<1>,<1>,,<1>,,,
131423,,,,enemyForce | nodead,exclude(list(csvSelectObj:id()))|random(1),,,,,<1411126>,<1>,<self:flagZ2() and 0.5 or 0>,,<1>,,,
131424,,,,enemyForce | nodead,otherProcessExcept(131423)|exclude(list(csvSelectObj:id()))|random(1),,,,,<1411126>,<1>,<0.5>,,<1>,,,
131431,,,11,,,,,,,,,,,,131431,,
131432,,,11,,,,,,,,,,,,131432,,
131433,,1,14,,,,,,,<1411131>,<1>,<1>,,<self:strikeResistance()*(0.1+skillLevel*0.002-0.002)>,,,
131434,,1,14,,,,,,,<1411132>,<1>,<1>,,<1>,,,
131451,,1,14,,,,,,,<1411161;1411162;1411163;1411164>,<999;999;999;999>,<self:frontOrBack()==1 and 1 or 0;1;1;1>,,<2000+skillLevel*10-10;1;1;1>,,,
131452,,1,14,,,,,,,<1411171>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<1>,,,
131453,,1,14,,,,,,,<1411175>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,,
131454,,1,14,,,,,,,<1411181>,<999>,<self:flagZ4() and 1 or 0>,,<1>,,,
135111,,,,,,,,,,,,,,,135111,,
135121,,,,,,,,,,,,,,,135121,,
135122,,,,selfForce,hpRatioMin,,,,,<1351221>,<1>,<1>,,"<(target:natureIntersection(list(3)) or target:natureIntersection(list(4))) and ((self:specialDamage()*0.6)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.6)>",,,
135131,,1,11,,,,,,,,,,,,135131,,
135132,,1,11,,,,,,,<1351222>,<3>,"<moreEqualThan(self:star(),11) and 1 or 0>",,"<(target:natureIntersection(list(3)) or target:natureIntersection(list(4))) and ((self:specialDamage()*0.2)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.2)>",,,
135161,,1,14,,,,,,,<1351223>,<999>,<1>,,<2000>,,,
135211,,,,,,,,,,,,,,,135211,,
135221,,,,,,,,,,,,,,,135221,,
135222,,,,selfForce,hpRatioMin,,,,,<1351221>,<1>,<1>,,"<(target:natureIntersection(list(3)) or target:natureIntersection(list(4))) and ((self:specialDamage()*0.6)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.6)>",,,
135231,,1,11,,,,,,,,,,,,135231,,
135232,,1,11,,,,,,,<1351222>,<3>,"<moreEqualThan(self:star(),11) and 1 or 0>",,"<(target:natureIntersection(list(3)) or target:natureIntersection(list(4))) and ((self:specialDamage()*0.2)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.2)>",,,
135261,,1,14,,,,,,,<1351223>,<999>,<1>,,<2000>,,,
135311,,,,,,,,,,,,,,,135311,,
135321,,,,,,,,,,,,,,,135321,,
135322,,,,selfForce,hpRatioMin,,,,,<1351221>,<1>,<1>,,"<(target:natureIntersection(list(3)) or target:natureIntersection(list(4))) and ((self:specialDamage()*0.6)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.6)>",,,
135331,,1,11,,,,,,,,,,,,135331,,
135332,,1,11,,,,,,,,,,,,135332,,
135333,,1,11,,,,,,,<1351222>,<3>,"<moreEqualThan(self:star(),11) and 1 or 0>",,"<(target:natureIntersection(list(3)) or target:natureIntersection(list(4))) and ((self:specialDamage()*0.2)*1.2+(skillLv(13516,13526,13536) or 0)*40 ) or (self:specialDamage()*0.2)>",,,
135361,,1,14,,,,,,,<1351223>,<999>,<1>,,<2000>,,,
139011,,,,,,,,,,,,,,,139911,,
139012,,,,,,,,,,<1394121>,<target:hasBuff(1394122) and 2 or 1>,<self:flagZ1() and 0.9 or 0.8>,,<0.4>,,,
139013,,,,,,,,,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<-10000>,,,
139021,,,,,,,,,,,,,,,139921,,
139022,,,,,,,,,,<1394121;1394131>,<1;3>,<1;1>,,<0.4;-4000>,,,
139023,,,,,,,,,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<-10000>,,,
139031,,,,,,,,,,,,,,,139931,,
139032,,,,,,,,,,,,,,,139932,,
139033,,,,,,,,,,<1394123;1394124>,<2;3>,"<0.85+(moreE(self:star(),11) and 0.15 or 0);1>",,<0.4;0>,,,
139034,,,,,,,,,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<-10000>,,,
139035,,,11,,,,,,,<1394131>,<3>,"<moreE(self:star(),11) and (target:hasBuff(1394153) and 1 or 0.3) or 0>",,<-4000>,,,
139036,,1,14,,,,,,,<1394151>,<1>,<1>,,<8000>,,,
139037,,,,enemyForce|nodead,"buffDiffer('group',{c.kongzhi1_oc()})",,,,,<1394126>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<self:sTDmg()*(0.3+(self:flagZ3() and 0.3 or 0))>,,,
139061,,1,14,,,,,,,<1394611;1394621>,<999;999>,"<1;moreE(self:star(),8) and 1 or 0>",,<0;0>,,,
139062,,,11,,,,,,,<1394152>,<999>,<1>,,<0>,,,
139111,,,,,,,,,,,,,,,139111,,
139112,,,,,,,,,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,,<0>,,,
139121,,,,,,,,,,,,,,,139121,,
139122,,1,14,,,,,,,<1391122>,<999>,<1>,,<0>,,,
139131,,,3,,,,,,,,,,,,139131,,
139132,,,3,,,,,,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",,<0;0>,,,
139161,,1,14,,,,,,,<1391120>,<999>,<1>,,<0>,,,
139162,,,,,,,,,,,,,,,,,
139163,,1,14,,,,,,,<1391125>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
139211,,,,,,,,,,,,,,,139211,,
139212,,,,,,,,,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,,<0>,,,
139221,,,,,,,,,,,,,,,139221,,
139222,,1,14,,,,,,,<1391122>,<999>,<1>,,<0>,,,
139231,,,3,,,,,,,,,,,,139231,,
139232,,,3,,,,,,,,,,,,139232,,
139233,,,3,,,,,,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",,<0;0>,,,
139261,,1,14,,,,,,,<1391120>,<999>,<1>,,<0>,,,
139262,,,,,,,,,,,,,,,,,
139263,,1,14,,,,,,,<1391125>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
139311,,,,,,,,,,,,,,,139311,,
139312,,,,,,,,,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,,<0>,,,
139321,,,,,,,,,,,,,,,139321,,
139322,,1,14,,,,,,,<1391122>,<999>,<1>,,<0>,,,
139331,,,3,,,,,,,,,,,,139331,,
139332,,,3,,,,,,,,,,,,139332,,
139333,,,3,,,,,,,<1391121;1391123>,<1;2>,"<(self:flagZ3() and 0.4 or 0.25)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)+(moreE(self:star(),11) and 0.15 or 0);1>",,<0;0>,,,
139361,,1,14,,,,,,,<1391120>,<999>,<1>,,<0>,,,
139362,,,,,,,,,,,,,,,,,
139363,,1,14,,,,,,,<1391125>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,,
139411,,,,,,,,,,,,,,,139411,,
139412,,,,,,,,,,<1394121>,<target:hasBuff(1394122) and 2 or 1>,<self:flagZ1() and 0.4 or 0.2>,,<0.5>,,,
139413,,,,,,,,,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<-10000>,,,
139421,,,,,,,,,,,,,,,139421,,
139422,,,,,,,,,,<1394121;1394122>,<1;999>,<self:flagZ2() and 1 or 0.6;1>,,<0.5;0>,,,
139423,,,,,,,,,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<-10000>,,,
139431,,,,,,,,,,,,,,,139431,,
139432,,,,,,,,,,,,,,,139432,,
139433,,,,,,,,,,<1394123>,<1>,"<0.7+(moreEqualThan(self:star(),11) and 0.15 or 0)>",,<0.5>,,,
139434,,,,,,,,,,<1394124>,<3>,<target:hasBuff(1394123) and 1 or 0>,,<0>,,,
139435,,,,,,,,,,<1394125>,<1>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<-10000>,,,
139436,,,,enemyForce|nodead,"buffDiffer('group',{c.kongzhi1_oc()})",,,,,<1394126>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<self:sTDmg()*(0.3+(self:flagZ3() and 0.3 or 0))>,,,
139461,,,,,,,,,,,,,,,,,
139511,,,,,,,,,,,,,,,139511,,
139512,,,,,,,,,,<1391121>,<1>,<(self:flagZ1() and 0.3 or 0.2)+self:getBuffOverlayCount(1391122)*(self:flagZ2() and 0.06 or 0.05)>,,<0>,,,
139521,,,,,,,,,,,,,,,139521,,
139522,,1,14,,,,,,,<1391122>,<999>,<1>,,<0>,,,
