变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2,__version
151107,1411,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
151108,1411,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
152101,1421,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
152102,1421,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
152103,1421,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
152104,1421,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
152105,1421,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
152106,1421,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
152107,1421,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
152108,1421,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
154101,1441,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
154102,1441,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
154103,1441,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
154104,1441,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
154105,1441,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
154106,1441,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
154107,1441,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
154108,1441,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
158101,1481,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
158102,1481,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
158103,1481,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
158104,1481,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
158105,1481,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
158106,1481,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
158107,1481,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
158108,1481,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
160101,1501,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
160102,1501,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
160103,1501,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
160104,1501,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
160105,1501,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
160106,1501,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
160107,1501,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
160108,1501,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
160201,1502,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
160202,1502,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
160203,1502,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
160204,1502,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
160205,1502,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
160206,1502,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
160207,1502,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
160208,1502,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
161101,1511,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
161102,1511,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
161103,1511,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
161104,1511,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
161105,1511,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
161106,1511,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
161107,1511,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
161108,1511,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
171101,1611,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
171102,1611,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
171103,1611,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
171104,1611,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
171105,1611,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
171106,1611,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
171107,1611,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
171108,1611,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
174101,1641,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
174102,1641,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
174103,1641,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
174104,1641,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
174105,1641,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
174106,1641,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
174107,1641,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
174108,1641,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
175101,1651,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
175102,1651,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
175103,1651,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
175104,1651,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
175105,1651,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
175106,1651,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
175107,1651,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
175108,1651,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
177101,1671,,1,,,属性获得增强,3,,{advance=13;goodFeel=100;star=8},,,
177102,1671,,2,,,普攻技能获得强化提升!,3,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
177103,1671,,3,,,小技能获得强化提升!,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
177104,1671,,4,,,被动技能获得强化提升!,3,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
177105,1671,,5,,,属性获得增强,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
177106,1671,,6,,,大招技能获得强化提升!,3,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
177107,1671,,7,,,属性获得增强,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
177108,1671,,8,,,个体值六维属性额外提升,3,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
187101,1771,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
187102,1771,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
187103,1771,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
187104,1771,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
187105,1771,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
187106,1771,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
187107,1771,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
187108,1771,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
190101,1801,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
190102,1801,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
190103,1801,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
190104,1801,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
190105,1801,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
190106,1801,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
190107,1801,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
190108,1801,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
190201,1802,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
190202,1802,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
190203,1802,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
190204,1802,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
190205,1802,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
190206,1802,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
190207,1802,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
190208,1802,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
191101,1811,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
191102,1811,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
191103,1811,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
191104,1811,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
191105,1811,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
191106,1811,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
191107,1811,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
191108,1811,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
194101,1841,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
194102,1841,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
194103,1841,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
194104,1841,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
194105,1841,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
194106,1841,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
194107,1841,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
194108,1841,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
195101,1851,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
195102,1851,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
195103,1851,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
195104,1851,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
195105,1851,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
195106,1851,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
195107,1851,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
195108,1851,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
195201,1852,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
195202,1852,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
195203,1852,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
195204,1852,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
195205,1852,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
195206,1852,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
195207,1852,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
195208,1852,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
196101,1861,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
196102,1861,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
196103,1861,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
196104,1861,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
196105,1861,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
196106,1861,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
196107,1861,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
196108,1861,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
199101,1891,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
199102,1891,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
199103,1891,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
199104,1891,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
199105,1891,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
199106,1891,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
199107,1891,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
199108,1891,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
200101,1901,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
200102,1901,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
200103,1901,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
200104,1901,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
200105,1901,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
200106,1901,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
200107,1901,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
200108,1901,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
201101,1911,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
201102,1911,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
201103,1911,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
201104,1911,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
201105,1911,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
201106,1911,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
201107,1911,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
201108,1911,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
202101,1921,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
202102,1921,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
202103,1921,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
202104,1921,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
202105,1921,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
202106,1921,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
202107,1921,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
202108,1921,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
203101,1931,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
203102,1931,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
203103,1931,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
203104,1931,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
203105,1931,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
203106,1931,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
203107,1931,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
203108,1931,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
204101,1941,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
204102,1941,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
204103,1941,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
204104,1941,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
204105,1941,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
204106,1941,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
204107,1941,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
204108,1941,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
205101,1951,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
205102,1951,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
